artifact_role,requested_path,retained_path,exists,gzip_appended,multipart,part_index,part_count,size_bytes,sha256,complete_retained_sha256,reconstruction
root_model,results/gf_global_gini_tree_strict_flow_round/runs/stage1__V12_M2__f1__300s/global_root.lp,results/gf_global_gini_tree_strict_flow_round/runs/stage1__V12_M2__f1__300s/global_root.lp.gz,True,True,False,1,1,212751,f94c47731da80e5bc0dba3efa0d6ae779329ce39a6d71e8a1f9203a6ac3e314c,f94c47731da80e5bc0dba3efa0d6ae779329ce39a6d71e8a1f9203a6ac3e314c,none
node_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__V12_M2__f1__300s/global_node_trace.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__V12_M2__f1__300s/global_node_trace.csv.gz,True,True,False,1,1,2764345,06872938a2821f9b5f6656e98a6a150b7431d8dd284c13a788da8663bd121e48,06872938a2821f9b5f6656e98a6a150b7431d8dd284c13a788da8663bd121e48,none
bound_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__V12_M2__f1__300s/global_bound_trajectory.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__V12_M2__f1__300s/global_bound_trajectory.csv,True,False,False,1,1,991,f85235e15a7f6850fa27a024d4e51919bcd6307a23e2bb8b100c055d79f84fb1,f85235e15a7f6850fa27a024d4e51919bcd6307a23e2bb8b100c055d79f84fb1,none
row_delta_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__V12_M2__f1__300s/row_delta.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__V12_M2__f1__300s/row_delta.csv,True,False,False,1,1,269657,98af920ea70df7ab995959eb9579adf511c00d412f5f379fe4a97e8cc8ede7b2,98af920ea70df7ab995959eb9579adf511c00d412f5f379fe4a97e8cc8ede7b2,none
post_row_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__V12_M2__f1__300s/post_local_row_trace.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__V12_M2__f1__300s/post_local_row_trace.csv,True,False,False,1,1,92215,366327848e9877860b697d12d658f4d87c67e978ed4045af6ccd30f946d97325,366327848e9877860b697d12d658f4d87c67e978ed4045af6ccd30f946d97325,none
topology_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__V12_M2__f1__300s/gini_topology.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__V12_M2__f1__300s/gini_topology.csv,True,False,False,1,1,84717,096e95981eff85a238065eebeb3c547f20b5e1c1d2f9d9d401d744e2985142c8,096e95981eff85a238065eebeb3c547f20b5e1c1d2f9d9d401d744e2985142c8,none
sibling_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__V12_M2__f1__300s/sibling_delay.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__V12_M2__f1__300s/sibling_delay.csv,True,False,False,1,1,43016,6df861b7fb0098bd02387bad0bf9e7f4dc9e22b3fcd329c3cab1bc327ec45ac1,6df861b7fb0098bd02387bad0bf9e7f4dc9e22b3fcd329c3cab1bc327ec45ac1,none
tree_memory_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__V12_M2__f1__300s/tree_memory.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__V12_M2__f1__300s/tree_memory.csv,True,False,False,1,1,565,a8156e43b9e976702f2d5eea5c9b912ab3ca94814b1a89f9c5efe34935006463,a8156e43b9e976702f2d5eea5c9b912ab3ca94814b1a89f9c5efe34935006463,none
mip_start_audit,results/gf_global_gini_tree_strict_flow_round/runs/stage1__V12_M2__f1__300s/mip_start_audit.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__V12_M2__f1__300s/mip_start_audit.csv,True,False,False,1,1,151,20ec31e61e0b3f3fd28e008c351d98556fc51c99a5fb05d20afcd6107b908a04,20ec31e61e0b3f3fd28e008c351d98556fc51c99a5fb05d20afcd6107b908a04,none
progress_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__V12_M2__f1__300s/progress.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__V12_M2__f1__300s/progress.csv,True,False,False,1,1,691,6907db4e669c653269d17f44feb7ab66691794ade17fc3e7b4adc0dd117bb662,6907db4e669c653269d17f44feb7ab66691794ade17fc3e7b4adc0dd117bb662,none
