phase_index,leaf_id,target_kind,current_bound,target_bound,other_open_min_bound,verified_cutoff,status,native_status,native_bound,target_reached,exact_closure,requeued,solver_runtime,work,nodes,event_source
1,L2,next_leaf,1.58233,1.63629,1.63629,1.74931,target_reached_requeue,"INTERRUPTED",1.6576,1,0,1,1.372,2.82355,1,"c6_next_strict_frontier_bound_reached_requeue"
1,L1,next_leaf,1.63629,1.6576,1.6576,1.74931,exact_closure,"INFEASIBLE",1e+100,0,1,0,0.592,1.27926,1,"c6_next_strict_frontier_bound_reached_requeue"
