id,stage,query,arm,status,optimal,objective,work,solver_seconds,rows,columns,nonzeros,valid,seconds,initial_backend_nonzeros
D7,strength_v1,20,closure,OPTIMAL,1,0.17514318460582309,10.47615803537013,3.621999979019165,103636,23563,782540,1,68.231986500000005,716883
D7,strength_v1,21,closure,OPTIMAL,1,0.17514318460582309,11.879169351508267,4.1819999217987061,103639,23563,787796,1,72.780131299999994,716883
D7,strength_v1,22,closure,OPTIMAL,1,0.17514318460582309,7.4868114398853729,2.6380000114440918,103643,23563,794450,1,75.789926899999998,716883
D7,strength_v1,23,closure,OPTIMAL,1,0.17514318460582329,8.7659896599191303,3.0649998188018799,103646,23563,797106,1,79.217853700000006,716883
D7,strength_v1,24,closure,OPTIMAL,1,0.17514318460582312,7.0270014557449771,2.4780001640319824,103648,23563,797603,1,82.054563700000003,716883
D7,strength_v1,25,closure,OPTIMAL,1,0.17514318460582309,10.005719713500193,3.496999979019165,103650,23563,799789,1,85.913247999999996,716883
D7,strength_v1,26,closure,OPTIMAL,1,0.17514318460582301,9.0277055394596299,3.128000020980835,103654,23563,806114,1,89.412132600000007,716883
D7,strength_v1,27,closure,OPTIMAL,1,0.17514318460582298,7.0795008194849007,2.4939999580383301,103658,23563,811268,1,92.268502100000006,716883
D7,strength_v1,28,closure,OPTIMAL,1,0.17514318460582312,7.8171888518238335,2.7239999771118164,103660,23563,813010,1,95.349129399999995,716883
D7,strength_v1,29,closure,OPTIMAL,1,0.17514318460582309,7.9636302784050601,2.7539999485015869,103664,23563,817876,1,98.473688600000003,716883
D7,strength_v1,30,closure,OPTIMAL,1,0.17514318460582309,10.147174592965305,3.497999906539917,103667,23563,822055,1,102.34255,716883
D7,strength_v1,31,closure,OPTIMAL,1,0.17514318460582318,6.9943051457537839,2.4409999847412109,103671,23563,827678,1,105.1577669,716883
D7,strength_v1,32,closure,OPTIMAL,1,0.17514318460582309,8.6690786499116452,2.9699997901916504,103673,23563,828630,1,108.4935134,716883
D7,strength_v1,33,closure,OPTIMAL,1,0.17514318460582309,7.4406925748083559,2.565000057220459,103676,23563,833227,1,111.42693010000001,716883
D7,strength_v1,34,closure,OPTIMAL,1,0.17514318460582309,7.0051402977659976,2.3989999294281006,103679,23563,836898,1,114.19338140000001,716883
D7,strength_v1,35,closure,OPTIMAL,1,0.17514318460582309,8.1403362521908136,2.812999963760376,103683,23563,841268,1,117.37958279999999,716883
