id,stage,query,arm,status,optimal,objective,work,solver_seconds,rows,columns,nonzeros,valid,seconds,initial_backend_nonzeros
D3,strength_v1,0,F0,OPTIMAL,1,0.02055001075057826,0.072674026041513282,0.032999992370605469,4143,1406,20074,1,0.060619800000000001,20074
D3,strength_v1,1,explicit,OPTIMAL,1,0.02055001075057826,0.11480382645305601,0.045000076293945312,4611,1838,22234,1,0.13973830000000001,22234
D3,strength_v1,2,simple,OPTIMAL,1,0.02055001075057826,0.079693806997781752,0.031000137329101562,4182,1406,21478,1,0.20194799999999999,21478
D3,strength_v1,3,closure,OPTIMAL,1,0.02055001075057826,0.057504057099954535,0.023000001907348633,4146,1406,20364,1,0.2468709,20074
D3,strength_v1,4,closure,OPTIMAL,1,0.02055001075057826,0.067538926214612008,0.028000116348266602,4149,1406,20563,1,0.29145919999999997,20074
D3,strength_v1,5,closure,OPTIMAL,1,0.02055001075057826,0.070024163465427475,0.028000116348266602,4152,1406,20821,1,0.3374489,20074
D3,strength_v1,6,closure,OPTIMAL,1,0.02055001075057826,0.071680260889429595,0.029999971389770508,4155,1406,21094,1,0.38402700000000001,20074
D3,strength_v1,7,closure,OPTIMAL,1,0.02055001075057826,0.080969934509143776,0.032000064849853516,4158,1406,21373,1,0.43406699999999998,20074
D3,strength_v1,8,closure,OPTIMAL,1,0.02055001075057826,0.080259578287651387,0.031999826431274414,4161,1406,21693,1,0.4833441,20074
D3,strength_v1,9,closure,OPTIMAL,1,0.02055001075057826,0.073122350943843742,0.029000043869018555,4164,1406,21989,1,0.53038280000000004,20074
D3,strength_v1,10,closure,OPTIMAL,1,0.02055001075057826,0.081781277887059564,0.032999992370605469,4167,1406,22290,1,0.58256419999999998,20074
D3,strength_v1,11,closure,OPTIMAL,1,0.02055001075057826,0.069986112895017896,0.0279998779296875,4170,1406,22548,1,0.62801229999999997,20074
D3,strength_v1,12,closure,OPTIMAL,1,0.02055001075057826,0.079254848662690489,0.032999992370605469,4173,1406,22791,1,0.67881760000000002,20074
D3,strength_v1,13,closure,OPTIMAL,1,0.02055001075057826,0.079685823079822818,0.032999992370605469,4176,1406,23143,1,0.73067839999999995,20074
D3,strength_v1,14,closure,OPTIMAL,1,0.02055001075057826,0.076619874448037972,0.032000064849853516,4179,1406,23450,1,0.78101730000000003,20074
D3,strength_v1,15,closure,OPTIMAL,1,0.02055001075057826,0.083753693991814968,0.034000158309936523,4181,1406,23639,1,0.83366910000000005,20074
D3,strength_v1,16,closure,OPTIMAL,1,0.02055001075057826,0.071359761161626192,0.031000137329101562,4184,1406,23948,1,0.88212020000000002,20074
D3,strength_v1,17,closure,OPTIMAL,1,0.02055001075057826,0.081872674249337932,0.032000064849853516,4187,1406,24046,1,0.93338960000000004,20074
D3,strength_v1,18,closure,OPTIMAL,1,0.02055001075057826,0.081416337072838033,0.032999992370605469,4189,1406,24214,1,0.98432719999999996,20074
D3,strength_v1,19,closure,OPTIMAL,1,0.02055001075057826,0.08375357485098589,0.035000085830688477,4192,1406,24575,1,1.0374867000000001,20074
D3,strength_v1,20,closure,OPTIMAL,1,0.02055001075057826,0.087098440739431085,0.03600001335144043,4195,1406,24816,1,1.0913196000000001,20074
D3,strength_v1,21,closure,OPTIMAL,1,0.02055001075057826,0.069741711679317905,0.028999805450439453,4198,1406,25106,1,1.1385392000000001,20074
D3,strength_v1,22,closure,OPTIMAL,1,0.02055001075057826,0.081774647349630844,0.032999992370605469,4200,1406,25331,1,1.1899507,20074
D3,strength_v1,23,closure,OPTIMAL,1,0.02055001075057826,0.084284891202207432,0.036999940872192383,4203,1406,25610,1,1.2453118000000001,20074
D3,strength_v1,24,closure,OPTIMAL,1,0.02055001075057826,0.082099605690699934,0.032999992370605469,4204,1406,25658,1,1.2955961,20074
D4,strength_v1,0,F0,OPTIMAL,1,0.093948255393593263,0.11451701307472226,0.046000003814697266,4136,1404,19373,1,0.071314500000000003,19373
D4,strength_v1,1,explicit,OPTIMAL,1,0.26294355429573629,0.2151874073136634,0.095999956130981445,4604,1836,21533,1,0.20002300000000001,21533
D4,strength_v1,2,simple,OPTIMAL,1,0.25687585125794282,0.12082710229354096,0.054000139236450195,4175,1404,20777,1,0.28610200000000002,20777
D4,strength_v1,3,closure,OPTIMAL,1,0.093948255393593263,0.13853205259873869,0.054999828338623047,4139,1404,19794,1,0.36140109999999998,19373
D4,strength_v1,4,closure,OPTIMAL,1,0.094035209860284005,0.25627130030569212,0.097999811172485352,4142,1404,20191,1,0.47720570000000001,19373
D4,strength_v1,5,closure,OPTIMAL,1,0.095856477550458521,0.17581540291486727,0.072999954223632812,4145,1404,20657,1,0.56773289999999998,19373
D4,strength_v1,6,closure,OPTIMAL,1,0.12141265928814615,0.17120492431269235,0.074000120162963867,4148,1404,21089,1,0.65947140000000004,19373
D4,strength_v1,7,closure,OPTIMAL,1,0.15254806240852287,0.18198821340536403,0.078999996185302734,4151,1404,21447,1,0.75675000000000003,19373
D4,strength_v1,8,closure,OPTIMAL,1,0.1676460778228433,0.20097658290161327,0.085999965667724609,4154,1404,21898,1,0.86148670000000005,19373
D4,strength_v1,9,closure,OPTIMAL,1,0.19673072582543819,0.18296191020554547,0.078999996185302734,4157,1404,22372,1,0.95888150000000005,19373
D4,strength_v1,10,closure,OPTIMAL,1,0.20399306200128903,0.21667561931557749,0.092999935150146484,4160,1404,22764,1,1.0707085000000001,19373
D4,strength_v1,11,closure,OPTIMAL,1,0.22073564402512219,0.24027341667108881,0.10099983215332031,4163,1404,23228,1,1.1901324,19373
D4,strength_v1,12,closure,OPTIMAL,1,0.2406357695850001,0.19766385992702154,0.085999965667724609,4166,1404,23709,1,1.2947432000000001,19373
D4,strength_v1,13,closure,OPTIMAL,1,0.24561415362693942,0.17969710405601988,0.078000068664550781,4169,1404,24123,1,1.3898223000000001,19373
D4,strength_v1,14,closure,OPTIMAL,1,0.26018589795870306,0.23020887091683123,0.10300016403198242,4172,1404,24429,1,1.5094472000000001,19373
D4,strength_v1,15,closure,OPTIMAL,1,0.2615688487441114,0.17950838939377789,0.078000068664550781,4175,1404,24719,1,1.6108226999999999,19373
D4,strength_v1,16,closure,OPTIMAL,1,0.26179724362939122,0.1931630808245472,0.083999872207641602,4178,1404,24982,1,1.7125269000000001,19373
D4,strength_v1,17,closure,OPTIMAL,1,0.26239013883816442,0.24380814745305382,0.10599994659423828,4181,1404,25209,1,1.8365852,19373
D4,strength_v1,18,closure,OPTIMAL,1,0.26262276335067569,0.25919235563783544,0.11400008201599121,4184,1404,25482,1,1.9675450000000001,19373
D4,strength_v1,19,closure,OPTIMAL,1,0.26267629554911903,0.19771645046764816,0.085999965667724609,4186,1404,25658,1,2.0710245,19373
D4,strength_v1,20,closure,OPTIMAL,1,0.26289975468905119,0.24247290497591112,0.10700011253356934,4189,1404,25964,1,2.1972700000000001,19373
D4,strength_v1,21,closure,OPTIMAL,1,0.26294256475512934,0.19131643931253522,0.085000038146972656,4191,1404,26121,1,2.3005263,19373
D4,strength_v1,22,closure,OPTIMAL,1,0.26294355429573657,0.22821159239614,0.10300016403198242,4192,1404,26169,1,2.4204392000000001,19373
D6,strength_v1,0,F0,OPTIMAL,1,0.12569183094621511,0.80800860699805244,0.28899979591369629,29923,6991,186978,1,0.40773799999999999,186978
D6,strength_v1,1,explicit,OPTIMAL,1,0.12569183094621511,1.396412358140618,0.51900005340576172,32713,9691,200478,1,1.0790257000000001,200478
D6,strength_v1,2,simple,OPTIMAL,1,0.12569183094621511,0.95846596164086861,0.34300017356872559,30016,6991,195348,1,1.5683733,195348
D6,strength_v1,3,closure,OPTIMAL,1,0.12569183094621517,1.1196204087036121,0.40100002288818359,29925,6991,188100,1,2.0855290000000002,186978
D6,strength_v1,4,closure,OPTIMAL,1,0.12569183094621506,0.84389571756977189,0.31099987030029297,29926,6991,188532,1,2.4934555999999999,186978
D6,strength_v1,5,closure,OPTIMAL,1,0.12569183094621511,1.011511464040618,0.36500000953674316,29927,6991,188817,1,2.9555341999999998,186978
D6,strength_v1,6,closure,OPTIMAL,1,0.12569183094621511,1.1311827094317193,0.40000009536743164,29929,6991,190315,1,3.4561951999999998,186978
D6,strength_v1,7,closure,OPTIMAL,1,0.12569183094621511,0.93511397971194343,0.33100008964538574,29932,6991,191804,1,3.8870083000000002,186978
D6,strength_v1,8,closure,OPTIMAL,1,0.12569183094621508,0.89602276679568327,0.31799983978271484,29933,6991,191924,1,4.3042543999999996,186978
D6,strength_v1,9,closure,OPTIMAL,1,0.12569183094621508,0.82077884450156513,0.28999996185302734,29935,6991,192333,1,4.6923773999999998,186978
D6,strength_v1,10,closure,OPTIMAL,1,0.12569183094621508,1.0465928326706759,0.37299990653991699,29936,6991,193069,1,5.1641189000000001,186978
D6,strength_v1,11,closure,OPTIMAL,1,0.12569183094621511,1.1548927862251386,0.40999984741210938,29937,6991,193301,1,5.6741282999999996,186978
D6,strength_v1,12,closure,OPTIMAL,1,0.12569183094621511,0.97610767903532769,0.35099983215332031,29938,6991,193421,1,6.1219485999999996,186978
D6,strength_v1,13,closure,OPTIMAL,1,0.12569183094621511,0.96316702178962488,0.35500001907348633,29941,6991,195429,1,6.5774635000000004,186978
D7,strength_v1,0,F0,OPTIMAL,1,0.17514318460582309,7.4466830270386604,2.5520000457763672,103581,23563,716883,1,2.939003,716883
D7,strength_v1,1,explicit,OPTIMAL,1,0.1751431846058232,13.624471189508117,4.9470000267028809,113781,33563,766883,1,8.4129789000000006,766883
D7,strength_v1,2,simple,OPTIMAL,1,0.17514318460582309,7.8914164573796794,2.7920000553131104,103785,23563,747483,1,11.7141024,747483
D7,strength_v1,3,closure,OPTIMAL,1,0.17514318460582318,6.8763289833937433,2.4710001945495605,103584,23563,721216,1,14.6017381,716883
D7,strength_v1,4,closure,OPTIMAL,1,0.17514318460582309,5.5246379648264243,2.0110001564025879,103586,23563,722889,1,16.9649833,716883
D7,strength_v1,5,closure,OPTIMAL,1,0.17514318460582309,6.0451596362973117,2.132000207901001,103590,23563,726707,1,19.452945799999998,716883
D7,strength_v1,6,closure,OPTIMAL,1,0.17514318460582309,6.4205333789372947,2.3459999561309814,103593,23563,729834,1,22.155551899999999,716883
D7,strength_v1,7,closure,OPTIMAL,1,0.17514318460582309,6.9032520238355106,2.4140000343322754,103595,23563,731906,1,24.923532399999999,716883
D7,strength_v1,8,closure,OPTIMAL,1,0.17514318460582309,6.0080420576460885,2.1960000991821289,103598,23563,735897,1,27.4783908,716883
D7,strength_v1,9,closure,OPTIMAL,1,0.17514318460582309,10.267858400270178,3.6200001239776611,103600,23563,737866,1,31.451700899999999,716883
D7,strength_v1,10,closure,OPTIMAL,1,0.17514318460582309,6.0019054275676202,2.1529998779296875,103601,23563,739626,1,33.961468400000001,716883
D7,strength_v1,11,closure,OPTIMAL,1,0.17514318460582309,7.7202033882504795,2.619999885559082,103604,23563,743281,1,36.937979599999998,716883
D7,strength_v1,12,closure,OPTIMAL,1,0.17514318460582318,9.527609379303156,3.3510000705718994,103607,23563,747137,1,40.647280700000003,716883
D7,strength_v1,13,closure,OPTIMAL,1,0.1751431846058232,8.8927548584631655,3.1569998264312744,103610,23563,751022,1,44.161588000000002,716883
D7,strength_v1,14,closure,OPTIMAL,1,0.17514318460582309,10.75586297887982,3.7409999370574951,103614,23563,756649,1,48.266868299999999,716883
D7,strength_v1,15,closure,OPTIMAL,1,0.17514318460582318,6.8931307293660282,2.4330000877380371,103618,23563,762272,1,51.073006599999999,716883
D7,strength_v1,16,closure,OPTIMAL,1,0.17514318460582312,8.4092485679590929,2.8789999485015869,103620,23563,765520,1,54.311989400000002,716883
D7,strength_v1,17,closure,OPTIMAL,1,0.17514318460582309,8.7819324281811184,3.0710000991821289,103624,23563,770905,1,57.746380000000002,716883
D7,strength_v1,18,closure,OPTIMAL,1,0.17514318460582307,9.2254460494538559,3.2289998531341553,103628,23563,776323,1,61.341966399999997,716883
D7,strength_v1,19,closure,OPTIMAL,1,0.17514318460582307,7.1457579340724875,2.5490000247955322,103632,23563,778790,1,64.247755799999993,716883
