number,id,arm,stage,path,actual_rows,actual_columns,actual_nonzeros,native_root_relaxation_objective,native_root_relaxation_iterations,native_root_relaxation_seconds,native_reported_user_cuts,user_cut_count_scope
1,micro,explicit-flow-projection,micro_v1,results\gf_cumulative_time_resource_round63\local_raw\micro_v1\lp_0.log,4,16,28,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
16,D7,dry,screen_v1,results\gf_cumulative_time_resource_round63\local_raw\screen_v1\D7\dry\native_gurobi.log,103581,23563,716883,0.1751432,17061,2.02,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
17,D7,cuts,screen_v1,results\gf_cumulative_time_resource_round63\local_raw\screen_v1\D7\cuts\native_gurobi.log,103581,23563,716883,0.1751432,17061,2.01,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
18,D4,explicit,repeat_v1,results\gf_cumulative_time_resource_round63\local_raw\repeat_v1\D4\explicit\native_gurobi.log,4604,1836,21533,0.3019723,3177,0.14,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
19,micro-root,root,micro_root_v2,results\gf_cumulative_time_resource_round63\local_raw\micro_root_v2\native_gurobi.log,160,57,414,0.2939655,25,0.0,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
20,D7,cuts,failure_diagnostic_v2,results\gf_cumulative_time_resource_round63\local_raw\failure_diagnostic_v2\D7\cuts\native_gurobi.log,103581,23563,716883,0.1751432,17061,2.02,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
21,D4,off,screen_root_v2,results\gf_cumulative_time_resource_round63\local_raw\screen_root_v2\D4\off\native_gurobi.log,4136,1404,19373,0.1078381,1782,0.07,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
22,D4,root-dry,screen_root_v2,results\gf_cumulative_time_resource_round63\local_raw\screen_root_v2\D4\root-dry\native_gurobi.log,4136,1404,19373,0.1078381,1782,0.07,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
23,D4,root,screen_root_v2,results\gf_cumulative_time_resource_round63\local_raw\screen_root_v2\D4\root\native_gurobi.log,4139,1404,19794,0.1098029,1766,0.07,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
24,D7,off,screen_root_v2,results\gf_cumulative_time_resource_round63\local_raw\screen_root_v2\D7\off\native_gurobi.log,103581,23563,716883,0.1751432,17061,2.02,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
25,D7,root-dry,screen_root_v2,results\gf_cumulative_time_resource_round63\local_raw\screen_root_v2\D7\root-dry\native_gurobi.log,103581,23563,716883,0.1751432,17061,2.04,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
26,D7,root,screen_root_v2,results\gf_cumulative_time_resource_round63\local_raw\screen_root_v2\D7\root\native_gurobi.log,103584,23563,721216,0.1751432,19399,2.61,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
27,micro-full-root,K1-off-root,micro_full_root_v2,results\gf_cumulative_time_resource_round63\local_raw\micro_full_root_v2\external\native_logs\L0.0_lp.gurobi.log,159,57,411,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
27,micro-full-root,K1-off-root,micro_full_root_v2,results\gf_cumulative_time_resource_round63\local_raw\micro_full_root_v2\external\native_logs\L0.1_lp.gurobi.log,159,57,431,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
27,micro-full-root,K1-off-root,micro_full_root_v2,results\gf_cumulative_time_resource_round63\local_raw\micro_full_root_v2\external\native_logs\L0_lp.gurobi.log,159,57,409,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
28,micro-full-root,K1-off-root,micro_full_root_v3,results\gf_cumulative_time_resource_round63\local_raw\micro_full_root_v3\external\native_logs\L0.0_lp.gurobi.log,159,57,411,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
28,micro-full-root,K1-off-root,micro_full_root_v3,results\gf_cumulative_time_resource_round63\local_raw\micro_full_root_v3\external\native_logs\L0.1_lp.gurobi.log,159,57,431,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
28,micro-full-root,K1-off-root,micro_full_root_v3,results\gf_cumulative_time_resource_round63\local_raw\micro_full_root_v3\external\native_logs\L0_lp.gurobi.log,159,57,409,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
28,micro-full-root,K1-off-root,micro_full_root_v3,results\gf_cumulative_time_resource_round63\local_raw\micro_full_root_v3\external\native_logs\L0_terminal_mip.gurobi.log,160,57,414,0.2939655,25,0.0,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
29,D3,Single-off-off,full_dev_v3,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v3\D3\Single-off-off\external\native_logs\L0_lp.gurobi.log,4143,1406,20074,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
29,D3,Single-off-off,full_dev_v3,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v3\D3\Single-off-off\external\native_logs\L0_terminal_mip.gurobi.log,4143,1406,20074,0.03081566,718,0.02,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
30,D3,Single-projection-off,full_dev_v3,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v3\D3\Single-projection-off\external\native_logs\L0_lp.gurobi.log,4175,1406,20202,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
30,D3,Single-projection-off,full_dev_v3,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v3\D3\Single-projection-off\external\native_logs\L0_terminal_mip.gurobi.log,4175,1406,20202,0.03081566,917,0.03,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
31,D3,Single-projection-service-off,full_dev_v3,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v3\D3\Single-projection-service-off\external\native_logs\L0_lp.gurobi.log,4175,1406,20458,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
31,D3,Single-projection-service-off,full_dev_v3,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v3\D3\Single-projection-service-off\external\native_logs\L0_terminal_mip.gurobi.log,4175,1406,20458,0.03081566,836,0.02,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
32,D4,Single-off-off,full_dev_v3,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v3\D4\Single-off-off\external\native_logs\L0_lp.gurobi.log,4136,1404,19373,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
32,D4,Single-off-off,full_dev_v3,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v3\D4\Single-off-off\external\native_logs\L0_terminal_mip.gurobi.log,4136,1404,19373,0.1078381,1782,0.07,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
33,D4,Single-projection-off,full_dev_v3,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v3\D4\Single-projection-off\external\native_logs\L0_lp.gurobi.log,4168,1404,19501,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
33,D4,Single-projection-off,full_dev_v3,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v3\D4\Single-projection-off\external\native_logs\L0_terminal_mip.gurobi.log,4168,1404,19501,0.107838,1970,0.08,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
34,D4,Single-projection-service-off,full_dev_v3,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v3\D4\Single-projection-service-off\external\native_logs\L0_lp.gurobi.log,4168,1404,19757,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
34,D4,Single-projection-service-off,full_dev_v3,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v3\D4\Single-projection-service-off\external\native_logs\L0_terminal_mip.gurobi.log,4168,1404,19757,0.1078365,1879,0.08,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
35,C3,K1-off-off,full_dev_v3,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v3\C3\K1-off-off\external\native_logs\L0.0_lp.gurobi.log,29881,6979,160353,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
35,C3,K1-off-off,full_dev_v3,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v3\C3\K1-off-off\external\native_logs\L0.1_lp.gurobi.log,29881,6979,159813,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
35,C3,K1-off-off,full_dev_v3,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v3\C3\K1-off-off\external\native_logs\L0_lp.gurobi.log,29881,6979,159483,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
35,C3,K1-off-off,full_dev_v3,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v3\C3\K1-off-off\external\native_logs\L0_terminal_mip.gurobi.log,29881,6979,159483,0.4523115,5390,0.46,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
36,C3,K1-projection-off,full_dev_v3,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v3\C3\K1-projection-off\external\native_logs\L0.0_lp.gurobi.log,29913,6979,160481,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
36,C3,K1-projection-off,full_dev_v3,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v3\C3\K1-projection-off\external\native_logs\L0.1_lp.gurobi.log,29913,6979,159941,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
36,C3,K1-projection-off,full_dev_v3,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v3\C3\K1-projection-off\external\native_logs\L0_lp.gurobi.log,29913,6979,159611,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
36,C3,K1-projection-off,full_dev_v3,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v3\C3\K1-projection-off\external\native_logs\L0_terminal_mip.gurobi.log,29913,6979,159611,0.4557847,5502,0.44,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
37,C3,K1-projection-service-off,full_dev_v3,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v3\C3\K1-projection-service-off\external\native_logs\L0.0_lp.gurobi.log,29913,6979,160737,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
37,C3,K1-projection-service-off,full_dev_v3,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v3\C3\K1-projection-service-off\external\native_logs\L0.1_lp.gurobi.log,29913,6979,160197,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
37,C3,K1-projection-service-off,full_dev_v3,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v3\C3\K1-projection-service-off\external\native_logs\L0_lp.gurobi.log,29913,6979,159867,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
37,C3,K1-projection-service-off,full_dev_v3,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v3\C3\K1-projection-service-off\external\native_logs\L0_terminal_mip.gurobi.log,29913,6979,159867,0.4557882,5193,0.44,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
38,D6,explicit-carried-load-LP,coupling_v4,results\gf_cumulative_time_resource_round63\local_raw\coupling_v4\D6\lp_0.log,32713,9691,200478,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
38,D6,explicit-carried-load-LP,coupling_v4,results\gf_cumulative_time_resource_round63\local_raw\coupling_v4\D6\lp_1.log,32803,9691,203268,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
38,D6,explicit-carried-load-LP,coupling_v4,results\gf_cumulative_time_resource_round63\local_raw\coupling_v4\D6\lp_2.log,39704,9691,207469,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
38,D6,explicit-carried-load-LP,coupling_v4,results\gf_cumulative_time_resource_round63\local_raw\coupling_v4\D6\lp_3.log,39794,9691,210259,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
39,D7,explicit-carried-load-LP,coupling_v4,results\gf_cumulative_time_resource_round63\local_raw\coupling_v4\D7\lp_0.log,113781,33563,766883,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
39,D7,explicit-carried-load-LP,coupling_v4,results\gf_cumulative_time_resource_round63\local_raw\coupling_v4\D7\lp_1.log,113981,33563,777083,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
39,D7,explicit-carried-load-LP,coupling_v4,results\gf_cumulative_time_resource_round63\local_raw\coupling_v4\D7\lp_2.log,137344,33563,790446,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
39,D7,explicit-carried-load-LP,coupling_v4,results\gf_cumulative_time_resource_round63\local_raw\coupling_v4\D7\lp_3.log,137544,33563,800646,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
40,D7,explicit,screen_coupled_v4,results\gf_cumulative_time_resource_round63\local_raw\screen_coupled_v4\D7\explicit\native_gurobi.log,113781,33563,766883,0.1924109,32254,5.66,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
41,D7,coupled,screen_coupled_v4,results\gf_cumulative_time_resource_round63\local_raw\screen_coupled_v4\D7\coupled\native_gurobi.log,113981,33563,777083,0.1924109,52120,12.35,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
42,D4,Single-off-off,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\D4\Single-off-off\external\native_logs\L0_lp.gurobi.log,4136,1404,19373,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
42,D4,Single-off-off,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\D4\Single-off-off\external\native_logs\L0_terminal_mip.gurobi.log,4136,1404,19373,0.1078381,1782,0.07,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
43,D4,Single-off-explicit,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\D4\Single-off-explicit\external\native_logs\L0_lp.gurobi.log,4604,1836,21533,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
43,D4,Single-off-explicit,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\D4\Single-off-explicit\external\native_logs\L0_terminal_mip.gurobi.log,4604,1836,21533,0.3019723,3177,0.14,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
44,D4,Single-off-root,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\D4\Single-off-root\external\native_logs\L0_lp.gurobi.log,4136,1404,19373,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
44,D4,Single-off-root,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\D4\Single-off-root\external\native_logs\L0_terminal_mip.gurobi.log,4139,1404,19794,0.1098029,1766,0.07,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
45,C2,K1-off-off,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C2\K1-off-off\external\native_logs\L0.0_lp.gurobi.log,8663,2402,48694,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
45,C2,K1-off-off,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C2\K1-off-off\external\native_logs\L0.1_lp.gurobi.log,8663,2402,48542,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
45,C2,K1-off-off,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C2\K1-off-off\external\native_logs\L0_c6_1_child_disjunction_target_mip.gurobi.log,8663,2402,48314,0.6064756,2097,0.08,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
45,C2,K1-off-off,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C2\K1-off-off\external\native_logs\L0_lp.gurobi.log,8663,2402,48314,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
45,C2,K1-off-off,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C2\K1-off-off\external\native_logs\L0_terminal_mip.gurobi.log,8663,2402,48314,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
46,C2,K1-off-explicit,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C2\K1-off-explicit\external\native_logs\L0.0_lp.gurobi.log,9503,3202,52694,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
46,C2,K1-off-explicit,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C2\K1-off-explicit\external\native_logs\L0.1_lp.gurobi.log,9503,3202,52542,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
46,C2,K1-off-explicit,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C2\K1-off-explicit\external\native_logs\L0_c6_1_child_disjunction_target_mip.gurobi.log,9503,3202,52314,0.6428263,3000,0.12,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
46,C2,K1-off-explicit,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C2\K1-off-explicit\external\native_logs\L0_lp.gurobi.log,9503,3202,52314,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
46,C2,K1-off-explicit,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C2\K1-off-explicit\external\native_logs\L0_terminal_mip.gurobi.log,9503,3202,52314,0.6428263,3329,0.14,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
47,C2,K1-off-root-dry,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C2\K1-off-root-dry\external\native_logs\L0.0_lp.gurobi.log,8663,2402,48694,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
47,C2,K1-off-root-dry,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C2\K1-off-root-dry\external\native_logs\L0.1_lp.gurobi.log,8663,2402,48542,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
47,C2,K1-off-root-dry,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C2\K1-off-root-dry\external\native_logs\L0_c6_1_child_disjunction_target_mip.gurobi.log,8663,2402,48314,0.6064756,2097,0.08,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
47,C2,K1-off-root-dry,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C2\K1-off-root-dry\external\native_logs\L0_lp.gurobi.log,8663,2402,48314,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
47,C2,K1-off-root-dry,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C2\K1-off-root-dry\external\native_logs\L0_terminal_mip.gurobi.log,8663,2402,48314,0.6064756,2097,0.08,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
48,C2,K1-off-root,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C2\K1-off-root\external\native_logs\L0.0_lp.gurobi.log,8663,2402,48694,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
48,C2,K1-off-root,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C2\K1-off-root\external\native_logs\L0.1_lp.gurobi.log,8663,2402,48542,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
48,C2,K1-off-root,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C2\K1-off-root\external\native_logs\L0_c6_1_child_disjunction_target_mip.gurobi.log,8665,2402,48858,0.6129122,2368,0.1,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
48,C2,K1-off-root,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C2\K1-off-root\external\native_logs\L0_lp.gurobi.log,8663,2402,48314,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
48,C2,K1-off-root,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C2\K1-off-root\external\native_logs\L0_terminal_mip.gurobi.log,8665,2402,48858,0.6129122,2368,0.1,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
49,D7,K1-off-off,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\D7\K1-off-off\external\native_logs\L0.0_lp.gurobi.log,103581,23563,719333,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
49,D7,K1-off-off,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\D7\K1-off-off\external\native_logs\L0.1_lp.gurobi.log,103581,23563,717467,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
49,D7,K1-off-off,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\D7\K1-off-off\external\native_logs\L0_lp.gurobi.log,103581,23563,716883,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
49,D7,K1-off-off,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\D7\K1-off-off\external\native_logs\L0_terminal_mip.gurobi.log,103581,23563,716883,0.1751432,17061,2.04,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
50,D7,K1-off-explicit,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\D7\K1-off-explicit\external\native_logs\L0.0_lp.gurobi.log,113781,33563,769333,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
50,D7,K1-off-explicit,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\D7\K1-off-explicit\external\native_logs\L0.1_lp.gurobi.log,113781,33563,767467,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
50,D7,K1-off-explicit,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\D7\K1-off-explicit\external\native_logs\L0_lp.gurobi.log,113781,33563,766883,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
50,D7,K1-off-explicit,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\D7\K1-off-explicit\external\native_logs\L0_terminal_mip.gurobi.log,113781,33563,766883,0.1924109,32254,5.61,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
51,D7,K1-off-root,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\D7\K1-off-root\external\native_logs\L0.0_lp.gurobi.log,103581,23563,719333,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
51,D7,K1-off-root,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\D7\K1-off-root\external\native_logs\L0.1_lp.gurobi.log,103581,23563,717467,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
51,D7,K1-off-root,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\D7\K1-off-root\external\native_logs\L0_lp.gurobi.log,103581,23563,716883,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
51,D7,K1-off-root,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\D7\K1-off-root\external\native_logs\L0_terminal_mip.gurobi.log,103584,23563,721216,0.1751432,19399,2.6,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
52,D7,K1-off-root-dry,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\D7\K1-off-root-dry\external\native_logs\L0.0_lp.gurobi.log,103581,23563,719333,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
52,D7,K1-off-root-dry,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\D7\K1-off-root-dry\external\native_logs\L0.1_lp.gurobi.log,103581,23563,717467,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
52,D7,K1-off-root-dry,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\D7\K1-off-root-dry\external\native_logs\L0_lp.gurobi.log,103581,23563,716883,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
52,D7,K1-off-root-dry,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\D7\K1-off-root-dry\external\native_logs\L0_terminal_mip.gurobi.log,103581,23563,716883,0.1751432,17061,2.03,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
53,C3,K1-off-off,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C3\K1-off-off\external\native_logs\L0.0_lp.gurobi.log,29881,6979,160353,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
53,C3,K1-off-off,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C3\K1-off-off\external\native_logs\L0.1_lp.gurobi.log,29881,6979,159813,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
53,C3,K1-off-off,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C3\K1-off-off\external\native_logs\L0_lp.gurobi.log,29881,6979,159483,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
53,C3,K1-off-off,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C3\K1-off-off\external\native_logs\L0_terminal_mip.gurobi.log,29881,6979,159483,0.4523115,5390,0.45,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
54,C3,K1-off-root,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C3\K1-off-root\external\native_logs\L0.0_lp.gurobi.log,29881,6979,160353,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
54,C3,K1-off-root,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C3\K1-off-root\external\native_logs\L0.1_lp.gurobi.log,29881,6979,159813,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
54,C3,K1-off-root,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C3\K1-off-root\external\native_logs\L0_lp.gurobi.log,29881,6979,159483,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
54,C3,K1-off-root,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C3\K1-off-root\external\native_logs\L0_terminal_mip.gurobi.log,29884,6979,161872,0.4606186,6201,0.52,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
55,C2,P-GRB,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C2\P-GRB\native.log,3641,1559,16334,0.5541587,828,0.02,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
56,C2,K1-H,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C2\K1-H\external\native_logs\L0.0.0_lp.gurobi.log,8663,2402,48694,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
56,C2,K1-H,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C2\K1-H\external\native_logs\L0.0.1_lp.gurobi.log,8663,2402,48922,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
56,C2,K1-H,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C2\K1-H\external\native_logs\L0.0_c6_1_child_disjunction_target_mip.gurobi.log,8663,2402,48694,0.6075781,1966,0.08,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
56,C2,K1-H,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C2\K1-H\external\native_logs\L0.0_lp.gurobi.log,8663,2402,48694,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
56,C2,K1-H,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C2\K1-H\external\native_logs\L0.0_terminal_mip.gurobi.log,8663,2402,48694,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
56,C2,K1-H,full_dev_v4,results\gf_cumulative_time_resource_round63\local_raw\full_dev_v4\C2\K1-H\external\native_logs\L0.1_lp.gurobi.log,8663,2402,48922,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
