parent_id,eligible,decision_valid,split,child_infeasibility_trigger,strict_bound_trigger,normalized_disjunction_gain,parent_native_bound_target,target_phase_required,reason,b_plus,eta_proof,eta_anchor,normalization_source,normalization_upper_bound
L2,true,1,1,1,0,,,0,"current_complete_child_infeasibility",4.2732934103796625,,,"proof",4.3569241126055891
L3,true,1,1,1,0,,,0,"current_complete_child_infeasibility",4.3029840799645553,,,"proof",4.3569241126055891
L3.0,true,1,1,1,0,,,0,"current_complete_child_infeasibility",4.3029840799645553,,,"proof",4.3569241126055891
L3.0.0,true,1,0,0,0,0,,0,"current_child_gain_not_strict",4.3029840799645553,0,0,"proof",4.3569241126055891
