instance,interval_id,arm,process_cap_seconds,matched_parent_identity,further_recursive_splits_forbidden,descendant_split_suppression_count,restricted_parent_exact,diagnostic_not_original_problem_certificate,strict_original_problem_certificate,certificate_class,work,time_seconds,lower_bound,upper_bound,gap,split_count,lp_count,model_count,result_path,result_sha256,executable_sha256,status
round39_small_hard_V12_M2_Q20_slot06_seed258908503,L0,retain,1200.0,True,False,0,True,True,False,diagnostic_matched_action_exact,38.80867136188028,24.34902,0.7062530985290736,0.7062530985290749,1.886388367463341e-15,0,3,3,results/gf_k1_amf_formulation_rescue_round48/counterfactual_runs/U1_root__retain/result.json,acd1f2ba51a67ed68a46c18e1a4370bd328b7878f73890e934d3c4803d9f4ea2,bff4943b82d10c4fc082e5ae9add1970d46a1277ab1b398dc77410d94b4cbe34,round48_counterfactual_exact
round39_small_hard_V12_M2_Q20_slot06_seed258908503,L0,midpoint,1200.0,True,True,2,True,True,False,diagnostic_matched_action_exact,9.651163747815895,7.4823438,0.7062530985286303,0.7062530985290749,6.295821176408901e-13,1,7,7,results/gf_k1_amf_formulation_rescue_round48/counterfactual_runs/U1_root__midpoint/result.json,7fbbc669db90978ebb52e6f31273098174318213af298858344f0034f6a88ae3,bff4943b82d10c4fc082e5ae9add1970d46a1277ab1b398dc77410d94b4cbe34,round48_counterfactual_exact
