instance,interval_id,arm,process_cap_seconds,matched_parent_identity,further_recursive_splits_forbidden,descendant_split_suppression_count,restricted_parent_exact,diagnostic_not_original_problem_certificate,strict_original_problem_certificate,certificate_class,work,time_seconds,lower_bound,upper_bound,gap,split_count,lp_count,model_count,result_path,result_sha256,executable_sha256,status
tight_T_seed3102,L0.0,retain,1200.0,True,False,0,False,True,False,diagnostic_matched_action_not_exact,2444.852437195225,1180.0313536,0.5560853301998485,0.6007044366851081,0.07427797059646007,1,5,5,results/gf_k1_amf_formulation_rescue_round48/counterfactual_runs/tight3102_L0_0__retain/result.json,b317d0f5937b84d1c0f31675ab7c6cfa8ceb99c84e68df6e836d3b655cb259b4,bff4943b82d10c4fc082e5ae9add1970d46a1277ab1b398dc77410d94b4cbe34,round48_counterfactual_time_limit
tight_T_seed3102,L0.0,midpoint,1200.0,True,True,2,True,True,False,diagnostic_matched_action_exact,1500.1976532858937,789.3145835,0.6007044366851081,0.6007044366851081,0,2,9,9,results/gf_k1_amf_formulation_rescue_round48/counterfactual_runs/tight3102_L0_0__midpoint/result.json,63e766a293437197acf018a63bcfd59f7a1df8a4bce88000e55b6cc863488fd6,bff4943b82d10c4fc082e5ae9add1970d46a1277ab1b398dc77410d94b4cbe34,round48_counterfactual_exact
