state,instance,interval_id,variable,family,parent_lower,parent_upper,parent_width,width_tolerance,left_lower,left_upper,left_width,c_L,right_lower,right_upper,right_width,c_R,fixed_left,fixed_right,wider_invalid
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_0_2,drop_movement,0.0,8.0,8.0,1e-07,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_0_3,drop_movement,0.0,19.0,19.0,1e-07,0.0,19.0,19.0,0.0,0.0,19.0,19.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_0_4,drop_movement,0.0,22.0,22.0,1e-07,0.0,22.0,22.0,0.0,0.0,22.0,22.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_0_5,drop_movement,0.0,15.0,15.0,1e-07,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_0_6,drop_movement,0.0,19.0,19.0,1e-07,0.0,19.0,19.0,0.0,0.0,19.0,19.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_0_7,drop_movement,0.0,22.0,22.0,1e-07,0.0,22.0,22.0,0.0,0.0,22.0,22.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_0_8,drop_movement,0.0,10.0,10.0,1e-07,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_0_9,drop_movement,0.0,14.0,14.0,1e-07,0.0,14.0,14.0,0.0,0.0,14.0,14.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_1_1,drop_movement,0.0,19.0,19.0,1e-07,0.0,19.0,19.0,0.0,0.0,19.0,19.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_1_10,drop_movement,0.0,14.0,14.0,1e-07,0.0,14.0,14.0,0.0,0.0,14.0,14.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_1_11,drop_movement,0.0,23.0,23.0,1e-07,0.0,23.0,23.0,0.0,0.0,23.0,23.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_1_12,drop_movement,0.0,18.0,18.0,1e-07,0.0,18.0,18.0,0.0,0.0,18.0,18.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_1_2,drop_movement,0.0,8.0,8.0,1e-07,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_1_3,drop_movement,0.0,19.0,19.0,1e-07,0.0,19.0,19.0,0.0,0.0,19.0,19.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_1_4,drop_movement,0.0,22.0,22.0,1e-07,0.0,22.0,22.0,0.0,0.0,22.0,22.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_1_5,drop_movement,0.0,15.0,15.0,1e-07,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_1_6,drop_movement,0.0,19.0,19.0,1e-07,0.0,19.0,19.0,0.0,0.0,19.0,19.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_1_7,drop_movement,0.0,22.0,22.0,1e-07,0.0,22.0,22.0,0.0,0.0,22.0,22.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_1_8,drop_movement,0.0,10.0,10.0,1e-07,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_1_9,drop_movement,0.0,14.0,14.0,1e-07,0.0,14.0,14.0,0.0,0.0,14.0,14.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_2_1,drop_movement,0.0,19.0,19.0,1e-07,0.0,19.0,19.0,0.0,0.0,19.0,19.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_2_10,drop_movement,0.0,14.0,14.0,1e-07,0.0,14.0,14.0,0.0,0.0,14.0,14.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_2_11,drop_movement,0.0,23.0,23.0,1e-07,0.0,23.0,23.0,0.0,0.0,23.0,23.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_2_12,drop_movement,0.0,18.0,18.0,1e-07,0.0,18.0,18.0,0.0,0.0,18.0,18.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_2_2,drop_movement,0.0,8.0,8.0,1e-07,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_2_3,drop_movement,0.0,19.0,19.0,1e-07,0.0,19.0,19.0,0.0,0.0,19.0,19.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_2_4,drop_movement,0.0,22.0,22.0,1e-07,0.0,22.0,22.0,0.0,0.0,22.0,22.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_2_5,drop_movement,0.0,15.0,15.0,1e-07,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_2_6,drop_movement,0.0,19.0,19.0,1e-07,0.0,19.0,19.0,0.0,0.0,19.0,19.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_2_7,drop_movement,0.0,22.0,22.0,1e-07,0.0,22.0,22.0,0.0,0.0,22.0,22.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_2_8,drop_movement,0.0,10.0,10.0,1e-07,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,d_2_9,drop_movement,0.0,14.0,14.0,1e-07,0.0,14.0,14.0,0.0,0.0,14.0,14.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,e_1,absolute_deviation,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,e_10,absolute_deviation,0.0,1.25,1.25,1e-07,0.0,1.25,1.25,0.0,0.0,1.25,1.25,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,e_11,absolute_deviation,0.0,1.4375,1.4375,1e-07,0.0,1.4375,1.4375,0.0,0.0,1.4375,1.4375,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,e_12,absolute_deviation,0.0,1.2857142857142856,1.2857142857142856,1e-07,0.0,1.2857142857142856,1.2857142857142856,0.0,0.0,1.2857142857142856,1.2857142857142856,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,e_2,absolute_deviation,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,e_3,absolute_deviation,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,e_4,absolute_deviation,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,e_5,absolute_deviation,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,e_6,absolute_deviation,0.0,1.1875,1.1875,1e-07,0.0,1.1875,1.1875,0.0,0.0,1.1875,1.1875,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,e_7,absolute_deviation,0.0,1.4545454545454546,1.4545454545454546,1e-07,0.0,1.4545454545454546,1.4545454545454546,0.0,0.0,1.4545454545454546,1.4545454545454546,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,e_8,absolute_deviation,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,e_9,absolute_deviation,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_10_11,pairwise_ratio_difference,0.0,4.6875,4.6875,1e-07,0.0,4.6875,4.6875,0.0,0.0,4.6875,4.6875,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_10_12,pairwise_ratio_difference,0.0,4.535714285714286,4.535714285714286,1e-07,0.0,4.535714285714286,4.535714285714286,0.0,0.0,4.535714285714286,4.535714285714286,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_11_12,pairwise_ratio_difference,0.0,4.723214285714286,4.723214285714286,1e-07,0.0,4.723214285714286,4.723214285714286,0.0,0.0,4.723214285714286,4.723214285714286,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_1_10,pairwise_ratio_difference,0.0,4.132352941176471,4.132352941176471,1e-07,0.0,4.132352941176471,4.132352941176471,0.0,0.0,4.132352941176471,4.132352941176471,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_1_11,pairwise_ratio_difference,0.0,4.319852941176471,4.319852941176471,1e-07,0.0,4.319852941176471,4.319852941176471,0.0,0.0,4.319852941176471,4.319852941176471,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_1_12,pairwise_ratio_difference,0.0,4.168067226890756,4.168067226890756,1e-07,0.0,4.168067226890756,4.168067226890756,0.0,0.0,4.168067226890756,4.168067226890756,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_1_2,pairwise_ratio_difference,0.0,3.453781512605042,3.453781512605042,1e-07,0.0,3.453781512605042,3.453781512605042,0.0,0.0,3.453781512605042,3.453781512605042,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_1_3,pairwise_ratio_difference,0.0,3.5860566448801743,3.5860566448801743,1e-07,0.0,3.5860566448801743,3.5860566448801743,0.0,0.0,3.5860566448801743,3.5860566448801743,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_1_4,pairwise_ratio_difference,0.0,3.799019607843137,3.799019607843137,1e-07,0.0,3.799019607843137,3.799019607843137,0.0,0.0,3.799019607843137,3.799019607843137,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_1_5,pairwise_ratio_difference,0.0,3.495256166982922,3.495256166982922,1e-07,0.0,3.495256166982922,3.495256166982922,0.0,0.0,3.495256166982922,3.495256166982922,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_1_6,pairwise_ratio_difference,0.0,4.069852941176471,4.069852941176471,1e-07,0.0,4.069852941176471,4.069852941176471,0.0,0.0,4.069852941176471,4.069852941176471,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_1_7,pairwise_ratio_difference,0.0,4.336898395721925,4.336898395721925,1e-07,0.0,4.336898395721925,4.336898395721925,0.0,0.0,4.336898395721925,4.336898395721925,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_1_8,pairwise_ratio_difference,0.0,3.8823529411764706,3.8823529411764706,1e-07,0.0,3.8823529411764706,3.8823529411764706,0.0,0.0,3.8823529411764706,3.8823529411764706,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_1_9,pairwise_ratio_difference,0.0,3.549019607843137,3.549019607843137,1e-07,0.0,3.549019607843137,3.549019607843137,0.0,0.0,3.549019607843137,3.549019607843137,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_2_10,pairwise_ratio_difference,0.0,3.821428571428571,3.821428571428571,1e-07,0.0,3.821428571428571,3.821428571428571,0.0,0.0,3.821428571428571,3.821428571428571,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_2_11,pairwise_ratio_difference,0.0,4.008928571428571,4.008928571428571,1e-07,0.0,4.008928571428571,4.008928571428571,0.0,0.0,4.008928571428571,4.008928571428571,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_2_12,pairwise_ratio_difference,0.0,3.8571428571428568,3.8571428571428568,1e-07,0.0,3.8571428571428568,3.8571428571428568,0.0,0.0,3.8571428571428568,3.8571428571428568,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_2_3,pairwise_ratio_difference,0.0,3.2751322751322753,3.2751322751322753,1e-07,0.0,3.2751322751322753,3.2751322751322753,0.0,0.0,3.2751322751322753,3.2751322751322753,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_2_4,pairwise_ratio_difference,0.0,3.488095238095238,3.488095238095238,1e-07,0.0,3.488095238095238,3.488095238095238,0.0,0.0,3.488095238095238,3.488095238095238,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_2_5,pairwise_ratio_difference,0.0,3.184331797235023,3.184331797235023,1e-07,0.0,3.184331797235023,3.184331797235023,0.0,0.0,3.184331797235023,3.184331797235023,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_2_6,pairwise_ratio_difference,0.0,3.758928571428571,3.758928571428571,1e-07,0.0,3.758928571428571,3.758928571428571,0.0,0.0,3.758928571428571,3.758928571428571,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_2_7,pairwise_ratio_difference,0.0,4.025974025974026,4.025974025974026,1e-07,0.0,4.025974025974026,4.025974025974026,0.0,0.0,4.025974025974026,4.025974025974026,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_2_8,pairwise_ratio_difference,0.0,3.571428571428571,3.571428571428571,1e-07,0.0,3.571428571428571,3.571428571428571,0.0,0.0,3.571428571428571,3.571428571428571,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_2_9,pairwise_ratio_difference,0.0,3.238095238095238,3.238095238095238,1e-07,0.0,3.238095238095238,3.238095238095238,0.0,0.0,3.238095238095238,3.238095238095238,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_3_10,pairwise_ratio_difference,0.0,3.9537037037037037,3.9537037037037037,1e-07,0.0,3.9537037037037037,3.9537037037037037,0.0,0.0,3.9537037037037037,3.9537037037037037,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_3_11,pairwise_ratio_difference,0.0,4.141203703703704,4.141203703703704,1e-07,0.0,4.141203703703704,4.141203703703704,0.0,0.0,4.141203703703704,4.141203703703704,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_3_12,pairwise_ratio_difference,0.0,3.9894179894179893,3.9894179894179893,1e-07,0.0,3.9894179894179893,3.9894179894179893,0.0,0.0,3.9894179894179893,3.9894179894179893,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_3_4,pairwise_ratio_difference,0.0,3.6203703703703702,3.6203703703703702,1e-07,0.0,3.6203703703703702,3.6203703703703702,0.0,0.0,3.6203703703703702,3.6203703703703702,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_3_5,pairwise_ratio_difference,0.0,3.3166069295101552,3.3166069295101552,1e-07,0.0,3.3166069295101552,3.3166069295101552,0.0,0.0,3.3166069295101552,3.3166069295101552,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_3_6,pairwise_ratio_difference,0.0,3.8912037037037037,3.8912037037037037,1e-07,0.0,3.8912037037037037,3.8912037037037037,0.0,0.0,3.8912037037037037,3.8912037037037037,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_3_7,pairwise_ratio_difference,0.0,4.158249158249158,4.158249158249158,1e-07,0.0,4.158249158249158,4.158249158249158,0.0,0.0,4.158249158249158,4.158249158249158,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_3_8,pairwise_ratio_difference,0.0,3.7037037037037037,3.7037037037037037,1e-07,0.0,3.7037037037037037,3.7037037037037037,0.0,0.0,3.7037037037037037,3.7037037037037037,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_3_9,pairwise_ratio_difference,0.0,3.3703703703703702,3.3703703703703702,1e-07,0.0,3.3703703703703702,3.3703703703703702,0.0,0.0,3.3703703703703702,3.3703703703703702,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_4_10,pairwise_ratio_difference,0.0,4.166666666666667,4.166666666666667,1e-07,0.0,4.166666666666667,4.166666666666667,0.0,0.0,4.166666666666667,4.166666666666667,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_4_11,pairwise_ratio_difference,0.0,4.354166666666667,4.354166666666667,1e-07,0.0,4.354166666666667,4.354166666666667,0.0,0.0,4.354166666666667,4.354166666666667,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_4_12,pairwise_ratio_difference,0.0,4.2023809523809526,4.2023809523809526,1e-07,0.0,4.2023809523809526,4.2023809523809526,0.0,0.0,4.2023809523809526,4.2023809523809526,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_4_5,pairwise_ratio_difference,0.0,3.529569892473118,3.529569892473118,1e-07,0.0,3.529569892473118,3.529569892473118,0.0,0.0,3.529569892473118,3.529569892473118,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_4_6,pairwise_ratio_difference,0.0,4.104166666666667,4.104166666666667,1e-07,0.0,4.104166666666667,4.104166666666667,0.0,0.0,4.104166666666667,4.104166666666667,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_4_7,pairwise_ratio_difference,0.0,4.371212121212121,4.371212121212121,1e-07,0.0,4.371212121212121,4.371212121212121,0.0,0.0,4.371212121212121,4.371212121212121,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_4_8,pairwise_ratio_difference,0.0,3.916666666666667,3.916666666666667,1e-07,0.0,3.916666666666667,3.916666666666667,0.0,0.0,3.916666666666667,3.916666666666667,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_4_9,pairwise_ratio_difference,0.0,3.5833333333333335,3.5833333333333335,1e-07,0.0,3.5833333333333335,3.5833333333333335,0.0,0.0,3.5833333333333335,3.5833333333333335,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_5_10,pairwise_ratio_difference,0.0,3.8629032258064515,3.8629032258064515,1e-07,0.0,3.8629032258064515,3.8629032258064515,0.0,0.0,3.8629032258064515,3.8629032258064515,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_5_11,pairwise_ratio_difference,0.0,4.050403225806452,4.050403225806452,1e-07,0.0,4.050403225806452,4.050403225806452,0.0,0.0,4.050403225806452,4.050403225806452,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_5_12,pairwise_ratio_difference,0.0,3.898617511520737,3.898617511520737,1e-07,0.0,3.898617511520737,3.898617511520737,0.0,0.0,3.898617511520737,3.898617511520737,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_5_6,pairwise_ratio_difference,0.0,3.8004032258064515,3.8004032258064515,1e-07,0.0,3.8004032258064515,3.8004032258064515,0.0,0.0,3.8004032258064515,3.8004032258064515,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_5_7,pairwise_ratio_difference,0.0,4.067448680351906,4.067448680351906,1e-07,0.0,4.067448680351906,4.067448680351906,0.0,0.0,4.067448680351906,4.067448680351906,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_5_8,pairwise_ratio_difference,0.0,3.6129032258064515,3.6129032258064515,1e-07,0.0,3.6129032258064515,3.6129032258064515,0.0,0.0,3.6129032258064515,3.6129032258064515,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_5_9,pairwise_ratio_difference,0.0,3.279569892473118,3.279569892473118,1e-07,0.0,3.279569892473118,3.279569892473118,0.0,0.0,3.279569892473118,3.279569892473118,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_6_10,pairwise_ratio_difference,0.0,4.4375,4.4375,1e-07,0.0,4.4375,4.4375,0.0,0.0,4.4375,4.4375,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_6_11,pairwise_ratio_difference,0.0,4.625,4.625,1e-07,0.0,4.625,4.625,0.0,0.0,4.625,4.625,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_6_12,pairwise_ratio_difference,0.0,4.473214285714286,4.473214285714286,1e-07,0.0,4.473214285714286,4.473214285714286,0.0,0.0,4.473214285714286,4.473214285714286,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_6_7,pairwise_ratio_difference,0.0,4.642045454545455,4.642045454545455,1e-07,0.0,4.642045454545455,4.642045454545455,0.0,0.0,4.642045454545455,4.642045454545455,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_6_8,pairwise_ratio_difference,0.0,4.1875,4.1875,1e-07,0.0,4.1875,4.1875,0.0,0.0,4.1875,4.1875,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_6_9,pairwise_ratio_difference,0.0,3.854166666666667,3.854166666666667,1e-07,0.0,3.854166666666667,3.854166666666667,0.0,0.0,3.854166666666667,3.854166666666667,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_7_10,pairwise_ratio_difference,0.0,4.704545454545455,4.704545454545455,1e-07,0.0,4.704545454545455,4.704545454545455,0.0,0.0,4.704545454545455,4.704545454545455,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_7_11,pairwise_ratio_difference,0.0,4.892045454545455,4.892045454545455,1e-07,0.0,4.892045454545455,4.892045454545455,0.0,0.0,4.892045454545455,4.892045454545455,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_7_12,pairwise_ratio_difference,0.0,4.74025974025974,4.74025974025974,1e-07,0.0,4.74025974025974,4.74025974025974,0.0,0.0,4.74025974025974,4.74025974025974,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_7_8,pairwise_ratio_difference,0.0,4.454545454545455,4.454545454545455,1e-07,0.0,4.454545454545455,4.454545454545455,0.0,0.0,4.454545454545455,4.454545454545455,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_7_9,pairwise_ratio_difference,0.0,4.121212121212121,4.121212121212121,1e-07,0.0,4.121212121212121,4.121212121212121,0.0,0.0,4.121212121212121,4.121212121212121,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_8_10,pairwise_ratio_difference,0.0,4.25,4.25,1e-07,0.0,4.25,4.25,0.0,0.0,4.25,4.25,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_8_11,pairwise_ratio_difference,0.0,4.4375,4.4375,1e-07,0.0,4.4375,4.4375,0.0,0.0,4.4375,4.4375,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_8_12,pairwise_ratio_difference,0.0,4.285714285714286,4.285714285714286,1e-07,0.0,4.285714285714286,4.285714285714286,0.0,0.0,4.285714285714286,4.285714285714286,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_8_9,pairwise_ratio_difference,0.0,3.666666666666667,3.666666666666667,1e-07,0.0,3.666666666666667,3.666666666666667,0.0,0.0,3.666666666666667,3.666666666666667,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_9_10,pairwise_ratio_difference,0.0,3.916666666666667,3.916666666666667,1e-07,0.0,3.916666666666667,3.916666666666667,0.0,0.0,3.916666666666667,3.916666666666667,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_9_11,pairwise_ratio_difference,0.0,4.104166666666667,4.104166666666667,1e-07,0.0,4.104166666666667,4.104166666666667,0.0,0.0,4.104166666666667,4.104166666666667,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,h_9_12,pairwise_ratio_difference,0.0,3.9523809523809526,3.9523809523809526,1e-07,0.0,3.9523809523809526,3.9523809523809526,0.0,0.0,3.9523809523809526,3.9523809523809526,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,p_0_1,pickup_movement,0.0,13.0,13.0,1e-07,0.0,13.0,13.0,0.0,0.0,13.0,13.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,p_0_10,pickup_movement,0.0,22.0,22.0,1e-07,0.0,22.0,22.0,0.0,0.0,22.0,22.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,p_0_11,pickup_movement,0.0,16.0,16.0,1e-07,0.0,16.0,16.0,0.0,0.0,16.0,16.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,p_0_12,pickup_movement,0.0,14.0,14.0,1e-07,0.0,14.0,14.0,0.0,0.0,14.0,14.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,p_0_2,pickup_movement,0.0,14.0,14.0,1e-07,0.0,14.0,14.0,0.0,0.0,14.0,14.0,0.0,False,False,False
H3,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,L0,p_0_3,pickup_movement,0.0,27.0,27.0,1e-07,0.0,27.0,27.0,0.0,0.0,27.0,27.0,0.0,False,False,False
