vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,10,3,7,0,0,7,167.85979781687018,420.0,12
0,2,10,3,28,7,0,7,14,299.40951541415836,420.0,10
0,3,3,28,20,0,8,14,6,852.4863314856302,480.0,10
0,4,28,20,18,7,0,6,13,531.999064073149,420.0,11
0,5,20,18,14,7,0,13,20,551.9212064556683,420.0,8
0,6,18,14,25,0,8,20,12,223.98922333686005,480.0,10
0,7,14,25,26,0,6,12,6,403.8825875285748,360.0,9
0,8,25,26,29,0,5,6,1,632.1637240195265,300.0,7
0,9,26,29,21,7,0,1,8,182.12861341371297,420.0,8
0,10,29,21,9,0,5,8,3,999.8558116155932,300.0,8
0,11,21,9,22,7,0,3,10,520.1861640648275,420.0,9
0,12,9,22,13,0,7,10,3,473.0695787177829,420.0,12
0,13,22,13,16,6,0,3,9,589.2618155315727,360.0,9
0,14,13,16,1,0,7,9,2,151.71318599093058,420.0,11
0,15,16,1,24,7,0,2,9,739.8414590741103,420.0,11
0,16,1,24,19,7,0,9,16,911.341185497958,420.0,7
0,17,24,19,17,0,8,16,8,930.8805294813833,480.0,13
0,18,19,17,0,0,8,8,0,175.93989087825662,480.0,10
1,1,0,12,8,7,0,0,7,77.3064616414358,420.0,7
1,2,12,8,11,6,0,7,13,416.59154534989904,360.0,10
1,3,8,11,15,0,5,13,8,267.4742068148327,300.0,8
1,4,11,15,4,6,0,8,14,780.6205801156217,360.0,8
1,5,15,4,2,0,9,14,5,404.5752145805083,540.0,13
1,6,4,2,0,0,5,5,0,184.97262138422664,300.0,8
4,1,0,30,27,6,0,0,6,575.2757679541221,360.0,10
4,2,30,27,5,0,6,6,0,326.7134827037425,360.0,9
4,3,27,5,7,6,0,0,6,666.09865174665,360.0,11
4,4,5,7,23,0,6,6,0,496.9175058744076,360.0,9
4,5,7,23,6,6,0,0,6,743.1623331302859,360.0,10
4,6,23,6,0,0,6,6,0,955.6892323364708,360.0,9
