phase_index,leaf_id,target_kind,current_bound,target_bound,other_open_min_bound,verified_cutoff,status,native_status,native_bound,target_reached,exact_closure,requeued,solver_runtime,work,nodes,event_source
1,L2,next_leaf,6.70889,6.89715,6.89715,7.28819,target_reached_requeue,"INTERRUPTED",6.91028,1,0,1,22.701,58.7502,1,"c6_next_strict_frontier_bound_reached_requeue"
1,L3,next_leaf,6.89715,6.91028,6.91028,7.28819,target_reached_requeue,"INTERRUPTED",7.01569,1,0,1,13.923,37.8558,1,"c6_next_strict_frontier_bound_reached_requeue"
