parent_id,parent_lp_bound,left_id,left_lp_bound,left_infeasible,right_id,right_lp_bound,right_infeasible,post_split_bound,tolerance,decision
L2,2.19883,L2.0,1.98833,0,L2.1,2.07891,0,1.98833,1e-07,"current_child_gain_not_strict"
L3,2.20341,L3.0,2.19766,0,L3.1,2.31641,0,2.19766,1e-07,"current_child_gain_not_strict"
L1,2.25897,L1.0,0,1,L1.1,2.28603,0,2.28603,1e-07,"current_complete_child_infeasibility"
L1.1,2.28603,L1.1.0,0,1,L1.1.1,2.29964,0,2.29964,1e-07,"current_complete_child_infeasibility"
L1.1.1,2.29964,L1.1.1.0,0,1,L1.1.1.1,2.3065,0,2.3065,1e-07,"current_complete_child_infeasibility"
L1.1.1.1,2.3065,L1.1.1.1.0,0,1,L1.1.1.1.1,2.30993,0,2.30993,1e-07,"current_complete_child_infeasibility"
L1.1.1.1.1,2.30993,L1.1.1.1.1.0,0,1,L1.1.1.1.1.1,2.31165,0,2.31165,1e-07,"current_complete_child_infeasibility"
L1.1.1.1.1.1,2.31165,L1.1.1.1.1.1.0,2.33927,0,L1.1.1.1.1.1.1,2.31251,0,2.31251,1e-07,"current_normalized_child_gain_reaches_rho"
L1.1.1.1.1.1.0,2.33927,L1.1.1.1.1.1.0.0,2.35364,0,L1.1.1.1.1.1.0.1,2.33969,0,2.33969,1e-07,"current_normalized_child_gain_reaches_rho"
L1.1.1.1.1.1.0.1,2.33969,L1.1.1.1.1.1.0.1.0,2.3467,0,L1.1.1.1.1.1.0.1.1,2.3399,0,2.3399,1e-07,"current_normalized_child_gain_reaches_rho"
