telemetry_seconds,event,leaf_id,gamma_L,gamma_U,status,global_lb,verified_ub,detail
0.212321,lp_complete,L0,0,0.2375,infeasible,0,2.36434,"complete_lp_relaxation"
0.679911,lp_complete,L1,0.2375,0.475,optimal,0.475,2.36434,"complete_lp_relaxation"
0.67994,parent_lp_requeue,L1,0.2375,0.475,open,0.475,2.36434,"selected_leaf_no_longer_controlling"
1.11368,lp_complete,L2,0.475,0.7125,optimal,0.7125,2.36434,"complete_lp_relaxation"
1.1137,parent_lp_requeue,L2,0.475,0.7125,open,0.7125,2.36434,"selected_leaf_no_longer_controlling"
1.46591,lp_complete,L3,0.7125,0.95,optimal,1.98143,2.36434,"complete_lp_relaxation"
1.46595,parent_lp_requeue,L3,0.7125,0.95,open,1.98143,2.36434,"selected_leaf_no_longer_controlling"
2.89748,native_bound_target_reached,L2,0.475,0.7125,open,2.19766,2.36434,"c6_next_strict_frontier_bound_reached_requeue"
3.24752,native_bound_target_reached,L3,0.7125,0.95,open,2.19883,2.36434,"c6_next_strict_frontier_bound_reached_requeue"
92.6508,terminal_mip_complete,L2,0.475,0.7125,"OPTIMAL",2.20341,2.35241,"native_terminal_mip_optimal"
93.8158,terminal_mip_complete,L3,0.7125,0.95,"INFEASIBLE",2.25897,2.35241,"native_terminal_mip_infeasible"
94.387,atomic_split,L1,0.2375,0.475,replaced,2.28603,2.35241,"current_complete_child_infeasibility"
95.0189,atomic_split,L1.1,0.35625,0.475,replaced,2.29964,2.35241,"current_complete_child_infeasibility"
95.7359,atomic_split,L1.1.1,0.415625,0.475,replaced,2.3065,2.35241,"current_complete_child_infeasibility"
96.4251,atomic_split,L1.1.1.1,0.445312,0.475,replaced,2.30993,2.35241,"current_complete_child_infeasibility"
97.1727,atomic_split,L1.1.1.1.1,0.460156,0.475,replaced,2.31165,2.35241,"current_complete_child_infeasibility"
97.9487,atomic_split,L1.1.1.1.1.1,0.467578,0.475,replaced,2.31251,2.35241,"current_normalized_child_gain_reaches_rho"
99.2139,atomic_split,L1.1.1.1.1.1.0,0.467578,0.471289,replaced,2.33969,2.35241,"current_normalized_child_gain_reaches_rho"
100.01,atomic_split,L1.1.1.1.1.1.0.1,0.469434,0.471289,replaced,2.3399,2.35241,"current_normalized_child_gain_reaches_rho"
100.423,native_bound_target_reached,L1.1.1.1.1.1.0.1.1,0.470361,0.471289,open,2.3467,2.35241,"c6_next_strict_frontier_bound_reached_requeue"
101.033,terminal_mip_complete,L1.1.1.1.1.1.0.1.0,0.469434,0.470361,"INFEASIBLE",2.35241,2.35241,"native_terminal_mip_infeasible"
