leaf_id,parent_id,depth,child_index,gamma_L,gamma_U,base_lower_bound,lower_bound,status,lp_complete,lp_optimal,lp_infeasible,lp_bound,terminal_mip_started,c6_native_phase_count,c6_frontier_milestone_reached,c6_children_ready,closure_source,lower_bound_sources
L0,"",0,-1,0,0.23749999999999999,0,2.3643426812899904,empty,1,0,1,0,0,0,0,0,"complete_parent_lp_infeasible","objective_nonnegative_penalty_G_floor"
L1,"",0,-1,0.23749999999999999,0.47499999999999998,0.23749999999999999,2.258965497085816,replaced,1,1,0,2.258965497085816,0,0,0,0,"","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation"
L2,"",0,-1,0.47499999999999998,0.71249999999999991,0.47499999999999998,2.3524097575828167,closed,1,1,0,1.9814255024217624,1,1,1,0,"native_terminal_mip_optimal","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation;valid_next_leaf_target_native_bound;native_terminal_mip_bound"
L3,"",0,-1,0.71249999999999991,0.94999999999999996,0.71249999999999991,1e+100,empty,1,1,0,2.1976615213567423,1,1,1,0,"native_terminal_mip_infeasible","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation;valid_next_leaf_target_native_bound;native_terminal_mip_bound"
L1.0,"L1",1,0,0.23749999999999999,0.35624999999999996,2.258965497085816,2.3524097575828193,empty,1,0,1,0,0,0,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L1.1,"L1",1,1,0.35624999999999996,0.47499999999999998,2.286031789431858,2.286031789431858,replaced,1,1,0,2.286031789431858,0,0,0,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.0,"L1.1",2,0,0.35624999999999996,0.41562499999999997,2.286031789431858,2.3524097575828193,empty,1,0,1,0,0,0,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L1.1.1,"L1.1",2,1,0.41562499999999997,0.47499999999999998,2.2996366417514782,2.2996366417514782,replaced,1,1,0,2.2996366417514782,0,0,0,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.1.0,"L1.1.1",3,0,0.41562499999999997,0.4453125,2.2996366417514782,2.3524097575828193,empty,1,0,1,0,0,0,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L1.1.1.1,"L1.1.1",3,1,0.4453125,0.47499999999999998,2.306502150413376,2.306502150413376,replaced,1,1,0,2.306502150413376,0,0,0,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.1.1.0,"L1.1.1.1",4,0,0.4453125,0.46015624999999999,2.306502150413376,2.3524097575828193,empty,1,0,1,0,0,0,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L1.1.1.1.1,"L1.1.1.1",4,1,0.46015624999999999,0.47499999999999998,2.3099349047443254,2.3099349047443254,replaced,1,1,0,2.3099349047443254,0,0,0,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.1.1.1.0,"L1.1.1.1.1",5,0,0.46015624999999999,0.46757812499999996,2.3099349047443254,2.3524097575828193,empty,1,0,1,0,0,0,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L1.1.1.1.1.1,"L1.1.1.1.1",5,1,0.46757812499999996,0.47499999999999998,2.3116512819098007,2.3116512819098007,replaced,1,1,0,2.3116512819098007,0,0,0,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.1.1.1.1.0,"L1.1.1.1.1.1",6,0,0.46757812499999996,0.47128906249999997,2.3392688639122308,2.3392688639122308,replaced,1,1,0,2.3392688639122308,0,0,0,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.1.1.1.1.1,"L1.1.1.1.1.1",6,1,0.47128906249999997,0.47499999999999998,2.3125094704925355,1e+100,empty,1,1,0,2.3125094704925355,0,1,0,0,"c6_native_target_phase_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound"
L1.1.1.1.1.1.0.0,"L1.1.1.1.1.1.0",7,0,0.46757812499999996,0.46943359374999993,2.3536439413186225,2.3536439413186225,open,1,1,0,2.3536439413186225,0,0,0,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.1.1.1.1.0.1,"L1.1.1.1.1.1.0",7,1,0.46943359374999993,0.47128906249999997,2.3396912956567064,2.3396912956567064,replaced,1,1,0,2.3396912956567064,0,0,0,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.1.1.1.1.0.1.0,"L1.1.1.1.1.1.0.1",8,0,0.46943359374999993,0.47036132812499998,2.3466994331719957,1e+100,empty,1,1,0,2.3466994331719957,1,0,0,0,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound"
L1.1.1.1.1.1.0.1.1,"L1.1.1.1.1.1.0.1",8,1,0.47036132812499998,0.47128906249999997,2.3399025115289449,2.3585481742446057,open,1,1,0,2.3399025115289449,0,1,1,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound"
