anchor_cell_index,anchor_lower,anchor_upper,active,active_lower,active_upper,truncated_by_proof_range,U_proof_launch,U_anchor_launch,proof_range_lower,proof_range_upper,normalization_source
0,0,0.94999999999999996,1,0,0.94999999999999996,0,2.4434031919432,2.4434031919432,0,0.94999999999999996,"proof"
