decision_sequence,K0,tau,interval_id,parent_id,depth,gamma_L,gamma_U,B_p,B_L,B_R,U,proof_gap,g_L_raw,g_R_raw,g_L,g_R,eta,mu,S_AM,adaptive_rho_I,score_tolerance,selected_action,native_target,deterministic_reason,coverage_update
1,1,0.079149999999999998,"L0","",0,0,0.94999999999999996,1.9912725282848309,2.1367958494969104,2.2662042877898423,2.4434031919432,0.45213066365836907,0.32186120718863076,0.60808032191497285,0.32186120718863076,0.60808032191497285,0.32186120718863076,0.46497076455180181,0.14965605158606354,0.17022575618554184,2.2117500813468782e-07,"split",,"adaptive_mass_score_reaches_tau","atomic_parent_replaced_by_two_children"
5,1,0.079149999999999998,"L0.1.0","L0.1",2,0.47499999999999998,0.71249999999999991,2.3348837952183876,2.2663608459488285,2.3771183114459844,2.4434031919432,0.10851939672481237,-0.63143503684712021,0.3891886381813997,0,0.3891886381813997,0,0.19459431909069985,0,0.40674363141664177,9.2149425622647449e-07,"exact-close",,"adaptive_mass_no_strict_child_improvement","parent_coverage_retained"
