vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,16,13,8,0,0,8,178.04850338610535,480.0,12
0,2,16,13,30,0,5,8,3,151.71318599093058,300.0,10
0,3,13,30,23,8,0,3,11,426.3429036296204,480.0,11
0,4,30,23,27,0,5,11,6,218.4179685932318,300.0,11
0,5,23,27,0,0,5,6,1,167.98160880553078,300.0,10
1,1,0,8,6,7,0,0,7,349.7673459432517,420.0,11
1,2,8,6,1,0,5,7,2,388.9339372206805,300.0,10
1,3,6,1,2,8,0,2,10,384.9986927654288,480.0,12
1,4,1,2,3,0,5,10,5,140.51672358820585,300.0,10
1,5,2,3,0,0,5,5,0,119.28621178555596,300.0,11
2,1,0,21,28,7,0,0,7,390.02915615226806,420.0,10
2,2,21,28,22,9,0,7,16,161.59816074287542,540.0,11
2,3,28,22,18,0,5,16,11,221.7717795251568,300.0,13
2,4,22,18,10,0,5,11,6,295.4462527221943,300.0,10
2,5,18,10,0,0,6,6,0,404.3141385715592,360.0,13
3,1,0,4,5,10,0,0,10,357.9664622816558,600.0,14
3,2,4,5,11,0,4,10,6,140.7642904731038,240.0,12
3,3,5,11,17,0,5,6,1,426.7300491657847,300.0,10
3,4,11,17,19,6,0,1,7,166.02906913485992,360.0,13
3,5,17,19,0,0,7,7,0,175.93989087825662,420.0,14
4,1,0,9,20,8,0,0,8,425.2668302252627,480.0,11
4,2,9,20,15,0,6,8,2,397.89579277891147,360.0,12
4,3,20,15,14,8,0,2,10,165.2396667805601,480.0,10
4,4,15,14,12,0,6,10,4,178.52420882979618,360.0,11
4,5,14,12,0,0,4,4,0,335.5684405898778,240.0,8
