vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,13,37,6,0,0,6,1257.895311564221,360.0,8
0,2,13,37,30,6,0,6,12,938.2446670946783,360.0,12
0,3,37,30,34,0,3,12,9,2425.5286113704615,180.0,4
0,4,30,34,48,7,0,9,16,1671.315117223476,420.0,16
0,5,34,48,10,0,7,16,9,1744.0698081630735,420.0,10
0,6,48,10,0,0,9,9,0,2054.012821784225,540.0,12
1,1,0,14,32,8,0,0,8,482.6836740856731,480.0,12
1,2,14,32,11,0,7,8,1,1181.816126221691,420.0,8
1,3,32,11,5,8,0,1,9,2406.3987979063086,480.0,12
1,4,11,5,35,6,0,9,15,592.6860456473484,360.0,12
1,5,5,35,38,0,6,15,9,1946.9701694111063,360.0,8
1,6,35,38,19,0,5,9,4,1910.9312529206807,300.0,7
1,7,38,19,12,7,0,4,11,218.5329535932989,420.0,8
1,8,19,12,1,0,6,11,5,1544.5377356561455,360.0,8
1,9,12,1,0,0,5,5,0,1109.63841143902,300.0,8
3,1,0,15,40,6,0,0,6,874.5819170945323,360.0,10
3,2,15,40,2,6,0,6,12,1777.9376442936511,360.0,8
3,3,40,2,42,5,0,12,17,841.9239663114821,300.0,7
3,4,2,42,22,0,12,17,5,673.4295972195677,720.0,19
3,5,42,22,24,7,0,5,12,1309.9979013625302,420.0,8
3,6,22,24,27,0,5,12,7,1102.8558533464377,300.0,8
3,7,24,27,8,5,0,7,12,710.7555620605211,300.0,8
3,8,27,8,7,0,6,12,6,1269.3505753747525,360.0,8
3,9,8,7,6,7,0,6,13,1076.5116476727785,420.0,10
3,10,7,6,50,0,7,13,6,928.9587986957803,420.0,10
3,11,6,50,0,0,6,6,0,483.5952550544437,360.0,11
4,1,0,17,46,7,0,0,7,798.399511076667,420.0,8
4,2,17,46,43,7,0,7,14,1104.7549255326487,420.0,8
4,3,46,43,36,6,0,14,20,1143.6201950048878,360.0,8
4,4,43,36,39,0,6,20,14,716.6339833365247,360.0,8
4,5,36,39,25,0,9,14,5,950.9748357332004,540.0,12
4,6,39,25,21,8,0,5,13,776.2625866062344,480.0,13
4,7,25,21,26,7,0,13,20,829.411367982285,420.0,12
4,8,21,26,23,0,6,20,14,708.0753685533518,360.0,7
4,9,26,23,31,0,6,14,8,1283.8755365479067,360.0,8
4,10,23,31,0,0,8,8,0,460.8260717352817,480.0,13
5,1,0,29,18,7,0,0,7,1231.7598918540095,420.0,8
5,2,29,18,33,7,0,7,14,1203.5653632315027,420.0,12
5,3,18,33,44,0,9,14,5,583.8290332930698,540.0,12
5,4,33,44,49,7,0,5,12,190.15192700128287,420.0,8
5,5,44,49,47,0,6,12,6,1075.8209555404924,360.0,8
5,6,49,47,0,0,6,6,0,2140.035529048579,360.0,10
6,1,0,4,20,7,0,0,7,1556.3960864403534,420.0,8
6,2,4,20,45,6,0,7,13,885.2519744976421,360.0,10
6,3,20,45,16,0,6,13,7,558.3603318301294,360.0,10
6,4,45,16,41,6,0,7,13,1100.9550175096736,360.0,11
6,5,16,41,28,0,5,13,8,2469.15196811208,300.0,8
6,6,41,28,3,6,0,8,14,1725.1311014798187,360.0,8
6,7,28,3,9,0,7,14,7,1975.2668327145554,420.0,11
6,8,3,9,0,0,7,7,0,1080.6649938693965,420.0,11
