vehicle,used,nodes,vehicle_capacity,travel_time,operation_time,route_duration,route_time_limit,route_utilization,final_depot_unload
0,True,"[0,13,37,30,34,48,10,0]",20,10943.18170727645,2280.0,13223.18170727645,18000.0,0.7346212059598027,0
1,True,"[0,14,32,11,5,35,38,19,12,1,0]",20,12367.760108277122,3480.0,15847.760108277122,18000.0,0.8804311171265068,0
2,False,"[0,0]",20,0.0,0.0,0.0,18000.0,0.0,0
3,True,"[0,15,40,2,42,22,24,27,8,7,6,50,0]",20,11963.421270609495,4320.0,16283.421270609495,18000.0,0.9046345150338608,0
4,True,"[0,17,46,43,36,39,25,21,26,23,31,0]",20,9887.590764779445,4200.0,14087.590764779445,18000.0,0.7826439313766358,0
5,True,"[0,29,18,33,44,49,47,0]",20,7322.069187347278,2520.0,9842.069187347279,18000.0,0.5467816215192932,0
6,True,"[0,4,20,45,16,41,28,3,9,0]",20,12132.412275793416,3000.0,15132.412275793416,18000.0,0.840689570877412,0
