instance,seed,run_id,mode,label,objective,G,P,route_count,served_station_count,total_pickup,total_drop,depot_unload,route_durations,verifier_passed,runtime,accepted_as_best,exported_incumbent_path
round33_v10_high_imbalance_M3_Q30_seed1765289896.txt,20260626,1,greedy,deterministic_tgbc_greedy_mode_0,1.25029,0.667524,3.88511,3,3,42,17,25,"3587.33|2442.52|0",true,5.4e-05,true,
round33_v10_high_imbalance_M3_Q30_seed1765289896.txt,20260626,2,greedy,deterministic_tgbc_greedy_mode_1,1.09288,0.656891,2.90662,3,3,51,18,33,"3587.33|3522.52|0",true,8.64e-05,true,
round33_v10_high_imbalance_M3_Q30_seed1765289896.txt,20260626,3,greedy,deterministic_tgbc_greedy_mode_2,1.09288,0.656891,2.90662,3,3,51,18,33,"3587.33|3522.52|0",true,0.0001112,false,
