leaf,variant,budget_seconds,time_seconds,best_bound,best_bound_available,gap_to_cutoff,node_count,progress_source,cuts_added_by_family,violations_by_family
high_imbalance_seed3201_hard,plain_fixed_interval_mip,300,,2.1614881406,True,0.28191505133999994,20466,final_json_no_progress_trace,,
