leaf,variant,budget_seconds,time_seconds,best_bound,best_bound_available,gap_to_cutoff,node_count,progress_source,cuts_added_by_family,violations_by_family
low_gini_1,plain_fixed_interval_mip,3600,,0.048296011756,True,0.0008565409087,136723,final_json_no_progress_trace,,
