leaf,variant,budget_seconds,time_seconds,best_bound,best_bound_available,gap_to_cutoff,node_count,progress_source,cuts_added_by_family,violations_by_family
low_gini_1,plain_fixed_interval_mip,1200,,0.047523686728,True,0.0016288659366999955,16154,final_json_no_progress_trace,,
