leaf,variant,budget_seconds,time_seconds,best_bound,best_bound_available,gap_to_cutoff,node_count,progress_source,cuts_added_by_family,violations_by_family
moderate_seed3302_hard,plain_fixed_interval_mip,300,,0.14433212622,True,0.051304080328999996,7410,final_json_no_progress_trace,,
