leaf,variant,budget_seconds,time_seconds,best_bound,best_bound_available,gap_to_cutoff,node_count,progress_source,cuts_added_by_family,violations_by_family
low_gini_2,plain_fixed_interval_mip,300,,0.048894652654,True,0.0002579000107000018,15058,final_json_no_progress_trace,,
