"result_file","instance","status","lower_bound","upper_bound","gap","ledger"
"E:\codes\ExactEBRP\results\optimization_update_round2\raw\ablation_v12_m1_average_current_full.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","0.25026570364","0.493696053863","0.493077366769","frontier_interval_ledger: interval_id=0, range=[0,0.123424], status=bound_fathomed, interval_lb=0.493696, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round2\raw\ablation_v12_m1_average_current_full.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","0.25026570364","0.493696053863","0.493077366769","frontier_interval_ledger: interval_id=1, range=[0.123424,0.246848], status=unresolved, interval_lb=0.250266, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|inventory_route_gini_relaxation|branch_price_tree, complete_or_fathomed=false, open_nodes=1, pricing_closed=true"
"E:\codes\ExactEBRP\results\optimization_update_round2\raw\ablation_v12_m1_average_current_full.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","0.25026570364","0.493696053863","0.493077366769","frontier_interval_ledger: interval_id=2, range=[0.246848,0.370272], status=unresolved, interval_lb=0.340011, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|inventory_route_gini_relaxation|branch_price_tree, complete_or_fathomed=false, open_nodes=1, pricing_closed=true"
"E:\codes\ExactEBRP\results\optimization_update_round2\raw\ablation_v12_m1_average_current_full.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","0.25026570364","0.493696053863","0.493077366769","frontier_interval_ledger: interval_id=3, range=[0.370272,0.493696], status=unprocessed_relevant, interval_lb=0.370272, lb_source=gamma_floor, lb_sources=gamma_floor, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round2\raw\ablation_v12_m1_average_improved_full.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","0.24680708541","0.493696053863","0.500082928597","frontier_interval_ledger: interval_id=0, range=[0,0.123424], status=bound_fathomed, interval_lb=0.493696, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round2\raw\ablation_v12_m1_average_improved_full.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","0.24680708541","0.493696053863","0.500082928597","frontier_interval_ledger: interval_id=1, range=[0.123424,0.246848], status=unresolved, interval_lb=0.246807, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|inventory_route_gini_relaxation|branch_price_tree, complete_or_fathomed=false, open_nodes=1, pricing_closed=true"
"E:\codes\ExactEBRP\results\optimization_update_round2\raw\ablation_v12_m1_average_improved_full.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","0.24680708541","0.493696053863","0.500082928597","frontier_interval_ledger: interval_id=2, range=[0.246848,0.370272], status=unresolved, interval_lb=0.340011, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|inventory_route_gini_relaxation|branch_price_tree, complete_or_fathomed=false, open_nodes=1, pricing_closed=true"
"E:\codes\ExactEBRP\results\optimization_update_round2\raw\ablation_v12_m1_average_improved_full.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","0.24680708541","0.493696053863","0.500082928597","frontier_interval_ledger: interval_id=3, range=[0.370272,0.493696], status=unprocessed_relevant, interval_lb=0.370272, lb_source=gamma_floor, lb_sources=gamma_floor, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round2\raw\ablation_v12_m1_average_movement_only.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","0.24680708541","0.493696053863","0.500082928597","frontier_interval_ledger: interval_id=0, range=[0,0.123424], status=bound_fathomed, interval_lb=0.493696, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round2\raw\ablation_v12_m1_average_movement_only.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","0.24680708541","0.493696053863","0.500082928597","frontier_interval_ledger: interval_id=1, range=[0.123424,0.246848], status=unresolved, interval_lb=0.246807, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|inventory_route_gini_relaxation|branch_price_tree, complete_or_fathomed=false, open_nodes=1, pricing_closed=true"
