variant_name,time_limit_seconds,interval_id,call_index,vehicle,depth,labels_generated,labels_kept,labels_expanded,pruned_duration,pruned_load,pruned_station,pruned_support,pruned_reduced_cost,pruned_dominance,duplicate_states,operation_states_generated,operation_states_pruned,columns_generated,negative_columns_found,best_reduced_cost
all_improvements_300_moderate_seed3301,300,2,0,aggregate,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0.00299079892788
all_improvements_300_moderate_seed3301,300,2,0,aggregate,2,1,0,1,0,0,0,0,0,0,0,12,0,1,0,0.00289622821079
all_improvements_300_moderate_seed3301,300,2,0,aggregate,3,1,0,1,0,0,0,0,0,0,0,32,54,1,1,-0.0431597110106
all_improvements_300_moderate_seed3301,300,2,0,aggregate,4,1,0,1,0,0,0,0,0,0,0,160,54,1,1,-0.0329390222398
all_improvements_300_moderate_seed3301,300,2,0,aggregate,5,3,0,3,0,0,0,0,0,0,0,603,155,3,3,-0.0305150254387
all_improvements_300_moderate_seed3301,300,2,0,aggregate,6,35,0,35,0,0,0,0,0,0,0,5619,1351,35,35,-0.029884295291
all_improvements_300_moderate_seed3301,300,2,0,aggregate,7,489,0,489,0,0,0,0,0,0,0,55909,11381,442,442,-0.0426368759716
all_improvements_300_moderate_seed3301,300,2,0,aggregate,8,6036,0,6036,318,0,0,0,0,0,0,386010,69936,3359,3300,-0.0402128791705
all_improvements_300_moderate_seed3301,300,2,0,aggregate,9,53291,0,53291,19136,0,0,0,0,0,0,1920873,322403,10783,10783,-0.0386721645713
all_improvements_300_moderate_seed3301,300,2,0,aggregate,10,329265,0,329265,256932,0,0,0,0,0,0,7093959,1136134,35366,35263,-0.0316026826771
all_improvements_300_moderate_seed3301,300,2,0,aggregate,11,1469558,0,1469558,1823090,0,0,0,0,0,0,20068870,3091155,51886,51886,-0.0300619680779
all_improvements_300_moderate_seed3301,300,2,0,aggregate,12,4793671,0,4793671,8432346,0,0,0,0,0,0,44485411,6604878,78530,78488,-0.0279735314089
all_improvements_300_moderate_seed3301,300,2,0,aggregate,13,11562028,0,11562028,26787338,0,0,0,0,0,0,79087383,11309750,10588,10588,-0.0266140773508
all_improvements_300_moderate_seed3301,300,2,0,aggregate,14,21419905,0,21419905,59514289,0,0,0,0,0,0,114355135,15935177,8637,8637,-0.0250733627515
all_improvements_300_moderate_seed3301,300,2,0,aggregate,15,31598894,0,31598894,96920535,0,0,0,0,0,0,136347940,19001618,1459,1459,-0.0201793281423
all_improvements_300_moderate_seed3301,300,2,0,aggregate,16,36549096,0,36549096,121445370,0,0,0,0,0,0,135680721,19095692,0,0,
all_improvements_300_moderate_seed3301,300,2,0,aggregate,17,31667281,0,31667281,114529101,0,0,0,0,0,0,110166495,15130202,0,0,
all_improvements_300_moderate_seed3301,300,2,0,aggregate,18,19871039,0,19871039,75130803,0,0,0,0,0,0,66299256,8328610,0,0,
all_improvements_300_moderate_seed3301,300,2,0,aggregate,19,8480711,0,8480711,31261367,0,0,0,0,0,0,25427976,2689621,0,0,
all_improvements_300_moderate_seed3301,300,2,0,aggregate,20,1878651,0,1878651,6602060,0,0,0,0,0,0,4499277,361815,0,0,
