instance,seed,run_id,mode,label,objective,G,P,route_count,served_station_count,total_pickup,total_drop,depot_unload,route_durations,verifier_passed,runtime,accepted_as_best,exported_incumbent_path
round31_sealed_tight_T_V20_seed2113109204.txt,20260626,1,greedy,deterministic_tgbc_greedy_mode_0,0.511238,0.312758,1.3232,3,15,60,29,31,"3581.46|3579.3|3261.64",true,0.0003823,true,
round31_sealed_tight_T_V20_seed2113109204.txt,20260626,2,greedy,deterministic_tgbc_greedy_mode_1,0.470604,0.29103,1.19716,3,8,62,37,25,"3581.46|3585.73|3546.9",true,0.0006678,true,
round31_sealed_tight_T_V20_seed2113109204.txt,20260626,3,greedy,deterministic_tgbc_greedy_mode_2,0.470443,0.294262,1.17454,3,10,67,30,37,"3581.46|3496.21|3578.86",true,0.0009499,true,
