run_id,record_type,checkpoint_seconds,observation_available,freshness,source_observation_time_seconds,observation_age_seconds,native_best_bound,processed_nodes,open_nodes,simplex_iterations,gini_branch_count,ordinary_branch_count,common_same_run_ub,same_run_project_gap
round23_stage2__V12_M2__s0m__900s,checkpoint,1,True,fresh,0.80252259999999997,0.19747740000000003,0.37874589033134765,0,1,2863,0,0,0.7185040707549709,0.4728688315803431
round23_stage2__V12_M2__s0m__900s,checkpoint,2,True,fresh,1.1011386999999999,0.8988613000000001,0.37875660869276095,0,1,2926,0,0,0.7185040707549709,0.47285391397326254
round23_stage2__V12_M2__s0m__900s,checkpoint,5,True,fresh,4.9935273000000002,0.006472699999999776,0.64349991059840128,10,5,10637,7,0,0.7185040707549709,0.1043893322382415
round23_stage2__V12_M2__s0m__900s,checkpoint,10,True,fresh,9.8332222999999992,0.1667777000000008,0.65841871143286745,180,63,27234,33,88,0.7185040707549709,0.08362563521591261
round23_stage2__V12_M2__s0m__900s,checkpoint,15,True,fresh,14.999812800000001,0.0001871999999991658,0.6623155521459112,447,149,53780,45,253,0.7185040707549709,0.0782020880550049
round23_stage2__V12_M2__s0m__900s,checkpoint,20,True,fresh,19.852799999999998,0.14720000000000155,0.66614400681478014,820,376,83567,64,534,0.7185040707549709,0.0728737192611494
round23_stage2__V12_M2__s0m__900s,checkpoint,30,True,fresh,29.998992300000001,0.0010076999999988345,0.67305217079706547,1519,710,150306,74,1041,0.7185040707549709,0.06325907090567584
round23_stage2__V12_M2__s0m__900s,checkpoint,45,True,fresh,44.999241499999997,0.000758500000003437,0.67983309308251172,2611,1180,242006,87,1811,0.7185040707549709,0.05382151507064604
round23_stage2__V12_M2__s0m__900s,checkpoint,60,True,fresh,59.9689403,0.031059700000000134,0.68343956025819808,3570,1549,328995,101,2463,0.7185040707549709,0.04880210415499618
round23_stage2__V12_M2__s0m__900s,checkpoint,90,True,fresh,89.994353799999999,0.005646200000001045,0.68929242124051271,5058,1772,466741,107,3314,0.7185040707549709,0.04065620600279126
round23_stage2__V12_M2__s0m__900s,checkpoint,120,True,fresh,119.915164,0.08483599999999569,0.69440442305125727,6600,2010,601983,117,4194,0.7185040707549709,0.03354142124538118
round23_stage2__V12_M2__s0m__900s,checkpoint,180,True,fresh,179.89570280000001,0.10429719999999065,0.70080783768955135,9952,2657,852831,119,6192,0.7185040707549709,0.024629273215982173
round23_stage2__V12_M2__s0m__900s,checkpoint,240,True,fresh,239.9408301,0.05916990000000055,0.70479865180930967,13128,3234,1068105,134,8062,0.7185040707549709,0.01907493569418503
round23_stage2__V12_M2__s0m__900s,checkpoint,300,True,fresh,299.9842554,0.015744600000004993,0.70767586827440165,16239,3787,1267129,135,9901,0.7185040707549709,0.015070481742979527
round23_stage2__V12_M2__s0m__900s,checkpoint,450,True,fresh,449.98433540000002,0.0156645999999796,0.7122478249361065,22396,4002,1638812,137,13091,0.7185040707549709,0.008707321327060319
round23_stage2__V12_M2__s0m__900s,checkpoint,600,True,fresh,599.95108760000005,0.04891239999994923,0.71524453542822841,27866,3439,1911690,137,15548,0.7185040707549709,0.004536557911658778
round23_stage2__V12_M2__s0m__900s,checkpoint,750,True,fresh,749.35645939999995,0.6435406000000512,0.7175696385093403,31703,925,2052557,139,16639,0.7185040707549709,0.0013005246367619793
round23_stage2__V12_M2__s0m__900s,checkpoint,900,True,stale,775.42999229999998,124.57000770000002,0.71850407075497102,32714,0,2061820,141,16701,0.7185040707549709,0.0
round23_stage2__V12_M2__s0m__900s,solver_final,solver_final,True,solver_final,775.43640470000003,0,0.71850407075497102,32714,0,2061820,141,16701,0.7185040707549709,0.0
