parent_id,eligible,decision_valid,split,child_infeasibility_trigger,strict_bound_trigger,normalized_disjunction_gain,parent_native_bound_target,target_phase_required,reason
L0,true,1,0,0,0,0.0033765,0.00326366,1,"small_positive_disjunction_gain_requires_parent_native_target"
L0.0,true,1,0,0,0,0,,0,"no_strict_child_disjunction_gain"
L1,true,1,0,0,0,0,,0,"no_strict_child_disjunction_gain"
