leaf_id,attempt,time_limit_seconds,solver_runtime_seconds,work,nodes,simplex_iterations,barrier_iterations,cumulative_runtime,cumulative_work,cumulative_nodes,cumulative_simplex_iterations,cumulative_barrier_iterations,optimize_return_code
L0,0,15.739,5.177,10.3821,23,33477,0,5.177,10.3821,23,33477,0,0
L1,0,10.4152,10.417,22.3975,41,67237,0,10.417,22.3975,41,67237,0,0
