leaf_id,solve_kind,native_status,optimize_return_code,global_deadline_remaining_at_launch,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,memory_gb,model_sha256,in_memory_model_reused,integer_domain_restored,basis_reuse_status,native_log
L0,LP,"OPTIMAL",0,3582.35,0.039,0.105742,0,487,0,0.0151372,fac70dfb321c710cd5be395594f5553c3fd6421330c297e40596261b995a107a,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_c6_documentation_hga_round34\runs\v10__round33_v10_moderate_M3_Q30_seed2031960658__c6_hga_light__3600s\external\native_logs\L0_lp.gurobi.log"
L1,LP,"OPTIMAL",0,3582.23,0.0409999,0.113101,0,568,0,0.0162448,9a3283eb6175830d395956280a3399224b86d305fb8ceff6cc05228e1255446d,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_c6_documentation_hga_round34\runs\v10__round33_v10_moderate_M3_Q30_seed2031960658__c6_hga_light__3600s\external\native_logs\L1_lp.gurobi.log"
L2,LP,"OPTIMAL",0,3582.1,0.0450001,0.132592,0,700,0,0.0172811,039131b2c4f9b64dcd7a6191ffc34931aa177e37ebdfd7085782b912f0d1bf54,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_c6_documentation_hga_round34\runs\v10__round33_v10_moderate_M3_Q30_seed2031960658__c6_hga_light__3600s\external\native_logs\L2_lp.gurobi.log"
L3,LP,"INFEASIBLE",0,3581.97,0.043,0.128207,0,647,0,0.0182883,aa864272b980706ab5599860fbbfadb3cedba47a92391580a4edad49a7ec7fff,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_c6_documentation_hga_round34\runs\v10__round33_v10_moderate_M3_Q30_seed2031960658__c6_hga_light__3600s\external\native_logs\L3_lp.gurobi.log"
L0,NEXT_LEAF_TARGET_MIP,"INFEASIBLE",0,3581.9,0.0470002,0.0787342,0,0,0,0.0182883,fac70dfb321c710cd5be395594f5553c3fd6421330c297e40596261b995a107a,1,0,"not_requested","E:\codes\ExactEBRP\results\gf_c6_documentation_hga_round34\runs\v10__round33_v10_moderate_M3_Q30_seed2031960658__c6_hga_light__3600s\external\native_logs\L0_c6_1_next_leaf_target_mip.gurobi.log"
L1,NEXT_LEAF_TARGET_MIP,"INTERRUPTED",0,3581.84,0.63,0.878968,1,1577,0,0.0328128,9a3283eb6175830d395956280a3399224b86d305fb8ceff6cc05228e1255446d,1,0,"not_requested","E:\codes\ExactEBRP\results\gf_c6_documentation_hga_round34\runs\v10__round33_v10_moderate_M3_Q30_seed2031960658__c6_hga_light__3600s\external\native_logs\L1_c6_1_next_leaf_target_mip.gurobi.log"
L2,NEXT_LEAF_TARGET_MIP,"INTERRUPTED",0,3581.2,0.267,0.476327,1,633,0,0.0328128,039131b2c4f9b64dcd7a6191ffc34931aa177e37ebdfd7085782b912f0d1bf54,1,0,"not_requested","E:\codes\ExactEBRP\results\gf_c6_documentation_hga_round34\runs\v10__round33_v10_moderate_M3_Q30_seed2031960658__c6_hga_light__3600s\external\native_logs\L2_c6_1_next_leaf_target_mip.gurobi.log"
L1.0,LP,"INFEASIBLE",0,3580.87,0.0280001,0.0755593,0,240,0,0.0328128,06bcaaa1d598a63ac5815f930cd7206b4ee8a9b4b61e0276312ccddff099a301,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_c6_documentation_hga_round34\runs\v10__round33_v10_moderate_M3_Q30_seed2031960658__c6_hga_light__3600s\external\native_logs\L1.0_lp.gurobi.log"
L1.1,LP,"OPTIMAL",0,3580.75,0.0379999,0.105787,0,560,0,0.0328128,ecea2d37d26a31b174ac7734161e20d4802b6d979730b0d4453900cee1409789,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_c6_documentation_hga_round34\runs\v10__round33_v10_moderate_M3_Q30_seed2031960658__c6_hga_light__3600s\external\native_logs\L1.1_lp.gurobi.log"
L1.1,NEXT_LEAF_TARGET_MIP,"INTERRUPTED",0,3580.69,1.659,2.05043,1,4614,0,0.040096,ecea2d37d26a31b174ac7734161e20d4802b6d979730b0d4453900cee1409789,1,0,"not_requested","E:\codes\ExactEBRP\results\gf_c6_documentation_hga_round34\runs\v10__round33_v10_moderate_M3_Q30_seed2031960658__c6_hga_light__3600s\external\native_logs\L1.1_c6_1_next_leaf_target_mip.gurobi.log"
