leaf_id,parent_id,depth,child_index,gamma_L,gamma_U,base_lower_bound,lower_bound,status,lp_complete,lp_optimal,lp_infeasible,lp_bound,terminal_mip_started,c6_native_phase_count,c6_frontier_milestone_reached,c6_children_ready,closure_source,lower_bound_sources
L0,"",0,-1,0,0.22500000000000001,0,0.92819616684535156,empty,1,0,1,0,0,0,0,0,"complete_parent_lp_infeasible","objective_nonnegative_penalty_G_floor"
L1,"",0,-1,0.22500000000000001,0.45000000000000001,0.22500000000000001,0.76466257432950813,replaced,1,1,0,0.76466257432950813,0,0,0,0,"","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation"
L2,"",0,-1,0.45000000000000001,0.67500000000000004,0.45000000000000001,0.92819616684535156,empty,1,0,1,0,0,0,0,0,"complete_parent_lp_infeasible","objective_nonnegative_penalty_G_floor"
L3,"",0,-1,0.67500000000000004,0.90000000000000002,0.67500000000000004,0.92819616684535156,empty,1,0,1,0,0,0,0,0,"complete_parent_lp_infeasible","objective_nonnegative_penalty_G_floor"
L1.0,"L1",1,0,0.22500000000000001,0.33750000000000002,0.76466257432950813,0.92819616684535156,empty,1,0,1,0,0,0,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L1.1,"L1",1,1,0.33750000000000002,0.45000000000000001,0.85237336560276356,0.85237336560276356,replaced,1,1,0,0.85237336560276356,0,0,0,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.0,"L1.1",2,0,0.33750000000000002,0.39375000000000004,0.85330825842212199,1e+100,empty,1,1,0,0.85330825842212199,0,1,0,0,"c6_native_target_phase_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound"
L1.1.1,"L1.1",2,1,0.39375000000000004,0.45000000000000001,0.90029032726762981,0.90029032726762981,replaced,1,1,0,0.90029032726762981,0,0,0,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.1.0,"L1.1.1",3,0,0.39375000000000004,0.421875,0.90029032726762981,0.928196166845352,closed,1,1,0,0.90029032726762981,1,0,0,0,"native_terminal_mip_optimal","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound"
L1.1.1.1,"L1.1.1",3,1,0.421875,0.45000000000000001,0.90029032726762981,0.92819616684535156,empty,1,0,1,0,0,0,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
