vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,6,25,5,0,0,5,962.6518167884273,300.0,14
0,2,6,25,20,0,4,5,1,1119.9298974923374,240.0,13
0,3,25,20,14,3,0,1,4,584.6046166158785,180.0,10
0,4,20,14,1,4,0,4,8,212.17215210707363,240.0,11
0,5,14,1,16,0,4,8,4,1256.582073925442,240.0,13
0,6,1,16,15,0,4,4,0,1460.1495138031985,240.0,12
0,7,16,15,10,5,0,0,5,1037.3058484809906,300.0,13
0,8,15,10,30,0,4,5,1,784.866394446412,240.0,11
0,9,10,30,18,3,0,1,4,779.897132865657,180.0,10
0,10,30,18,0,0,4,4,0,591.5533975800524,240.0,10
1,1,0,7,27,3,0,0,3,482.8689192293605,180.0,11
1,2,7,27,19,5,0,3,8,708.8040007640326,300.0,13
1,3,27,19,3,0,3,8,5,940.8421798290941,180.0,11
1,4,19,3,26,3,0,5,8,1744.6518919062662,180.0,10
1,5,3,26,5,3,0,8,11,1030.4360441056062,180.0,9
1,6,26,5,21,0,5,11,6,589.9192097823469,300.0,12
1,7,5,21,28,0,4,6,2,619.4738082411372,240.0,11
1,8,21,28,8,3,0,2,5,415.1146540611526,180.0,8
1,9,28,8,13,0,3,5,2,187.25206867991383,180.0,8
1,10,8,13,4,4,0,2,6,893.5431605232493,240.0,10
1,11,13,4,0,0,6,6,0,1508.0529390920826,360.0,16
3,1,0,9,29,3,0,0,3,299.0921915851152,180.0,8
3,2,9,29,24,3,0,3,6,447.02179634860204,180.0,10
3,3,29,24,17,0,2,6,4,819.6130402132485,120.0,4
3,4,24,17,2,0,3,4,1,743.2914703882207,180.0,10
3,5,17,2,22,4,0,1,5,493.6542821660014,240.0,11
3,6,2,22,12,6,0,5,11,203.14754761881719,360.0,17
3,7,22,12,11,0,3,11,8,963.3629971364708,180.0,9
3,8,12,11,23,0,5,8,3,725.8960512165836,300.0,13
3,9,11,23,0,0,3,3,0,580.9901416612391,180.0,11
