instance_id,diagnostic_role,arm,status,strict_certificate,exact_phase_seconds,solver_work,solver_nodes,independent_integer_proof_jobs,native_optimize_calls,work_ratio_vs_c6,shifted_time_ratio_vs_c6,model_nonzeros,sibling_pairs_coalesced,sibling_replaced_leaf_count,sibling_unresolved_union_count,coverage_valid,lifecycle_complete
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,C6-HGA-FULL-K4,optimal,True,1777.8405546,3898.9906576297453,31176.0,8,22,1.0,1.0,0,0,0,0,True,True
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,C6-K1-SINGLE,optimal,True,1348.002344,3052.419542372892,37107.0,1,2,0.7828742898882716,0.7583604615442019,0,0,0,0,True,True
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,EXTERNAL-K2-FIXED,optimal,True,1689.4766614,3842.4011490636367,44067.0,2,2,0.9854861133213101,0.9503250063804229,338392,0,0,0,True,True
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,ST-K2-P-CORE,optimal,True,761.6412437,1738.4051548458615,17047.0,1,1,0.44586030270271637,0.4287294000172443,170467,0,0,0,True,True
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,ST-K4-P-CORE,optimal,True,1333.2352365,3044.5204566880766,31581.0,1,1,0.7808483589798817,0.7500589263325085,173390,0,0,0,True,True
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,ST-K4-P-CORE-HIERARCHICAL,optimal,True,728.0407690000001,1661.9126298489773,17906.0,1,1,0.4262417573627321,0.4098404250536869,173398,0,0,0,True,True
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,PAIRED-K4,optimal,True,1868.0138276,4132.979894769171,38523.0,2,2,1.0600127719417698,1.0506921616818417,341315,0,0,0,True,True
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,PAIRED-K4-FACTORED,optimal,True,1982.3792457,4421.21725723885,41418.0,2,2,1.1339389204709134,1.114984274768794,342713,0,0,0,True,True
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,C6-SIBLING-CORE,round31_c6_external_gini_tree_time_limit,False,1777.861473,4023.494335178435,35070.0,4,20,1.031932284142578,1.0000117595699884,355422,2,4,1,True,True
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,C6-SIBLING-CORE-FACTORED,round31_c6_external_gini_tree_time_limit,False,1777.8908071,3754.725970347269,33743.0,4,20,0.9629994785957818,1.0000282501429767,354588,2,4,1,True,True
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,C6-HGA-FULL-K4,optimal,True,74.904527,133.73490192498448,7878.0,7,17,1.0,1.0,0,0,0,0,True,True
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,C6-K1-SINGLE,optimal,True,405.9272205,739.7839003001452,24652.0,1,2,5.531719017636174,5.361040198564178,0,0,0,0,True,True
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,EXTERNAL-K2-FIXED,optimal,True,75.96399559999999,137.62512594879036,12265.0,2,2,1.0290890707497433,1.013957910573634,337161,0,0,0,True,True
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,ST-K2-P-CORE,optimal,True,98.8233599,183.29575396677566,11378.0,1,1,1.3705902597482833,1.3151173433963959,169845,0,0,0,True,True
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,ST-K4-P-CORE,optimal,True,97.5999437,177.84682764728475,7628.0,1,1,1.3298460243911783,1.2989995142186974,172726,0,0,0,True,True
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,ST-K4-P-CORE-HIERARCHICAL,optimal,True,118.1885503,209.97778401818297,8209.0,1,1,1.5701045949543162,1.5702429750994957,172734,0,0,0,True,True
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,PAIRED-K4,optimal,True,109.7796344,188.73147166867065,9030.0,2,2,1.4112357279368644,1.459460176861388,340042,0,0,0,True,True
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,PAIRED-K4-FACTORED,optimal,True,100.0694609,179.50327801826558,10450.0,2,2,1.3422320982368074,1.3315340322191849,341556,0,0,0,True,True
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,C6-SIBLING-CORE,optimal,True,110.4629272,199.1708280905252,9144.0,5,16,1.4892958025440919,1.4684621801279387,176849,1,2,0,True,True
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,C6-SIBLING-CORE-FACTORED,optimal,True,113.4775734,190.14653699363555,10570.0,5,16,1.4218168500268829,1.5081784700403968,176275,1,2,0,True,True
round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical_fail_closed_endpoint,C6-HGA-FULL-K4,round31_c6_external_gini_tree_not_certified,False,74.5499406,138.4451303784979,2687.0,7,19,1.0,1.0,0,0,0,0,True,True
round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical_fail_closed_endpoint,C6-K1-SINGLE,round31_c6_external_gini_tree_not_certified,False,95.7221945,187.35975806230462,5573.0,1,2,1.3533141797770571,1.2802418338367296,0,0,0,0,True,True
round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical_fail_closed_endpoint,EXTERNAL-K2-FIXED,optimal,True,66.2649017,126.15975913495933,2302.0,2,2,0.911261803069914,0.8903369237063304,336567,0,0,0,True,True
round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical_fail_closed_endpoint,ST-K2-P-CORE,round41_static_segmented_failed,False,82.16373920000001,161.62866410135618,3158.0,1,1,1.167456476507887,1.1007783532261308,169548,0,0,0,True,True
round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical_fail_closed_endpoint,ST-K4-P-CORE,optimal,True,107.7076143,217.40471977015682,2337.0,1,1,1.5703312870289459,1.4388841796124456,172426,0,0,0,True,True
round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical_fail_closed_endpoint,ST-K4-P-CORE-HIERARCHICAL,optimal,True,112.5117115,218.1614055489304,2789.0,1,1,1.575796887564731,1.5024725446309617,172434,0,0,0,True,True
round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical_fail_closed_endpoint,PAIRED-K4,optimal,True,79.09795510000001,142.07515703750022,2212.0,2,2,1.026219966343909,1.0601987832668132,339445,0,0,0,True,True
round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical_fail_closed_endpoint,PAIRED-K4-FACTORED,optimal,True,80.96362780000001,151.38711084707518,2641.0,2,2,1.0934809366945224,1.084893345369487,340984,0,0,0,True,True
round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical_fail_closed_endpoint,C6-SIBLING-CORE,optimal,True,82.6758947,151.3938073288814,2215.0,3,17,1.0935293059061222,1.1075573856903866,353472,2,4,0,True,True
round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical_fail_closed_endpoint,C6-SIBLING-CORE-FACTORED,optimal,True,90.87848790000001,160.70576113845635,2644.0,3,17,1.1607902762567355,1.2161291877971379,352485,2,4,0,True,True
