instance_id,diagnostic_role,candidate,baseline,candidate_work,baseline_work,work_ratio,candidate_exact_phase_seconds,baseline_exact_phase_seconds,shifted_time_ratio,materiality,catastrophic_both_above_1_25,baseline_strict_certificate,candidate_strict_certificate,certificate_regression,false_certificate
round39_small_easy_V10_M1_Q30_slot04_seed1099392856,easy_p_grb_win,C6-K1-SINGLE,C6-HGA-FULL-K4,0.0,0.0,1.0,0.018734100000000087,0.012866899999999681,1.0057926663414516,tie,False,True,True,False,False
round39_small_easy_V10_M1_Q30_slot04_seed1099392856,easy_p_grb_win,EXTERNAL-K2-FIXED,C6-HGA-FULL-K4,0.034255986772981,0.0,inf,0.13695449999999987,0.012866899999999681,1.1225112598703741,loss,False,True,True,False,False
round39_small_easy_V10_M1_Q30_slot04_seed1099392856,easy_p_grb_win,ST-K2-P-CORE,C6-HGA-FULL-K4,0.01967391410387256,0.0,inf,0.07801029999999987,0.012866899999999681,1.0643158543338718,loss,False,True,True,False,False
round39_small_easy_V10_M1_Q30_slot04_seed1099392856,easy_p_grb_win,ST-K4-P-CORE,C6-HGA-FULL-K4,0.022189318518161416,0.0,inf,0.1037741999999997,0.012866899999999681,1.0897524640206921,loss,False,True,True,False,False
round39_small_easy_V10_M1_Q30_slot04_seed1099392856,easy_p_grb_win,ST-K4-P-CORE-HIERARCHICAL,C6-HGA-FULL-K4,0.022202172717865405,0.0,inf,0.07908939999999998,0.012866899999999681,1.0653812460452605,loss,False,True,True,False,False
round39_small_easy_V10_M1_Q30_slot04_seed1099392856,easy_p_grb_win,PAIRED-K4,C6-HGA-FULL-K4,0.03934782820774512,0.0,inf,0.1501800999999996,0.012866899999999681,1.135568849174556,loss,False,True,True,False,False
round39_small_easy_V10_M1_Q30_slot04_seed1099392856,easy_p_grb_win,PAIRED-K4-FACTORED,C6-HGA-FULL-K4,0.02653953086402315,0.0,inf,0.13933810000000024,0.012866899999999681,1.1248645799364168,loss,False,True,True,False,False
round39_small_easy_V10_M1_Q30_slot04_seed1099392856,easy_p_grb_win,C6-SIBLING-CORE,C6-HGA-FULL-K4,0.0,0.0,1.0,0.011171299999999995,0.012866899999999681,0.9983259399630893,tie,False,True,True,False,False
round39_small_easy_V10_M1_Q30_slot04_seed1099392856,easy_p_grb_win,C6-SIBLING-CORE-FACTORED,C6-HGA-FULL-K4,0.0,0.0,1.0,0.01043649999999996,0.012866899999999681,0.9976004744552323,tie,False,True,True,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,largest_easy_p_grb_win,C6-K1-SINGLE,C6-HGA-FULL-K4,26.92093860322223,47.3035471806965,0.5691103565740214,13.2695003,26.410932199999998,0.5205769798664491,win,False,True,True,False,False
