instance_id,arm,component_count,root_lp_bound,root_lp_work,root_lp_seconds,route_binary_fractionality,visit_binary_fractionality,inventory_bit_fractionality,selector_binary_fractionality,gbit_product_ambiguity,simplex_iterations,barrier_iterations,model_variables,model_rows,model_nonzeros,presolved_rows,presolved_columns,presolved_nonzeros,diagnostic_valid,model_sha256
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,ST-K4-P-CORE,1,0.014301735848745207,3.990327961173213,2.26200008392334,9.69222910308259,7.18435389996253,41.905788739889175,0,0.09272507189401966,2847,0,1958,18511,173405,18969,1898,184337,True,bf854b61e5154ece888f96fe2edf97c9a169ff42b45057a799bad00995dc4f18
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,ST-K4-P-CORE-HIERARCHICAL,1,0.014301735848745044,3.9812694928281624,2.25600004196167,9.692229103082592,7.184353899962538,41.90578873988918,0,0.09272507189401966,2744,0,1960,18514,173413,0,0,0,True,3b7c95cfe9e53e37159f2a7830e182a56a12c1796a093065325fb90ca0fdb15a
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,EXTERNAL-K2-FIXED,2,0.011299500847048454,1.0180724877795386,0.4909999370574951,10.99874611808834,7.523625821833654,42.647311021851934,0.0,0.08015401512213657,,,3088,34155,338392,31642,2685,331182,True,9491bb4dd2b422ba181fa14f8f03ae7dd51e1967f3f4448b81715892d9717da9;86263d959825bfe3812a3d2e233faa5814b0d2ca8def726e62e4fd561d87f33a
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,PAIRED-K4,2,0.014301735848745086,3.4002341025654577,1.8050000667572021,12.117394066856209,8.174339189149023,60.396541755410304,0.0,0.12544041169239975,,,3364,35111,341318,34572,3170,346870,True,e9f0fefe05a6fa6dc5839fdce1725dd05171404095eeb35618a0222ea170fa3f;3a9f1f6fb72e23fabae89099aa38c344b074703771a89bcf8ab108e47bc15abb
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,PAIRED-K4-FACTORED,2,0.014301735848744921,3.20728879849498,1.7039999961853027,14.205299423486288,7.9170221657199455,56.950337398607864,0.0,0.11797225256628392,,,3364,35412,342702,0,0,0,True,aedcc62230491918309e6edb3cea3ae55315256a67251a5ea782ab21791bc40f;3b59756a64f88c41436bae980619df41a2820fd3e797555231264d920974e3e5
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,C6-HGA-FULL-K4,4,0.014301735848744952,1.3586492056743937,,,,,,,,,,,,,,,False,
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,C6-SIBLING-CORE,4,0.014301735848744952,1.3586492056743937,,,,,,,,,,,,,,,False,
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,C6-SIBLING-CORE-FACTORED,4,0.014301735848744952,1.3586492056743937,,,,,,,,,,,,,,,False,
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,ST-K2-P-CORE,1,0.024872307366954463,1.4596091061289527,0.7409999370574951,16.297480163879165,10.327120930304806,50.73614072922538,0,0.4396270481966533,1190,0,1682,17554,170467,17295,1552,174619,True,98bbf2251e0cea65298748de77af31afc3ebc806184f6425870b0657c847ff79
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,ST-K4-P-CORE,1,0.02821069222705861,2.141509827766069,1.0120000839233398,13.702521522017532,8.322617722987554,47.01091909106953,0,0.20890307539548664,2740,0,1958,18510,173390,18958,1898,184238,True,ec8c0577b70c660bfdf5fb88f5bc167062981cf82ff9bf933c202418de8088dc
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,ST-K4-P-CORE-HIERARCHICAL,1,0.02821069222705861,2.2215837235157796,1.0520000457763672,13.702521522017525,8.32261772298755,47.01091909106953,0,0.2089030753954866,2658,0,1960,18513,173398,0,0,0,True,bd020e4e411fc2413d5f5dd522bf45e1b35a9dbc52c571f73d9aec26ab8d8ece
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,EXTERNAL-K2-FIXED,2,0.024872307366954394,1.059681699356644,0.5349998474121094,13.912902769801278,9.441046724502058,46.68744422940666,0.0,0.20517900963775887,,,3088,34156,338392,31772,2690,331866,True,1fd4e5c5c7ad41aeffaa3fd8d5989b794715cba5a6d66cc7f56ae9eef5546d72;b9cf8de6874d01d043fc989f69a2bef90820b31a1a9f5e22328f8a89b13b16c0
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,PAIRED-K4,2,0.02821069222705861,3.606629553422258,1.9569997787475586,13.922943905756014,8.771387497316608,50.21764878576125,0.0,0.2168218974477903,,,3364,35112,341315,34675,3172,348469,True,29f7ab296a63a1fa439769fba3a3853ee5f5abd7eab99bb4ad34aeacf63ddf29;b982c2230b4a8f288e0f3df91221282650869fae7b9db89a6cc98673b291c237
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,PAIRED-K4-FACTORED,2,0.02821069222705869,3.577773302163962,1.805999994277954,13.222793712170304,9.779358120278252,55.03139064094731,0.0,0.23741570855171001,,,3364,35414,342713,0,0,0,True,235932bae49c2c36c86025a19027df47f49d5b768cc1f008fa59ba9ecdf4e83e;128bdaa171e166cdc1c04493831b72e100917b76cd1611d3c2f441b67c5042f7
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,C6-HGA-FULL-K4,4,0.028210692227058676,1.44000401268288,,,,,,,,,,,,,,,True,
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,C6-SIBLING-CORE,4,0.028210692227058676,1.44000401268288,,,,,,,,,,,,,,,True,
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,C6-SIBLING-CORE-FACTORED,4,0.028210692227058676,1.44000401268288,,,,,,,,,,,,,,,True,
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,ST-K2-P-CORE,1,0.008227712564204445,0.13135305633004452,0.0690000057220459,9.72940090799289,6.88104595861879,28.5939511718678,0,0.11434325968106085,414,0,908,3449,16433,3174,822,17210,True,5cafb2bccd4d0261d67561d0cb96bcb8acbc640112b78707166a5a81651f346f
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,ST-K4-P-CORE,1,0.00980079380698431,0.26796373698478904,0.16299986839294434,10.556855433265497,7.024092014893622,29.933742339715284,0,0.06250346884317881,918,0,1088,4069,18335,4109,1048,22004,True,1836c1ba348e2150f00bd501701efb2d64220556356b664589182b83337e3adc
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,ST-K4-P-CORE-HIERARCHICAL,1,0.00980079380698431,0.2649612988587795,0.15400004386901855,11.698430532540627,7.924463226196348,29.933742339715288,0,0.06250346884317881,773,0,1090,4072,18343,0,0,0,True,a002ae1c2f6b3382669f999904f72ca397f8fa1dc457fc3618bc72fdd2985c7f
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,EXTERNAL-K2-FIXED,2,0.008227712564204437,0.08808570275763256,0.04400014877319336,10.685999227146478,7.150221851225696,30.419940447090152,0.0,0.0624544259588347,,,1636,6279,31202,4838,1369,27322,True,a9d983ca88df0add718985a133198bcc3abe75f04994c3d549e1ded274c61b15;3d5586cffde4e67e7a44f47b030339a27064f7f27aeba8fe72d3ad6d376d6cd3
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,PAIRED-K4,2,0.009800793806984318,0.41395857426870336,0.26399970054626465,13.90822505721559,7.7419361747825075,34.21699981722356,0.0,0.06845943055767681,,,1816,6899,33104,6343,1686,33401,True,2090e71b7d90b7ad5bd59ee5bf3c523b9ebe4673a947ae9bc0d6f1a92f85c35e;b6f38a27a3a89b14229e7fda6e8f12c83f42d91977d3c42b8366d18be423365d
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,PAIRED-K4-FACTORED,2,0.009800793806984318,0.4186030166703129,0.28600001335144043,12.24869650687908,6.55629228878163,34.21699981722356,0.0,0.06845943055767681,,,1816,7044,33788,0,0,0,True,5b863138b7ed78b6a0fc7776deb3bbb159356ed47a534011438e0b203a343947;ea2bcbe2863ec6829dd4ce3c5d0e457996fc5f32497b02f2fbba560b24bee50d
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,C6-HGA-FULL-K4,4,0.00980079380698434,0.15213294099630587,,,,,,,,,,,,,,,True,
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,C6-SIBLING-CORE,4,0.00980079380698434,0.15213294099630587,,,,,,,,,,,,,,,True,
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,C6-SIBLING-CORE-FACTORED,4,0.00980079380698434,0.15213294099630587,,,,,,,,,,,,,,,True,
round39_small_medium_V10_M2_Q20_slot05_seed968549317,ST-K2-P-CORE,1,0.03729522289039283,0.2628293958703398,0.11100006103515625,13.93850510076609,10.006595499700936,37.5781905952139,0,0.8575740021010354,549,0,1007,5265,33098,4842,906,34831,True,5c1b2a412c3ba8e69c40e9de2d5d986a454946769adcf8bc92c4c4c02be3616e
round39_small_medium_V10_M2_Q20_slot05_seed968549317,ST-K4-P-CORE,1,0.04843963411746698,0.4742917841215351,0.23799991607666016,13.946613098631415,9.21714493475498,42.431139481738214,0,0.5257693234044881,1281,0,1247,6095,35637,6119,1207,40658,True,99a16ce5d46e4eb60656b05adb938693d6effd7027f18c7863396ce81515c954
round39_small_medium_V10_M2_Q20_slot05_seed968549317,ST-K4-P-CORE-HIERARCHICAL,1,0.04843963411746698,0.5087652984126373,0.23799991607666016,13.946613098631415,9.21714493475498,42.43113948173821,0,0.5257693234044879,1613,0,1249,6098,35645,0,0,0,True,8ec255c3093321b134d97901aa5cadeb4ffab19bc0e9e989e8c556add33807bb
round39_small_medium_V10_M2_Q20_slot05_seed968549317,EXTERNAL-K2-FIXED,2,0.03729522289039286,0.21452972694943467,0.08899998664855957,15.171883398408392,8.455644776444979,38.672789727019754,0.0,0.4537589098518754,,,1774,9703,63978,7933,1452,59478,True,4565d86401f012142cc196918e52fbde9d28d65df91364cdb1a52d4fe77d055d;a3ce6808ad7208a3e0eb7067ecbd974c44336c9fdc492f8e19c8df6f17fd9ba4
round39_small_medium_V10_M2_Q20_slot05_seed968549317,PAIRED-K4,2,0.04843963411746697,0.9794260071579004,0.5090000629425049,12.997329987654373,8.6472719329722,45.35331899699156,0.0,0.5466282558648878,,,2014,10533,66517,9908,1873,67398,True,d73f8a52988f28a639e175d92714f6d9329f1733d8a454e96acb47ff0c81d7b1;b114e11f5fdb6437a046866c0bbc1bc53a02f91f6a644ba8df79642b4f3d6f80
round39_small_medium_V10_M2_Q20_slot05_seed968549317,PAIRED-K4-FACTORED,2,0.04843963411746699,0.8416941141668617,0.4720001220703125,14.004925697756896,8.869333800159163,46.60060717129659,0.0,0.5605274094269826,,,2014,10742,67469,0,0,0,True,c5bbba5973ba043f9bcd47cc3372ad2d2858a33e16cb24aab79310cb12a2baf4;37af7d6b7d601ca7856b690ba718af0d0cefd087cec6b552f178b72cdac5227f
round39_small_medium_V10_M2_Q20_slot05_seed968549317,C6-HGA-FULL-K4,4,0.048439634117466955,0.3936603247207596,,,,,,,,,,,,,,,True,
round39_small_medium_V10_M2_Q20_slot05_seed968549317,C6-SIBLING-CORE,4,0.048439634117466955,0.3936603247207596,,,,,,,,,,,,,,,True,
round39_small_medium_V10_M2_Q20_slot05_seed968549317,C6-SIBLING-CORE-FACTORED,4,0.048439634117466955,0.3936603247207596,,,,,,,,,,,,,,,True,
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,ST-K2-P-CORE,1,0.5068130024457618,0.07967560205476537,0.056999921798706055,5.55894845428415,4.578746607364105,28.660458187726142,0,3.7983563340429716,571,0,709,3472,18934,1835,623,8426,True,d67c8271129f33d3dc16bc1adf2817363c8779841c2545d337cccc0d40bbec83
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,ST-K4-P-CORE,1,0.6522161642626301,0.14701588797055196,0.07800006866455078,5.7996733189226175,4.778458790413439,8.70335399575471,0,0,928,0,937,4260,21340,2764,909,11247,True,c552fb83a691b641da212b2993b6b7804cd3a4c195c13cfc0dcf85f5750bc2c5
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,ST-K4-P-CORE-HIERARCHICAL,1,0.65221616426263,0.1500704997192296,0.07500004768371582,5.7996733189226175,4.778458790413439,8.703353995754645,0,0,953,0,939,4263,21348,0,0,0,True,a0bbf90917f19b98414c6be0c6ee745d0656f86ed4b352a00ff250c53601143a
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,EXTERNAL-K2-FIXED,2,0.5068130024457618,0.056470091190385666,0.031000137329101562,5.55894845428415,4.578746607364106,27.34613261958537,0.0,1.978991298908206,,,1190,6156,35844,2526,879,12524,True,6563f32ec80684db019911ac2adc6bde82a8a2955c898180ebfc8dc8b499705c;407b9b8eecd847de90dff9e695e653dacec1471e93bfe43129e032daf9662969
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,PAIRED-K4,2,0.65221616426263,0.1624841687224341,0.10299992561340332,5.799673318922618,4.778458790413439,11.094809351439045,0.0,0.3496631928231343,,,1418,6944,38250,3983,1299,18417,True,6e7cb4de925aae2935ded791996b7ff6f385c415b9f30d4e4a11ee855e9df650;9f567f7db38ab4b55d6e299e21298b059ba7b96ea2ece4f4f94ad64c6b865e02
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,PAIRED-K4-FACTORED,2,0.65221616426263,0.15076922760513034,0.10099983215332031,5.799673318922618,4.778458790413439,11.094809351439098,0.0,0.3496631928231381,,,1418,7160,39462,0,0,0,True,9646f15d2df1084f5e63d2bba515a09fca60882c8a191ddec21201b491581fc6;911c7e9a4ca07bc763dd3ab3491824b2b2a44bc61ab69f3d5c0f53baf0b11edc
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,C6-HGA-FULL-K4,4,0.65221616426263,0.14888858857425558,,,,,,,,,,,,,,,False,
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,C6-SIBLING-CORE,4,0.65221616426263,0.14888858857425558,,,,,,,,,,,,,,,False,
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,C6-SIBLING-CORE-FACTORED,4,0.65221616426263,0.14888858857425558,,,,,,,,,,,,,,,False,
round39_small_hard_V10_M1_Q20_slot01_seed561355351,ST-K2-P-CORE,1,0.5170475184740034,0.10736485179241657,0.04999995231628418,5.854660170832337,4.614973968021452,25.758809494164293,0,3.4276966351222318,672,0,691,3403,18895,2155,605,11458,True,5c600751e9ca9e7dc326c8a8400650c0f7acca32cf29a6c63ad70b47c3280d6b
round39_small_hard_V10_M1_Q20_slot01_seed561355351,ST-K4-P-CORE,1,0.6408574353699372,0.19711286400698352,0.12099981307983398,5.190675985157545,3.9372500838101843,17.498520004259547,0,0,964,0,907,4149,21175,3065,876,13903,True,13026f86d6c171d68a49fb61c1a6455b461b1c3ff49fc704be5f022871774b4a
round39_small_hard_V10_M1_Q20_slot01_seed561355351,ST-K4-P-CORE-HIERARCHICAL,1,0.6408574353699372,0.1988337806369314,0.10699987411499023,5.190675985157545,3.9372500838101843,17.498520004259547,0,0,964,0,909,4152,21183,0,0,0,True,c889d21e753b79e14a8bac6cce5217686c7dbd284e8ba323c87ab456d6939a4d
round39_small_hard_V10_M1_Q20_slot01_seed561355351,EXTERNAL-K2-FIXED,2,0.5170475184740037,0.07903409642511497,0.039999961853027344,5.854660170832339,4.614973968021454,28.931800022243475,0.0,2.048362232304568,,,1166,6060,35787,3227,870,18788,True,520172608f4fe589fcf5bff891e3f183bf0c6baa99330886717344dfaa4d9b90;a2afdeaf19641a9f0454ea456044867915ca4c0ca25e314bea88f76d82c9f926
round39_small_hard_V10_M1_Q20_slot01_seed561355351,PAIRED-K4,2,0.6408574353699371,0.18429848828305667,0.09099984169006348,5.190675985157545,3.937250083810184,18.467801548625957,0.0,0.8869121761334633,,,1382,6806,38067,4632,1258,24688,True,c7ecf5f1aaedd33710e3dd5e421dde4401f8f67dde6fcbc5bc40de67f32e518a;82488bdf3b0a711cda3332a97b851fdbca8a17162025876b31774154582a729f
round39_small_hard_V10_M1_Q20_slot01_seed561355351,PAIRED-K4-FACTORED,2,0.6408574353699374,0.18588038204276486,0.11099982261657715,5.190675985157546,3.9372500838101856,18.298901803263835,0.0,0.8868060082805489,,,1382,7018,39161,0,0,0,True,72a5d83471a5338840e121dc65adbe1012f8781a84635a55edbc6068818fe00b;61b43413df252b36c81326fd9ac9f21196f5533c90bfcc1a2bcf614e71058cfb
round39_small_hard_V10_M1_Q20_slot01_seed561355351,C6-HGA-FULL-K4,4,0.6408574353699373,0.1614665417560739,,,,,,,,,,,,,,,False,
round39_small_hard_V10_M1_Q20_slot01_seed561355351,C6-SIBLING-CORE,4,0.6408574353699373,0.1614665417560739,,,,,,,,,,,,,,,False,
round39_small_hard_V10_M1_Q20_slot01_seed561355351,C6-SIBLING-CORE-FACTORED,4,0.6408574353699373,0.1614665417560739,,,,,,,,,,,,,,,False,
round39_small_hard_V12_M3_Q20_slot07_seed621538683,ST-K2-P-CORE,1,0.0518280102056287,1.7882153337873372,0.687000036239624,18.279841445758407,14.759361507290466,15.00442879472158,0,0.5563144898560499,1330,0,1676,17529,169548,16354,1543,165406,True,7cf2305e8826ec6678222d6e4ca53f72abec9c490b097e28e1843380811255cb
round39_small_hard_V12_M3_Q20_slot07_seed621538683,ST-K4-P-CORE,1,0.05182801020562817,3.2457680192772136,1.1120002269744873,18.6855032703824,15.285680321186083,21.243060941843225,0,0.5850893772623937,1588,0,1948,18471,172426,17506,1884,168624,True,bb5a3f595c356fb57cc683d431c911fc4d19e1da321b4fbfea843c4f3ff25c63
round39_small_hard_V12_M3_Q20_slot07_seed621538683,ST-K4-P-CORE-HIERARCHICAL,1,0.051828010205626766,3.3397945017992834,1.1480000019073486,19.059335451844305,16.171830220991684,21.243060941842973,0,0.5850893772623869,1719,0,1950,18474,172434,0,0,0,True,a20c7cca60479706664ac48f86acd2aacabb40013b8d3aa0494d2a02effcf9bc
round39_small_hard_V12_M3_Q20_slot07_seed621538683,EXTERNAL-K2-FIXED,2,0.0518280102056282,1.6521584647330105,0.6560001373291016,18.630238840077446,15.180749091062689,12.480436015166374,0.0,0.29021673886890426,,,3080,34116,336567,31265,2654,325013,True,c8dfb7636c80e4240c7986bd2cabf0fdc162a88ce0b8062e653566876303b6f7;501df27fcba82ec5ade1541adbee3a17709eb918eccac46d419b31b85a6d7adb
round39_small_hard_V12_M3_Q20_slot07_seed621538683,PAIRED-K4,2,0.051828010205628675,3.0662404108361416,1.1419997215270996,18.774772876473396,15.612742123701675,19.81898902942537,0.0,0.5563144898560511,,,3352,35058,339445,33027,3152,331348,True,411f8bd9c4eb903856fc5e227730a62203c2030282c122249cfe7d6074fdd8a0;744e971e58b5b46c9f475e8f6365d26fdb8fbec3feb60bf1e01d283228e0c746
round39_small_hard_V12_M3_Q20_slot07_seed621538683,PAIRED-K4-FACTORED,2,0.05183336577307991,3.2387390223663663,1.188000202178955,18.76947992554583,15.494362692164477,22.326116788438686,0.0,0.6138941770434554,,,3352,35358,340984,0,0,0,True,046807f61f86f8dfbdb2871e17178cc35b071ea989c8159f702636ec5a24ec32;12a0caca805841d32eeec9d2f2617f82bf3d66f5f10a1b282947443a95730ba2
round39_small_hard_V12_M3_Q20_slot07_seed621538683,C6-HGA-FULL-K4,4,0.05182801020562822,1.670289581679181,,,,,,,,,,,,,,,True,
round39_small_hard_V12_M3_Q20_slot07_seed621538683,C6-SIBLING-CORE,4,0.05182801020562822,1.670289581679181,,,,,,,,,,,,,,,True,
round39_small_hard_V12_M3_Q20_slot07_seed621538683,C6-SIBLING-CORE-FACTORED,4,0.05182801020562822,1.670289581679181,,,,,,,,,,,,,,,True,
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,ST-K2-P-CORE,1,0.09399500766227341,1.7880537381544872,0.619999885559082,16.9507315510321,11.449611401436913,22.947805468027234,0,1.2053799338277231,1383,0,1676,17529,169845,16499,1547,167096,True,1693154241130c30f9715276f1ba5af8435f0d27991a51aa498f59ba5391f722
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,ST-K4-P-CORE,1,0.09394825539359321,3.3928322483639684,1.2009999752044678,15.85157999962334,13.121412375054424,36.96052600575957,0,1.2971149238703534,1537,0,1948,18471,172726,17813,1888,171215,True,4a54c1b8f4022f94012e89c67c53f4ca7ad168440cda72ff0a1bb89535ec563a
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,ST-K4-P-CORE-HIERARCHICAL,1,0.09394825539359321,3.382363939972837,1.2100000381469727,16.357352776224158,13.14107528560819,36.96052600575957,0,1.2971149238703534,1887,0,1950,18474,172734,0,0,0,True,a190e58b24fc37e703c15e9ae8bfb23ee35cf2557b035897cb92a365827910b2
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,EXTERNAL-K2-FIXED,2,0.09400772248668592,2.1360494517122564,0.8159999847412109,18.448052689146994,14.034203241274144,18.71305411251835,0.0,0.5744974497060272,,,3080,34116,337161,31504,2673,327610,True,d18f5694f71e75f4c88db8c8dbb7a965f9ba1f50fbc4ea3d51e8ff7d6f271d97;42211c0ca11817d0945e315112f79f7edd8e51a04b9f7f83a7585e511346e5d5
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,PAIRED-K4,2,0.09397490915279678,4.115999390684461,1.3630001544952393,17.172093107910154,13.514974762251487,35.76283638803486,0.0,1.244543570917382,,,3352,35058,340042,33286,3162,334196,True,16725133f0dfd2ed0f220e9ff5aecb47cb4de51eab603bdf47cc5ed063647a2f;d29c0fce3c6434d446dcf4c4b13aa968be1d099592f2d65ae623f14031bbbb0e
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,PAIRED-K4-FACTORED,2,0.09394825539359322,3.2949993015874792,1.2020001411437988,15.647058256243938,12.841870650180137,32.99540597274333,0.0,1.1327055594274698,,,3352,35357,341556,0,0,0,True,544757db881e030f27ab27e3daf6b192b63527dcc63e331df50e9f38fb44cccf;afd8b80e3e59b01bd82db5ab5e63efc4fcaae68e50cfd04bae2c46b8e0aeaef3
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,C6-HGA-FULL-K4,4,0.09394825539359326,1.757045858017125,,,,,,,,,,,,,,,True,
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,C6-SIBLING-CORE,4,0.09394825539359326,1.757045858017125,,,,,,,,,,,,,,,True,
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,C6-SIBLING-CORE-FACTORED,4,0.09394825539359326,1.757045858017125,,,,,,,,,,,,,,,True,
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,ST-K2-P-CORE,1,0.15858790015822435,0.19242124793947774,0.0839998722076416,18.07831753925782,12.914752236431468,26.674388109147277,0,1.7004445835006026,858,0,1263,6897,45334,3202,1153,15985,True,439e4aa5ff0fff49ad2614397cb235d76ed37c7bc3f4775dde639d51585066d1
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,ST-K4-P-CORE,1,0.16198301142887558,0.2663386943097179,0.11999988555908203,17.23052410703524,11.6896295576481,37.93173935656654,0,1.707128451199532,768,0,1487,7671,47698,4195,1434,18725,True,cea1fa5755bb1d39868f0434a9c4ce5cf4108b0e1b6da7cae906d5fbf524418c
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,ST-K4-P-CORE-HIERARCHICAL,1,0.16198301142887558,0.26636246013980625,0.12199997901916504,17.23052410703524,11.6896295576481,37.93173935656654,0,1.707128451199532,768,0,1489,7674,47706,0,0,0,True,4a2556a0ba5be879c1a14742e402cb30eea017abf5a7ccbc44c70b670b4040aa
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,EXTERNAL-K2-FIXED,2,0.1585879001582244,0.19888647930118802,0.08799982070922852,18.109916193409177,13.577849990600956,23.838914826268756,0.0,0.8888422029908196,,,2302,13020,88591,5088,1962,25738,True,47de59ed64a2251e296e6868d1fac029373faa085e2205d4ab28d153a7581a40;df855ccf650a026098a450d580c1f732d1918ab3de78d04ef08e1c16709a815f
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,PAIRED-K4,2,0.16198301142887564,0.49717055909167934,0.2890000343322754,16.558092359091564,12.258308956211984,43.58886169354331,0.0,1.9309879373157646,,,2526,13794,90955,6513,2363,29704,True,b5967c2a8ea879486227f94daccae4c28f5b9afb5f8e828c0a2b863cd45b1f3b;201f92a689ea589f098dc58de792de9f677a2e439ba5a1a1eec7dd366329cb6b
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,PAIRED-K4-FACTORED,2,0.16198301142887564,0.3767762093307591,0.19299983978271484,17.24188234850537,12.75046876440576,36.77042774056123,0.0,1.62776912575753,,,2526,14006,92049,0,0,0,True,cf8ef8ab33fde23a18ceb153ed4808be6ff05ac5dfd75daf3c426233848a4d1a;0c6c8490e3e6b53dbd0081914a281cd037bbf70af43bc7420c57ed78d3ea5e45
