candidate,development_rows,complete_development_panel,false_certificates,certificate_regressions,catastrophic_regressions,geometric_mean_work_ratio,geometric_mean_shifted_time_ratio,major_fragmentation_work_ratio,major_fragmentation_shifted_time_ratio,strong_positive_work_ratio,strong_positive_shifted_time_ratio,mean_model_nonzeros,development_gate_passed,lexicographic_rank
PAIRED-K4,10,True,0,0,1,inf,0.8968175968542079,1.0600127719417698,1.0506921616818417,1.4112357279368644,1.459460176861388,166368.1,False,1
PAIRED-K4-FACTORED,10,True,0,0,1,inf,0.9227178008818366,1.1339389204709134,1.114984274768794,1.3422320982368074,1.3315340322191849,167556.2,False,2
ST-K4-P-CORE-HIERARCHICAL,10,True,0,0,2,inf,0.8315049941715087,0.4262417573627321,0.4098404250536869,1.5701045949543162,1.5702429750994957,85528.8,False,3
ST-K4-P-CORE,10,True,0,0,2,inf,0.888905305705638,0.7808483589798817,0.7500589263325085,1.3298460243911783,1.2989995142186974,85520.8,False,4
C6-SIBLING-CORE-FACTORED,10,True,0,1,1,1.021895871484729,1.0412592702610028,0.9629994785957818,1.0000282501429767,1.4218168500268829,1.5081784700403968,113533.3,False,5
C6-SIBLING-CORE,10,True,0,1,1,1.0280198922904422,1.0194772118374713,1.031932284142578,1.0000117595699884,1.4892958025440919,1.4684621801279387,113870.2,False,6
