round_id,experiment_group,serial_order,diagnostic_role,instance_id,arm,run_id,kind,executable_sha256,process_cap_seconds,status,objective,valid_lower_bound,verified_upper_bound,strict_certificate,original_problem_verifier_passed,parameter_roundtrip_valid,false_certificate,exact_phase_seconds,total_process_seconds,solver_work,solver_nodes,independent_integer_proof_jobs,native_optimize_calls,model_sha256,model_variables,model_binary_variables,model_integer_variables,model_continuous_variables,model_linear_constraints,model_nonzeros,model_general_constraints,model_build_seconds,model_read_seconds,selector_variables,perspective_variables,root_lp_bound,presolved_rows,presolved_columns,presolved_nonzeros,sibling_pairs_considered,sibling_pairs_coalesced,sibling_replaced_leaf_count,sibling_atomic_coverage_events,sibling_fallback_events,sibling_unresolved_union_count,coverage_valid,lifecycle_complete
42,development,2,largest_easy_p_grb_win,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,ST-K2-P-CORE,static__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__st-k2-p-core-reference__mip__development_same_k,static-single-tree,82178ffbbb8106c06661fcec8fd57ce7fe63b1fb9b6340b9d85bd269fc013fbe,1800.0,optimal,0.021337006039780566,0.02133700603978058,0.021337006039780566,True,True,True,False,9.608178500000001,14.7999994,17.310078979004654,75.0,1,1,1814d484efc740ca1c59753d2644200a2130ad186f62e248c6fae6b2387f82f0,1682,610,120,952,17555,170479,711,0.2226965,0.0462692,2,274,0.02133700603978058,14616,1442,151197,0,0,0,0,0,0,True,True
42,development,2,largest_easy_p_grb_win,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,ST-K4-P-CORE,static__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__st-k4-p-core__mip__development_family_a_base,static-single-tree,82178ffbbb8106c06661fcec8fd57ce7fe63b1fb9b6340b9d85bd269fc013fbe,1800.0,optimal,0.021337006039780566,0.021337006039780573,0.021337006039780566,True,True,True,False,11.5264083,16.8238946,21.510599633060185,96.0,1,1,bf854b61e5154ece888f96fe2edf97c9a169ff42b45057a799bad00995dc4f18,1958,612,120,1226,18511,173405,1424,0.2449499,0.0497335,4,548,0.021337006039780573,16756,1643,185508,0,0,0,0,0,0,True,True
42,development,2,largest_easy_p_grb_win,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,ST-K4-P-CORE-HIERARCHICAL,static__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__st-k4-p-core-hierarchical__mip__development_family_a_hierarchical,static-single-tree,82178ffbbb8106c06661fcec8fd57ce7fe63b1fb9b6340b9d85bd269fc013fbe,1800.0,optimal,0.021337006039780566,0.021337006039780598,0.021337006039780566,True,True,True,False,10.593197700000001,15.769242,19.55646959556115,65.0,1,1,3b7c95cfe9e53e37159f2a7830e182a56a12c1796a093065325fb90ca0fdb15a,1960,614,120,1226,18514,173413,1424,0.2461401,0.0495486,4,548,0.021337006039780598,0,0,0,0,0,0,0,0,0,True,True
42,development,2,largest_easy_p_grb_win,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,PAIRED-K4,composite__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__paired-k4__mip__development_family_b_base,fixed-external-block-cover,82178ffbbb8106c06661fcec8fd57ce7fe63b1fb9b6340b9d85bd269fc013fbe,per-component,optimal,0.021337006039780566,0.02133700603978058,0.021337006039780566,True,True,True,False,11.9219437,22.1747778,21.02858186396334,76.0,2,2,e9f0fefe05a6fa6dc5839fdce1725dd05171404095eeb35618a0222ea170fa3f;3a9f1f6fb72e23fabae89099aa38c344b074703771a89bcf8ab108e47bc15abb,3364,1220,240,1904,35111,341318,1424,0.4522428,0.0939778,,,,,,,0,0,0,0,0,0,True,True
42,development,2,largest_easy_p_grb_win,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,PAIRED-K4-FACTORED,composite__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__paired-k4-factored__mip__development_family_b_factored,fixed-external-block-cover,82178ffbbb8106c06661fcec8fd57ce7fe63b1fb9b6340b9d85bd269fc013fbe,per-component,optimal,0.021337006039780566,0.021337006039780587,0.021337006039780566,True,True,True,False,15.4904516,26.1102857,26.44953426142451,150.0,2,2,aedcc62230491918309e6edb3cea3ae55315256a67251a5ea782ab21791bc40f;3b59756a64f88c41436bae980619df41a2820fd3e797555231264d920974e3e5,3364,1220,240,1904,35412,342702,822,0.48111170000000003,0.1007358,,,,,,,0,0,0,0,0,0,True,True
42,development,2,largest_easy_p_grb_win,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,C6-SIBLING-CORE,c6__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__sibling-core__development_family_c_base,external-c6,82178ffbbb8106c06661fcec8fd57ce7fe63b1fb9b6340b9d85bd269fc013fbe,1800.0,optimal,0.021337006039780566,0.02133700603978029,0.021337006039780566,True,True,True,False,25.3676694,30.5170636,45.672034959220944,63.0,5,18,6f870b3c0ad762a2ec4fd32b7ce43359c7757a210b700fec808715e0b942c71e,1682,,,,18268,177863,712,2.7153406,0.5685369999999998,2,274,,,,,1,1,2,1,0,0,True,True
42,development,2,largest_easy_p_grb_win,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,C6-SIBLING-CORE-FACTORED,c6__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__sibling-core-factored__development_family_c_factored,external-c6,82178ffbbb8106c06661fcec8fd57ce7fe63b1fb9b6340b9d85bd269fc013fbe,1800.0,optimal,0.021337006039780566,0.021337006039780566,0.021337006039780566,True,True,True,False,25.1299467,30.2999647,45.501163505023484,74.0,5,18,80504e3f01ad1dcd559ffe5930059ba183bda8367c4b38aa1c674f5779773c7a,1682,,,,18117,177447,410,2.7100780999999996,0.5557939,2,274,,,,,1,1,2,1,0,0,True,True
42,development,3,major_fragmentation_regression,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,C6-HGA-FULL-K4,c6__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__c6-reference__development_reference,external-c6,82178ffbbb8106c06661fcec8fd57ce7fe63b1fb9b6340b9d85bd269fc013fbe,1800.0,optimal,0.04500155005562836,0.04500155005562773,0.04500155005562836,True,True,True,False,1777.8405546,1780.0877956,3898.9906576297453,31176.0,8,22,,0,,,,0,0,0,2.955483,0.6120166,0,0,,,,,0,0,0,0,0,0,True,True
42,development,3,major_fragmentation_regression,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,C6-K1-SINGLE,c6__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k1-single-reference__development_k1_reference,external-c6,82178ffbbb8106c06661fcec8fd57ce7fe63b1fb9b6340b9d85bd269fc013fbe,1800.0,optimal,0.04500155005562836,0.04500155005562837,0.04500155005562836,True,True,True,False,1348.002344,1350.3499899,3052.419542372892,37107.0,1,2,,0,,,,0,0,0,0.2277764,0.0454692,0,0,,,,,0,0,0,0,0,0,True,True
42,development,3,major_fragmentation_regression,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,EXTERNAL-K2-FIXED,composite__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__external-k2-fixed__mip__development_same_k,fixed-external-block-cover,82178ffbbb8106c06661fcec8fd57ce7fe63b1fb9b6340b9d85bd269fc013fbe,per-component,optimal,0.04500155005562836,0.04500155005562834,0.04500155005562836,True,True,True,False,1689.4766614,1693.8593501,3842.4011490636367,44067.0,2,2,1fd4e5c5c7ad41aeffaa3fd8d5989b794715cba5a6d66cc7f56ae9eef5546d72;b9cf8de6874d01d043fc989f69a2bef90820b31a1a9f5e22328f8a89b13b16c0,3088,1218,240,1630,34156,338392,712,0.4443054,0.09832199999999999,,,,,,,0,0,0,0,0,0,True,True
42,development,3,major_fragmentation_regression,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,ST-K2-P-CORE,static__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__st-k2-p-core-reference__mip__development_same_k,static-single-tree,82178ffbbb8106c06661fcec8fd57ce7fe63b1fb9b6340b9d85bd269fc013fbe,1800.0,optimal,0.04500155005562836,0.04500151340415274,0.04500155005562836,True,True,True,False,761.6412437,763.7945206,1738.4051548458615,17047.0,1,1,98bbf2251e0cea65298748de77af31afc3ebc806184f6425870b0657c847ff79,1682,610,120,952,17554,170467,712,0.2322877,0.0494999,2,274,0.04500151340415274,16128,1448,168364,0,0,0,0,0,0,True,True
42,development,3,major_fragmentation_regression,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,ST-K4-P-CORE,static__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__st-k4-p-core__mip__development_family_a_base,static-single-tree,82178ffbbb8106c06661fcec8fd57ce7fe63b1fb9b6340b9d85bd269fc013fbe,1800.0,optimal,0.04500155005562836,0.04500155005562836,0.04500155005562836,True,True,True,False,1333.2352365,1335.4221889,3044.5204566880766,31581.0,1,1,ec8c0577b70c660bfdf5fb88f5bc167062981cf82ff9bf933c202418de8088dc,1958,612,120,1226,18510,173390,1430,0.2555737,0.0742578,4,548,0.04500155005562836,17552,1711,181963,0,0,0,0,0,0,True,True
42,development,3,major_fragmentation_regression,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,ST-K4-P-CORE-HIERARCHICAL,static__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__st-k4-p-core-hierarchical__mip__development_family_a_hierarchical,static-single-tree,82178ffbbb8106c06661fcec8fd57ce7fe63b1fb9b6340b9d85bd269fc013fbe,1800.0,optimal,0.04500155005562836,0.04500155005562777,0.04500155005562836,True,True,True,False,728.0407690000001,730.3574409,1661.9126298489773,17906.0,1,1,bd020e4e411fc2413d5f5dd522bf45e1b35a9dbc52c571f73d9aec26ab8d8ece,1960,614,120,1226,18513,173398,1430,0.2722524,0.0526981,4,548,0.04500155005562777,0,0,0,0,0,0,0,0,0,True,True
42,development,3,major_fragmentation_regression,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,PAIRED-K4,composite__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__paired-k4__mip__development_family_b_base,fixed-external-block-cover,82178ffbbb8106c06661fcec8fd57ce7fe63b1fb9b6340b9d85bd269fc013fbe,per-component,optimal,0.04500155005562836,0.04500155005562709,0.04500155005562836,True,True,True,False,1868.0138276,1872.4513917,4132.979894769171,38523.0,2,2,29f7ab296a63a1fa439769fba3a3853ee5f5abd7eab99bb4ad34aeacf63ddf29;b982c2230b4a8f288e0f3df91221282650869fae7b9db89a6cc98673b291c237,3364,1220,240,1904,35112,341315,1430,0.4928581,0.1033458,,,,,,,0,0,0,0,0,0,True,True
42,development,3,major_fragmentation_regression,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,PAIRED-K4-FACTORED,composite__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__paired-k4-factored__mip__development_family_b_factored,fixed-external-block-cover,82178ffbbb8106c06661fcec8fd57ce7fe63b1fb9b6340b9d85bd269fc013fbe,per-component,optimal,0.04500155005562836,0.04500155005562742,0.04500155005562836,True,True,True,False,1982.3792457,1986.9308426,4421.21725723885,41418.0,2,2,235932bae49c2c36c86025a19027df47f49d5b768cc1f008fa59ba9ecdf4e83e;128bdaa171e166cdc1c04493831b72e100917b76cd1611d3c2f441b67c5042f7,3364,1220,240,1904,35414,342713,826,0.5044835,0.0995971,,,,,,,0,0,0,0,0,0,True,True
42,development,3,major_fragmentation_regression,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,C6-SIBLING-CORE,c6__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__sibling-core__development_family_c_base,external-c6,82178ffbbb8106c06661fcec8fd57ce7fe63b1fb9b6340b9d85bd269fc013fbe,1800.0,round31_c6_external_gini_tree_time_limit,0.04500155005562836,0.04377394273191689,0.04500155005562836,False,True,True,False,1777.861473,1780.0782503,4023.494335178435,35070.0,4,20,29f7ab296a63a1fa439769fba3a3853ee5f5abd7eab99bb4ad34aeacf63ddf29;0f06eeb54de4d238335abf0de07b944aef05018498b7dbf57da9cbdc8b7d8429,3364,,,,36546,355422,1432,3.3515388,0.7039605999999998,4,548,,,,,2,2,4,2,0,1,True,True
42,development,3,major_fragmentation_regression,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,C6-SIBLING-CORE-FACTORED,c6__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__sibling-core-factored__development_family_c_factored,external-c6,82178ffbbb8106c06661fcec8fd57ce7fe63b1fb9b6340b9d85bd269fc013fbe,1800.0,round31_c6_external_gini_tree_time_limit,0.04500155005562836,0.04433673402243171,0.04500155005562836,False,True,True,False,1777.8908071,1780.0811902,3754.725970347269,33743.0,4,20,235932bae49c2c36c86025a19027df47f49d5b768cc1f008fa59ba9ecdf4e83e;532639990819263ae2ed745661c945debe4174cc52a4269861453d04b4b4c5d1,3364,,,,36242,354588,824,3.3731218,0.6892678999999999,4,548,,,,,2,2,4,2,0,1,True,True
42,development,4,additional_medium_c6_win,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,C6-HGA-FULL-K4,c6__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__c6-reference__development_reference,external-c6,82178ffbbb8106c06661fcec8fd57ce7fe63b1fb9b6340b9d85bd269fc013fbe,1800.0,optimal,0.023397909764811306,0.023397909764811306,0.023397909764811306,True,True,True,False,2.8646337,3.9779108,3.407074912530055,241.0,6,18,,0,,,,0,0,0,0.31923630000000003,0.05634010000000001,0,0,,,,,0,0,0,0,0,0,True,True
42,development,4,additional_medium_c6_win,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,C6-K1-SINGLE,c6__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__k1-single-reference__development_k1_reference,external-c6,82178ffbbb8106c06661fcec8fd57ce7fe63b1fb9b6340b9d85bd269fc013fbe,1800.0,optimal,0.023397909764811306,0.02339790976481131,0.023397909764811306,True,True,True,False,1.7751603,2.9274727,2.2719420251745115,509.0,1,2,,0,,,,0,0,0,0.0261716,0.0049276,0,0,,,,,0,0,0,0,0,0,True,True
42,development,4,additional_medium_c6_win,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,EXTERNAL-K2-FIXED,composite__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__external-k2-fixed__mip__development_same_k,fixed-external-block-cover,82178ffbbb8106c06661fcec8fd57ce7fe63b1fb9b6340b9d85bd269fc013fbe,per-component,optimal,0.023397909764811306,0.02339790976481148,0.023397909764811306,True,True,True,False,2.2074894,4.5333856,2.8773933717564564,304.0,2,2,a9d983ca88df0add718985a133198bcc3abe75f04994c3d549e1ded274c61b15;3d5586cffde4e67e7a44f47b030339a27064f7f27aeba8fe72d3ad6d376d6cd3,1636,618,160,858,6279,31202,327,0.0625146,0.0114661,,,,,,,0,0,0,0,0,0,True,True
42,development,4,additional_medium_c6_win,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,ST-K2-P-CORE,static__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__st-k2-p-core-reference__mip__development_same_k,static-single-tree,82178ffbbb8106c06661fcec8fd57ce7fe63b1fb9b6340b9d85bd269fc013fbe,1800.0,optimal,0.023397909764811306,0.023397909764811348,0.023397909764811306,True,True,True,False,1.7505464,2.8934642,2.2881390457967505,439.0,1,1,5cafb2bccd4d0261d67561d0cb96bcb8acbc640112b78707166a5a81651f346f,908,310,80,518,3449,16433,327,0.0373927,0.006535,2,178,0.023397909764811348,1866,576,12761,0,0,0,0,0,0,True,True
42,development,4,additional_medium_c6_win,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,ST-K4-P-CORE,static__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__st-k4-p-core__mip__development_family_a_base,static-single-tree,82178ffbbb8106c06661fcec8fd57ce7fe63b1fb9b6340b9d85bd269fc013fbe,1800.0,optimal,0.023397909764811306,0.023397909764811344,0.023397909764811306,True,True,True,False,2.2609566,3.3461349,2.9992990229646397,492.0,1,1,1836c1ba348e2150f00bd501701efb2d64220556356b664589182b83337e3adc,1088,312,80,696,4069,18335,655,0.0467653,0.0085284,4,356,0.023397909764811344,2354,665,15817,0,0,0,0,0,0,True,True
42,development,4,additional_medium_c6_win,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,ST-K4-P-CORE-HIERARCHICAL,static__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__st-k4-p-core-hierarchical__mip__development_family_a_hierarchical,static-single-tree,82178ffbbb8106c06661fcec8fd57ce7fe63b1fb9b6340b9d85bd269fc013fbe,1800.0,optimal,0.023397909764811306,0.023397909764811323,0.023397909764811306,True,True,True,False,1.3822253,2.4611581,1.6549253618476893,381.0,1,1,a002ae1c2f6b3382669f999904f72ca397f8fa1dc457fc3618bc72fdd2985c7f,1090,314,80,696,4072,18343,655,0.0477043,0.008295,4,356,0.023397909764811323,0,0,0,0,0,0,0,0,0,True,True
42,development,4,additional_medium_c6_win,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,PAIRED-K4,composite__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__paired-k4__mip__development_family_b_base,fixed-external-block-cover,82178ffbbb8106c06661fcec8fd57ce7fe63b1fb9b6340b9d85bd269fc013fbe,per-component,optimal,0.023397909764811306,0.023397909764811452,0.023397909764811306,True,True,True,False,2.0626916,4.4452574,2.6951164943134103,275.0,2,2,2090e71b7d90b7ad5bd59ee5bf3c523b9ebe4673a947ae9bc0d6f1a92f85c35e;b6f38a27a3a89b14229e7fda6e8f12c83f42d91977d3c42b8366d18be423365d,1816,620,160,1036,6899,33104,655,0.07708090000000001,0.0142978,,,,,,,0,0,0,0,0,0,True,True
42,development,4,additional_medium_c6_win,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,PAIRED-K4-FACTORED,composite__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__paired-k4-factored__mip__development_family_b_factored,fixed-external-block-cover,82178ffbbb8106c06661fcec8fd57ce7fe63b1fb9b6340b9d85bd269fc013fbe,per-component,optimal,0.023397909764811306,0.02339790976481134,0.023397909764811306,True,True,True,False,2.0884321000000003,4.3266551,2.6793383161402455,318.0,2,2,5b863138b7ed78b6a0fc7776deb3bbb159356ed47a534011438e0b203a343947;ea2bcbe2863ec6829dd4ce3c5d0e457996fc5f32497b02f2fbba560b24bee50d,1816,620,160,1036,7044,33788,365,0.0765046,0.0130624,,,,,,,0,0,0,0,0,0,True,True
42,development,4,additional_medium_c6_win,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,C6-SIBLING-CORE,c6__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__sibling-core__development_family_c_base,external-c6,82178ffbbb8106c06661fcec8fd57ce7fe63b1fb9b6340b9d85bd269fc013fbe,1800.0,optimal,0.023397909764811306,0.023397909764811306,0.023397909764811306,True,True,True,False,2.9032233,3.9847606,3.483448853614647,241.0,6,20,,0,,,,0,0,0,0.3439795000000001,0.0663938,0,0,,,,,1,0,0,0,0,0,True,True
