parent_id,depth,phase,eligible,split_point,unconditional,child_lookahead_required,reason
R,0,initial_partition,1,0.024271429435633471,1,false,"accepted_initial_partition_breakpoint"
R.0,1,initial_partition,1,0.012135714717816735,1,false,"accepted_initial_partition_breakpoint"
R.0.0,2,adaptive_refinement,1,0.0060678573589083677,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0,3,adaptive_refinement,1,0.0030339286794541839,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0,4,adaptive_refinement,1,0.0015169643397270919,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.0,5,adaptive_refinement,1,0.00075848216986354597,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.0.0,6,adaptive_refinement,1,0.00037924108493177298,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.0.0.0,7,adaptive_refinement,1,0.00018962054246588649,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.0.0.0.0,8,adaptive_refinement,1,9.4810271232943246e-05,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.0.0.0.0.0,9,terminal,0,0,0,false,"terminal_minimum_interval_width"
R.0.0.0.0.0.0.0.0.1,9,terminal,0,0,0,false,"terminal_minimum_interval_width"
R.0.0.0.0.0.0.0.1,8,adaptive_refinement,1,0.00028443081369882974,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.0.0.1,7,adaptive_refinement,1,0.00056886162739765947,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.0.1,6,adaptive_refinement,1,0.0011377232547953189,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1,5,adaptive_refinement,1,0.0022754465095906379,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1,4,adaptive_refinement,1,0.0045508930191812758,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.1,3,adaptive_refinement,1,0.0091017860383625516,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1,2,adaptive_refinement,1,0.018203572076725103,1,false,"accepted_unconditional_adaptive_midpoint"
R.1,1,initial_partition,1,0.036407144153450206,1,false,"accepted_initial_partition_breakpoint"
R.0.0.0.0.0.0.0.1.0,9,terminal,0,0,0,false,"terminal_minimum_interval_width"
R.0.0.0.0.0.0.0.1.1,9,terminal,0,0,0,false,"terminal_minimum_interval_width"
R.0.0.0.0.0.0.1.0,8,adaptive_refinement,1,0.00047405135616471623,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.0.0.1.0.0,9,terminal,0,0,0,false,"terminal_minimum_interval_width"
R.0.0.0.0.0.0.1.0.1,9,terminal,0,0,0,false,"terminal_minimum_interval_width"
R.0.0.0.0.0.0.1.1,8,adaptive_refinement,1,0.00066367189863060267,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.0.0.1.1.0,9,terminal,0,0,0,false,"terminal_minimum_interval_width"
R.0.0.0.0.0.0.1.1.1,9,terminal,0,0,0,false,"terminal_minimum_interval_width"
