leaf_id,parent_id,depth,gamma_L,gamma_U,terminal_valid,optimal,infeasible,bound_available,lower_bound,native_status,work,iterations,telemetry_seconds
R,"",0,0,0.048542858871266942,1,1,0,1,0,"OPTIMAL",0.22363766116709569,1261,0.26854050000000002
R.0,"R",1,0,0.024271429435633471,1,1,0,1,0,"OPTIMAL",0.29749197184408277,1415,0.53431870000000004
R.0.0,"R.0",2,0,0.012135714717816735,1,1,0,1,0,"OPTIMAL",0.32498478149664428,1548,0.80827369999999998
R.0.0.0,"R.0.0",3,0,0.0060678573589083677,1,1,0,1,0,"OPTIMAL",0.29470249798954284,1395,1.0785175
R.0.0.0.0,"R.0.0.0",4,0,0.0030339286794541839,1,1,0,1,0,"OPTIMAL",0.24684613403881406,1065,1.3353611000000001
R.0.0.0.0.0,"R.0.0.0.0",5,0,0.0015169643397270919,1,1,0,1,0,"OPTIMAL",0.29248281145737681,1398,1.6078237
R.0.0.0.0.0.0,"R.0.0.0.0.0",6,0,0.00075848216986354597,1,1,0,1,0,"OPTIMAL",0.25752352979916787,1305,1.8727775
R.0.0.0.0.0.0.0,"R.0.0.0.0.0.0",7,0,0.00037924108493177298,1,1,0,1,0,"OPTIMAL",0.30926019018173267,1492,2.1517167000000001
R.0.0.0.0.0.0.0.0,"R.0.0.0.0.0.0.0",8,0,0.00018962054246588649,1,1,0,1,0,"OPTIMAL",0.27385647903425192,1252,2.4167747999999998
R.0.0.0.0.0.0.0.0.0,"R.0.0.0.0.0.0.0.0",9,0,9.4810271232943246e-05,1,1,0,1,0,"OPTIMAL",0.25937157784073689,1272,2.6832303999999998
R.0.0.0.0.0.0.0.0.1,"R.0.0.0.0.0.0.0.0",9,9.4810271232943246e-05,0.00018962054246588649,1,1,0,1,9.4810271232943246e-05,"OPTIMAL",0.27779052913044516,1317,3.4190010000000002
R.0.0.0.0.0.0.0.1,"R.0.0.0.0.0.0.0",8,0.00018962054246588649,0.00037924108493177298,1,1,0,1,0.00018962054246588649,"OPTIMAL",0.31282851150565288,1274,4.1593437
R.0.0.0.0.0.0.1,"R.0.0.0.0.0.0",7,0.00037924108493177298,0.00075848216986354597,1,1,0,1,0.00037924108493177298,"OPTIMAL",0.2641302425163623,1147,4.4193686000000003
R.0.0.0.0.0.1,"R.0.0.0.0.0",6,0.00075848216986354597,0.0015169643397270919,1,1,0,1,0.00075848216986354597,"OPTIMAL",0.25394750056488768,1251,4.6743001
R.0.0.0.0.1,"R.0.0.0.0",5,0.0015169643397270919,0.0030339286794541839,1,1,0,1,0.0015169643397270919,"OPTIMAL",0.31706624720738785,1424,4.9476298999999999
R.0.0.0.1,"R.0.0.0",4,0.0030339286794541839,0.0060678573589083677,1,1,0,1,0.0030339286794541839,"OPTIMAL",0.27242035013302279,1348,5.2068893000000003
R.0.0.1,"R.0.0",3,0.0060678573589083677,0.012135714717816735,1,1,0,1,0.0060678573589083677,"OPTIMAL",0.29063035113712532,1414,5.4702576000000001
R.0.1,"R.0",2,0.012135714717816735,0.024271429435633471,1,1,0,1,0.012135714717816735,"OPTIMAL",0.23133181734569111,1268,5.7139005999999997
R.1,"R",1,0.024271429435633471,0.048542858871266942,1,1,0,1,0.024271429435633471,"OPTIMAL",0.28232513584454061,1632,5.9700588999999997
R.0.0.0.0.0.0.0.1.0,"R.0.0.0.0.0.0.0.1",9,0.00018962054246588649,0.00028443081369882974,1,1,0,1,0.00018962054246588649,"OPTIMAL",0.30150704125745487,1229,6.2373560000000001
R.0.0.0.0.0.0.0.1.1,"R.0.0.0.0.0.0.0.1",9,0.00028443081369882974,0.00037924108493177298,1,1,0,1,0.00028443081369882974,"OPTIMAL",0.33237769968104092,1666,7.0182614000000001
R.0.0.0.0.0.0.1.0,"R.0.0.0.0.0.0.1",8,0.00037924108493177298,0.00056886162739765947,1,1,0,1,0.00037924108493177298,"OPTIMAL",0.30417880534592251,1209,7.8002979999999997
R.0.0.0.0.0.0.1.0.0,"R.0.0.0.0.0.0.1.0",9,0.00037924108493177298,0.00047405135616471623,1,1,0,1,0.00037924108493177298,"OPTIMAL",0.25253048806365624,1253,8.0627393999999999
R.0.0.0.0.0.0.1.0.1,"R.0.0.0.0.0.0.1.0",9,0.00047405135616471623,0.00056886162739765947,1,1,0,1,0.00047405135616471623,"OPTIMAL",0.30433313235467463,1276,8.7932112999999994
R.0.0.0.0.0.0.1.1,"R.0.0.0.0.0.0.1",8,0.00056886162739765947,0.00075848216986354597,1,1,0,1,0.00056886162739765947,"OPTIMAL",0.32264576591641042,1536,9.5346572999999992
R.0.0.0.0.0.0.1.1.0,"R.0.0.0.0.0.0.1.1",9,0.00056886162739765947,0.00066367189863060267,1,1,0,1,0.00056886162739765947,"OPTIMAL",0.30256535108273241,1257,9.8015138999999998
R.0.0.0.0.0.0.1.1.1,"R.0.0.0.0.0.0.1.1",9,0.00066367189863060267,0.00075848216986354597,1,1,0,1,0.00066367189863060267,"OPTIMAL",0.28714820168701805,1173,10.524409500000001
R.0.0.0.0.0.1.0,"R.0.0.0.0.0.1",7,0.00075848216986354597,0.0011377232547953189,1,1,0,1,0.00075848216986354597,"OPTIMAL",0.32021771975756574,1484,11.253135800000001
R.0.0.0.0.0.1.0.0,"R.0.0.0.0.0.1.0",8,0.00075848216986354597,0.00094810271232943246,1,1,0,1,0.00075848216986354597,"OPTIMAL",0.26172782078863438,1128,11.5031502
R.0.0.0.0.0.1.0.0.1,"R.0.0.0.0.0.1.0.0",9,0.00085329244109648926,0.00094810271232943246,1,1,0,1,0.00085329244109648926,"OPTIMAL",0.27200808767915591,1192,11.7642826
R.0.0.0.0.0.1.0.0.0,"R.0.0.0.0.0.1.0.0",9,0.00075848216986354597,0.00085329244109648926,1,1,0,1,0.00075848216986354597,"OPTIMAL",0.29583327491031536,1398,12.4837828
R.0.0.0.0.0.1.0.1,"R.0.0.0.0.0.1.0",8,0.00094810271232943246,0.0011377232547953189,1,1,0,1,0.00094810271232943246,"OPTIMAL",0.31964070862838395,1511,13.213176000000001
R.0.0.0.0.0.1.1,"R.0.0.0.0.0.1",7,0.0011377232547953189,0.0015169643397270919,1,1,0,1,0.0011377232547953189,"OPTIMAL",0.2806441909659918,1344,13.4843016
R.0.0.0.0.0.1.0.1.0,"R.0.0.0.0.0.1.0.1",9,0.00094810271232943246,0.0010429129835623756,1,1,0,1,0.00094810271232943246,"OPTIMAL",0.29845846413973537,1338,13.749235799999999
R.0.0.0.0.0.1.0.1.1,"R.0.0.0.0.0.1.0.1",9,0.0010429129835623756,0.0011377232547953189,1,1,0,1,0.0010429129835623756,"OPTIMAL",0.30759759297773309,1478,14.4668805
