vehicle,used,nodes,vehicle_capacity,travel_time,operation_time,route_duration,route_time_limit,route_utilization,final_depot_unload
0,True,"[0,18,7,1,15,0]",20,2232.174039528895,3840.0,6072.174039528894,18000.0,0.3373430021960497,16
1,True,"[0,11,17,2,13,6,8,0]",20,5900.950882702098,4320.0,10220.950882702098,18000.0,0.567830604594561,11
2,True,"[0,12,5,9,3,19,16,14,10,20,4,0]",20,7208.138167232031,6840.0,14048.138167232031,18000.0,0.7804521204017795,12
