station,initial_inventory,target_inventory,final_inventory
0,50000,0,50000
1,8,17,17
2,14,28,28
3,9,17,17
4,8,16,16
5,12,28,28
6,43,27,27
7,7,14,14
8,6,11,11
9,23,13,13
10,22,13,13
11,24,15,15
12,59,35,39
13,7,13,13
14,6,13,13
15,28,16,16
16,22,13,13
17,26,15,15
18,51,31,31
19,6,12,12
20,22,13,13
