run_id,elapsed_time,node_count,open_nodes,simplex_iterations,native_tree_memory_mb,source
stage0__high_imbalance_seed3202__f2__30s,0.0138502,0,1,0,,generic_callback_does_not_expose_tree_memory;parse_cplex_log
stage0__high_imbalance_seed3202__f2__30s,0.014047199999999999,0,1,0,,generic_callback_does_not_expose_tree_memory;parse_cplex_log
stage0__high_imbalance_seed3202__f2__30s,7.2264822000000004,0,1,13704,,generic_callback_does_not_expose_tree_memory;parse_cplex_log
stage0__high_imbalance_seed3202__f2__30s,8.0030911000000007,3,4,18486,,generic_callback_does_not_expose_tree_memory;parse_cplex_log
