"instance","variant","time_limit","status","upper_bound","lower_bound","gap","runtime_seconds","last_ub_improvement_time","last_lb_improvement_time","gap_still_decreasing","bound_time_seconds","master_time_seconds","pricing_time_seconds","progress_log","result_file"
"v12_m1_average","round6_baseline","60s","gcap_frontier_not_closed","0.368581603155","0.27808324973","0.2455313902","65.0936453","15.1313257","65.0935775","false","49.9620072","0","0","results\optimization_update_round7\raw\progress_v12_m1_average_round6_baseline.csv","results\optimization_update_round7\raw\ablation_v12_m1_average_round6_baseline.json"
"v12_m1_average","improved_full","60s","gcap_frontier_not_closed","0.368581603155","0.27807867185","0.245543810462","65.1964777","15.1391615","65.196374","false","50.0569334","0","0","results\optimization_update_round7\raw\progress_v12_m1_average_improved_full.csv","results\optimization_update_round7\raw\ablation_v12_m1_average_improved_full.json"
"v12_m1_average","improved_full_300s","300s","gcap_frontier_not_closed","0.366563817616","0.27908220858","0.238653148053","300.9873121","30.1334465","291.0786566","false","77.5482823","61.9478888","131.2770627","results\optimization_update_round7\raw\progress_v12_m1_average_improved_full_300s_final.csv","results\optimization_update_round7\raw\ablation_v12_m1_average_improved_full_300s_final.json"
"v12_m1_average","improved_full_1200s","1200s","not_run","","","","","","","not_run","","","","results/optimization_update_round7/raw/progress_v12_m1_average_improved_full_1200s.csv","results/optimization_update_round7/raw/ablation_v12_m1_average_improved_full_1200s.json"
"v12_m2_average","round6_baseline","60s","gcap_frontier_not_closed","0.719065249476","0.58317349756","0.188983895433","65.6293566","65.3334622","56.2579693","false","41.0605791","8.8870064","0.0019134","results\optimization_update_round7\raw\progress_v12_m2_average_round6_baseline.csv","results\optimization_update_round7\raw\ablation_v12_m2_average_round6_baseline.json"
"v12_m2_average","improved_full","60s","gcap_frontier_not_closed","0.719065249476","0.58368677923","0.1882700775","65.8536926","65.5584149","56.4882845","false","41.3011623","8.8815055","0.0025366","results\optimization_update_round7\raw\progress_v12_m2_average_improved_full.csv","results\optimization_update_round7\raw\ablation_v12_m2_average_improved_full.json"
"v12_m2_average","improved_full_300s","300s","gcap_frontier_not_closed","0.719065249476","0.59572506958","0.171528494787","310.7435262","250.061821","295.9904911","false","101.6218667","62.4615688","115.9126152","results\optimization_update_round7\raw\progress_v12_m2_average_improved_full_300s_final.csv","results\optimization_update_round7\raw\ablation_v12_m2_average_improved_full_300s_final.json"
"v12_m2_average","improved_full_1200s","1200s","not_run","","","","","","","not_run","","","","results/optimization_update_round7/raw/progress_v12_m2_average_improved_full_1200s.csv","results/optimization_update_round7/raw/ablation_v12_m2_average_improved_full_1200s.json"
