"instance","variant","exit_code","elapsed","status","objective","lower_bound","upper_bound","gap","certified_original_problem","incumbent_best_source","progress_checkpoints","adaptive_split_intervals_created","route_mask_operation_budget_cuts_added","focused_intensification_passes","focused_split_triggered","memory_address_error","result_file","log_file","progress_log","command"
"v12_m1_average","round6_baseline","0","65.1202166","gcap_frontier_not_closed","0.368581603155","0.27808324973","0.368581603155","0.2455313902","False","BPC-owned portfolio","5","0","0","0","False","False","results\optimization_update_round7\raw\ablation_v12_m1_average_round6_baseline.json","results\optimization_update_round7\logs\ablation_v12_m1_average_round6_baseline.log","results\optimization_update_round7\raw\progress_v12_m1_average_round6_baseline.csv",".\\build\\ExactEBRP.exe --method gcap-frontier --input reference/regen_candidate_V12_M1_average.txt --lambda 0.15 --T 3600 --threads 4 --bpc-workers 4 --pricing-threads 1 --time-limit 60 --frontier-intervals 2 --frontier-retry-passes 0 --frontier-final-closure false --max-nodes 3 --frontier-relax-seconds 1.0 --route-mask-max-v 12 --bpc-incumbent auto --bpc-incumbent-seconds 15 --column-dominance true --projection-bound true --penalty-domain-tightening true --movement-domain-tightening true --frontier-best-bound-scheduling true --frontier-relaxation-cache true --frontier-focused-min-lb-retry true --frontier-focused-intensification true --frontier-focused-reserve-fraction 0.25 --frontier-focused-relax-seconds 3 --frontier-focused-max-passes 2 --frontier-adaptive-split false --frontier-adaptive-max-depth 3 --frontier-adaptive-min-width 0.0001 --frontier-adaptive-split-factor 2 --route-mask-operation-budget-cuts false --route-pool-incumbent true --route-pool-max-columns-per-vehicle 5000 --pickup-drop-compat-flow true --pickup-drop-transfer-cap-flow true --support-duration-pruning true --route-mask-support-duration-pruning true --gcap-pricing-columns 2 --progress-log results\optimization_update_round7\raw\progress_v12_m1_average_round6_baseline.csv --progress-interval-seconds 10 --log results\optimization_update_round7\logs\ablation_v12_m1_average_round6_baseline.log --out results\optimization_update_round7\raw\ablation_v12_m1_average_round6_baseline.json"
"v12_m1_average","operation_budget_only","0","65.3509687","gcap_frontier_not_closed","0.368581603155","0.27807867185","0.368581603155","0.245543810462","False","BPC-owned portfolio","5","0","2","0","False","False","results\optimization_update_round7\raw\ablation_v12_m1_average_operation_budget_only.json","results\optimization_update_round7\logs\ablation_v12_m1_average_operation_budget_only.log","results\optimization_update_round7\raw\progress_v12_m1_average_operation_budget_only.csv",".\\build\\ExactEBRP.exe --method gcap-frontier --input reference/regen_candidate_V12_M1_average.txt --lambda 0.15 --T 3600 --threads 4 --bpc-workers 4 --pricing-threads 1 --time-limit 60 --frontier-intervals 2 --frontier-retry-passes 0 --frontier-final-closure false --max-nodes 3 --frontier-relax-seconds 1.0 --route-mask-max-v 12 --bpc-incumbent auto --bpc-incumbent-seconds 15 --column-dominance true --projection-bound true --penalty-domain-tightening true --movement-domain-tightening true --frontier-best-bound-scheduling true --frontier-relaxation-cache true --frontier-focused-min-lb-retry true --frontier-focused-intensification true --frontier-focused-reserve-fraction 0.25 --frontier-focused-relax-seconds 3 --frontier-focused-max-passes 2 --frontier-adaptive-split false --frontier-adaptive-max-depth 3 --frontier-adaptive-min-width 0.0001 --frontier-adaptive-split-factor 2 --route-mask-operation-budget-cuts true --route-pool-incumbent true --route-pool-max-columns-per-vehicle 5000 --pickup-drop-compat-flow true --pickup-drop-transfer-cap-flow true --support-duration-pruning true --route-mask-support-duration-pruning true --gcap-pricing-columns 2 --progress-log results\optimization_update_round7\raw\progress_v12_m1_average_operation_budget_only.csv --progress-interval-seconds 10 --log results\optimization_update_round7\logs\ablation_v12_m1_average_operation_budget_only.log --out results\optimization_update_round7\raw\ablation_v12_m1_average_operation_budget_only.json"
"v12_m1_average","adaptive_split_only","0","65.1994292","gcap_frontier_not_closed","0.368581603155","0.27808324973","0.368581603155","0.2455313902","False","BPC-owned portfolio","5","0","0","0","False","False","results\optimization_update_round7\raw\ablation_v12_m1_average_adaptive_split_only.json","results\optimization_update_round7\logs\ablation_v12_m1_average_adaptive_split_only.log","results\optimization_update_round7\raw\progress_v12_m1_average_adaptive_split_only.csv",".\\build\\ExactEBRP.exe --method gcap-frontier --input reference/regen_candidate_V12_M1_average.txt --lambda 0.15 --T 3600 --threads 4 --bpc-workers 4 --pricing-threads 1 --time-limit 60 --frontier-intervals 2 --frontier-retry-passes 0 --frontier-final-closure false --max-nodes 3 --frontier-relax-seconds 1.0 --route-mask-max-v 12 --bpc-incumbent auto --bpc-incumbent-seconds 15 --column-dominance true --projection-bound true --penalty-domain-tightening true --movement-domain-tightening true --frontier-best-bound-scheduling true --frontier-relaxation-cache true --frontier-focused-min-lb-retry true --frontier-focused-intensification true --frontier-focused-reserve-fraction 0.25 --frontier-focused-relax-seconds 3 --frontier-focused-max-passes 2 --frontier-adaptive-split true --frontier-adaptive-max-depth 3 --frontier-adaptive-min-width 0.0001 --frontier-adaptive-split-factor 2 --route-mask-operation-budget-cuts false --route-pool-incumbent true --route-pool-max-columns-per-vehicle 5000 --pickup-drop-compat-flow true --pickup-drop-transfer-cap-flow true --support-duration-pruning true --route-mask-support-duration-pruning true --gcap-pricing-columns 2 --progress-log results\optimization_update_round7\raw\progress_v12_m1_average_adaptive_split_only.csv --progress-interval-seconds 10 --log results\optimization_update_round7\logs\ablation_v12_m1_average_adaptive_split_only.log --out results\optimization_update_round7\raw\ablation_v12_m1_average_adaptive_split_only.json"
"v12_m1_average","split_plus_budget","0","64.9632223","gcap_frontier_not_closed","0.368581603155","0.27807867185","0.368581603155","0.245543810462","False","BPC-owned portfolio","5","0","2","0","False","False","results\optimization_update_round7\raw\ablation_v12_m1_average_split_plus_budget.json","results\optimization_update_round7\logs\ablation_v12_m1_average_split_plus_budget.log","results\optimization_update_round7\raw\progress_v12_m1_average_split_plus_budget.csv",".\\build\\ExactEBRP.exe --method gcap-frontier --input reference/regen_candidate_V12_M1_average.txt --lambda 0.15 --T 3600 --threads 4 --bpc-workers 4 --pricing-threads 1 --time-limit 60 --frontier-intervals 2 --frontier-retry-passes 0 --frontier-final-closure false --max-nodes 3 --frontier-relax-seconds 1.0 --route-mask-max-v 12 --bpc-incumbent auto --bpc-incumbent-seconds 15 --column-dominance true --projection-bound true --penalty-domain-tightening true --movement-domain-tightening true --frontier-best-bound-scheduling true --frontier-relaxation-cache true --frontier-focused-min-lb-retry true --frontier-focused-intensification true --frontier-focused-reserve-fraction 0.25 --frontier-focused-relax-seconds 3 --frontier-focused-max-passes 2 --frontier-adaptive-split true --frontier-adaptive-max-depth 3 --frontier-adaptive-min-width 0.0001 --frontier-adaptive-split-factor 2 --route-mask-operation-budget-cuts true --route-pool-incumbent true --route-pool-max-columns-per-vehicle 5000 --pickup-drop-compat-flow true --pickup-drop-transfer-cap-flow true --support-duration-pruning true --route-mask-support-duration-pruning true --gcap-pricing-columns 2 --progress-log results\optimization_update_round7\raw\progress_v12_m1_average_split_plus_budget.csv --progress-interval-seconds 10 --log results\optimization_update_round7\logs\ablation_v12_m1_average_split_plus_budget.log --out results\optimization_update_round7\raw\ablation_v12_m1_average_split_plus_budget.json"
"v12_m1_average","improved_full","0","65.2157652","gcap_frontier_not_closed","0.368581603155","0.27807867185","0.368581603155","0.245543810462","False","BPC-owned portfolio","5","0","2","0","False","False","results\optimization_update_round7\raw\ablation_v12_m1_average_improved_full.json","results\optimization_update_round7\logs\ablation_v12_m1_average_improved_full.log","results\optimization_update_round7\raw\progress_v12_m1_average_improved_full.csv",".\\build\\ExactEBRP.exe --method gcap-frontier --input reference/regen_candidate_V12_M1_average.txt --lambda 0.15 --T 3600 --threads 4 --bpc-workers 4 --pricing-threads 1 --time-limit 60 --frontier-intervals 2 --frontier-retry-passes 0 --frontier-final-closure false --max-nodes 3 --frontier-relax-seconds 1.0 --route-mask-max-v 12 --bpc-incumbent auto --bpc-incumbent-seconds 15 --column-dominance true --projection-bound true --penalty-domain-tightening true --movement-domain-tightening true --frontier-best-bound-scheduling true --frontier-relaxation-cache true --frontier-focused-min-lb-retry true --frontier-focused-intensification true --frontier-focused-reserve-fraction 0.25 --frontier-focused-relax-seconds 3 --frontier-focused-max-passes 2 --frontier-adaptive-split true --frontier-adaptive-max-depth 3 --frontier-adaptive-min-width 0.0001 --frontier-adaptive-split-factor 2 --route-mask-operation-budget-cuts true --route-pool-incumbent true --route-pool-max-columns-per-vehicle 5000 --pickup-drop-compat-flow true --pickup-drop-transfer-cap-flow true --support-duration-pruning true --route-mask-support-duration-pruning true --gcap-pricing-columns 2 --progress-log results\optimization_update_round7\raw\progress_v12_m1_average_improved_full.csv --progress-interval-seconds 10 --log results\optimization_update_round7\logs\ablation_v12_m1_average_improved_full.log --out results\optimization_update_round7\raw\ablation_v12_m1_average_improved_full.json"
"v12_m1_average","improved_full_300s","0","302.9992271","gcap_frontier_not_closed","0.363725365546","0.27819371782","0.363725365546","0.235154475954","False","compact tailored seed","9","2","4","0","False","False","results\optimization_update_round7\raw\ablation_v12_m1_average_improved_full_300s.json","results\optimization_update_round7\logs\ablation_v12_m1_average_improved_full_300s.log","results\optimization_update_round7\raw\progress_v12_m1_average_improved_full_300s.csv",".\\build\\ExactEBRP.exe --method gcap-frontier --input reference/regen_candidate_V12_M1_average.txt --lambda 0.15 --T 3600 --threads 4 --bpc-workers 4 --pricing-threads 1 --time-limit 300 --frontier-intervals 2 --frontier-retry-passes 0 --frontier-final-closure false --max-nodes 3 --frontier-relax-seconds 1.0 --route-mask-max-v 12 --bpc-incumbent auto --bpc-incumbent-seconds 30 --column-dominance true --projection-bound true --penalty-domain-tightening true --movement-domain-tightening true --frontier-best-bound-scheduling true --frontier-relaxation-cache true --frontier-focused-min-lb-retry true --frontier-focused-intensification true --frontier-focused-reserve-fraction 0.25 --frontier-focused-relax-seconds 4 --frontier-focused-max-passes 2 --frontier-adaptive-split true --frontier-adaptive-max-depth 3 --frontier-adaptive-min-width 0.0001 --frontier-adaptive-split-factor 2 --route-mask-operation-budget-cuts true --route-pool-incumbent true --route-pool-max-columns-per-vehicle 5000 --pickup-drop-compat-flow true --pickup-drop-transfer-cap-flow true --support-duration-pruning true --route-mask-support-duration-pruning true --gcap-pricing-columns 2 --progress-log results\optimization_update_round7\raw\progress_v12_m1_average_improved_full_300s.csv --progress-interval-seconds 30 --log results\optimization_update_round7\logs\ablation_v12_m1_average_improved_full_300s.log --out results\optimization_update_round7\raw\ablation_v12_m1_average_improved_full_300s.json"
"v12_m2_average","round6_baseline","0","65.6492901","gcap_frontier_not_closed","0.719065249476","0.58317349756","0.719065249476","0.188983895433","False","BPC-owned portfolio","7","0","0","0","False","False","results\optimization_update_round7\raw\ablation_v12_m2_average_round6_baseline.json","results\optimization_update_round7\logs\ablation_v12_m2_average_round6_baseline.log","results\optimization_update_round7\raw\progress_v12_m2_average_round6_baseline.csv",".\\build\\ExactEBRP.exe --method gcap-frontier --input reference/regen_candidate_V12_M2_average.txt --lambda 0.15 --T 3600 --threads 4 --bpc-workers 4 --pricing-threads 1 --time-limit 60 --frontier-intervals 2 --frontier-retry-passes 0 --frontier-final-closure false --max-nodes 3 --frontier-relax-seconds 1.0 --route-mask-max-v 12 --bpc-incumbent auto --bpc-incumbent-seconds 15 --column-dominance true --projection-bound true --penalty-domain-tightening true --movement-domain-tightening true --frontier-best-bound-scheduling true --frontier-relaxation-cache true --frontier-focused-min-lb-retry true --frontier-focused-intensification true --frontier-focused-reserve-fraction 0.25 --frontier-focused-relax-seconds 3 --frontier-focused-max-passes 2 --frontier-adaptive-split false --frontier-adaptive-max-depth 3 --frontier-adaptive-min-width 0.0001 --frontier-adaptive-split-factor 2 --route-mask-operation-budget-cuts false --route-pool-incumbent true --route-pool-max-columns-per-vehicle 5000 --pickup-drop-compat-flow true --pickup-drop-transfer-cap-flow true --support-duration-pruning true --route-mask-support-duration-pruning true --gcap-pricing-columns 2 --progress-log results\optimization_update_round7\raw\progress_v12_m2_average_round6_baseline.csv --progress-interval-seconds 10 --log results\optimization_update_round7\logs\ablation_v12_m2_average_round6_baseline.log --out results\optimization_update_round7\raw\ablation_v12_m2_average_round6_baseline.json"
"v12_m2_average","operation_budget_only","0","65.7573022","gcap_frontier_not_closed","0.719065249476","0.58368677923","0.719065249476","0.1882700775","False","BPC-owned portfolio","7","0","4","0","False","False","results\optimization_update_round7\raw\ablation_v12_m2_average_operation_budget_only.json","results\optimization_update_round7\logs\ablation_v12_m2_average_operation_budget_only.log","results\optimization_update_round7\raw\progress_v12_m2_average_operation_budget_only.csv",".\\build\\ExactEBRP.exe --method gcap-frontier --input reference/regen_candidate_V12_M2_average.txt --lambda 0.15 --T 3600 --threads 4 --bpc-workers 4 --pricing-threads 1 --time-limit 60 --frontier-intervals 2 --frontier-retry-passes 0 --frontier-final-closure false --max-nodes 3 --frontier-relax-seconds 1.0 --route-mask-max-v 12 --bpc-incumbent auto --bpc-incumbent-seconds 15 --column-dominance true --projection-bound true --penalty-domain-tightening true --movement-domain-tightening true --frontier-best-bound-scheduling true --frontier-relaxation-cache true --frontier-focused-min-lb-retry true --frontier-focused-intensification true --frontier-focused-reserve-fraction 0.25 --frontier-focused-relax-seconds 3 --frontier-focused-max-passes 2 --frontier-adaptive-split false --frontier-adaptive-max-depth 3 --frontier-adaptive-min-width 0.0001 --frontier-adaptive-split-factor 2 --route-mask-operation-budget-cuts true --route-pool-incumbent true --route-pool-max-columns-per-vehicle 5000 --pickup-drop-compat-flow true --pickup-drop-transfer-cap-flow true --support-duration-pruning true --route-mask-support-duration-pruning true --gcap-pricing-columns 2 --progress-log results\optimization_update_round7\raw\progress_v12_m2_average_operation_budget_only.csv --progress-interval-seconds 10 --log results\optimization_update_round7\logs\ablation_v12_m2_average_operation_budget_only.log --out results\optimization_update_round7\raw\ablation_v12_m2_average_operation_budget_only.json"
"v12_m2_average","adaptive_split_only","0","65.6646012","gcap_frontier_not_closed","0.719065249476","0.58317349756","0.719065249476","0.188983895433","False","BPC-owned portfolio","7","0","0","0","False","False","results\optimization_update_round7\raw\ablation_v12_m2_average_adaptive_split_only.json","results\optimization_update_round7\logs\ablation_v12_m2_average_adaptive_split_only.log","results\optimization_update_round7\raw\progress_v12_m2_average_adaptive_split_only.csv",".\\build\\ExactEBRP.exe --method gcap-frontier --input reference/regen_candidate_V12_M2_average.txt --lambda 0.15 --T 3600 --threads 4 --bpc-workers 4 --pricing-threads 1 --time-limit 60 --frontier-intervals 2 --frontier-retry-passes 0 --frontier-final-closure false --max-nodes 3 --frontier-relax-seconds 1.0 --route-mask-max-v 12 --bpc-incumbent auto --bpc-incumbent-seconds 15 --column-dominance true --projection-bound true --penalty-domain-tightening true --movement-domain-tightening true --frontier-best-bound-scheduling true --frontier-relaxation-cache true --frontier-focused-min-lb-retry true --frontier-focused-intensification true --frontier-focused-reserve-fraction 0.25 --frontier-focused-relax-seconds 3 --frontier-focused-max-passes 2 --frontier-adaptive-split true --frontier-adaptive-max-depth 3 --frontier-adaptive-min-width 0.0001 --frontier-adaptive-split-factor 2 --route-mask-operation-budget-cuts false --route-pool-incumbent true --route-pool-max-columns-per-vehicle 5000 --pickup-drop-compat-flow true --pickup-drop-transfer-cap-flow true --support-duration-pruning true --route-mask-support-duration-pruning true --gcap-pricing-columns 2 --progress-log results\optimization_update_round7\raw\progress_v12_m2_average_adaptive_split_only.csv --progress-interval-seconds 10 --log results\optimization_update_round7\logs\ablation_v12_m2_average_adaptive_split_only.log --out results\optimization_update_round7\raw\ablation_v12_m2_average_adaptive_split_only.json"
"v12_m2_average","split_plus_budget","0","65.9466081","gcap_frontier_not_closed","0.719065249476","0.58368677923","0.719065249476","0.1882700775","False","BPC-owned portfolio","7","0","4","0","False","False","results\optimization_update_round7\raw\ablation_v12_m2_average_split_plus_budget.json","results\optimization_update_round7\logs\ablation_v12_m2_average_split_plus_budget.log","results\optimization_update_round7\raw\progress_v12_m2_average_split_plus_budget.csv",".\\build\\ExactEBRP.exe --method gcap-frontier --input reference/regen_candidate_V12_M2_average.txt --lambda 0.15 --T 3600 --threads 4 --bpc-workers 4 --pricing-threads 1 --time-limit 60 --frontier-intervals 2 --frontier-retry-passes 0 --frontier-final-closure false --max-nodes 3 --frontier-relax-seconds 1.0 --route-mask-max-v 12 --bpc-incumbent auto --bpc-incumbent-seconds 15 --column-dominance true --projection-bound true --penalty-domain-tightening true --movement-domain-tightening true --frontier-best-bound-scheduling true --frontier-relaxation-cache true --frontier-focused-min-lb-retry true --frontier-focused-intensification true --frontier-focused-reserve-fraction 0.25 --frontier-focused-relax-seconds 3 --frontier-focused-max-passes 2 --frontier-adaptive-split true --frontier-adaptive-max-depth 3 --frontier-adaptive-min-width 0.0001 --frontier-adaptive-split-factor 2 --route-mask-operation-budget-cuts true --route-pool-incumbent true --route-pool-max-columns-per-vehicle 5000 --pickup-drop-compat-flow true --pickup-drop-transfer-cap-flow true --support-duration-pruning true --route-mask-support-duration-pruning true --gcap-pricing-columns 2 --progress-log results\optimization_update_round7\raw\progress_v12_m2_average_split_plus_budget.csv --progress-interval-seconds 10 --log results\optimization_update_round7\logs\ablation_v12_m2_average_split_plus_budget.log --out results\optimization_update_round7\raw\ablation_v12_m2_average_split_plus_budget.json"
