run_id,node_uid,parent_uid,event,row_attachment_mode,theoretical_full_rows,theoretical_full_bounds,inherited_rows,inherited_bounds,exact_duplicate_rows_omitted,identical_bounds_omitted,dominance_omissions,delta_rows_attached,delta_bounds_attached,row_factory_seconds,families,aggregate_signature,status,failure_reason
stage1__high_imbalance_seed3202__factory_delta__300s,1,0,branch_bounds_only,exact-incremental-delta,1416,42,1417,42,247,41,0,0,1,0.0123801,direct_gini_cap|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,38e206c9bdba340c,passed,
stage1__high_imbalance_seed3202__factory_delta__300s,2,0,branch_bounds_only,exact-incremental-delta,1416,42,1417,42,792,40,0,0,2,0.0098993999999999992,direct_gini_floor|gini_interval_bound|interval_tight_mccormick_G_bit|low_gini_centering_band|objective_lower_estimator_cutoff|penalty_deviation_upper_bound|penalty_final_inventory_domain|required_station_movement|sp_product_mccormick,baa345b04137dbf8,passed,
stage1__high_imbalance_seed3202__factory_delta__300s,1,0,deferred_first_relaxation_attach,exact-incremental-delta,1416,42,1417,42,247,42,0,1169,0,0.0123351,direct_gini_cap|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,38e206c9bdba340c,passed,
stage1__high_imbalance_seed3202__factory_delta__300s,3,1,branch_bounds_only,exact-incremental-delta,1416,42,2586,42,247,41,0,0,1,0.012101199999999999,direct_gini_cap|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,db28ee2d2d2ed7c3,passed,
stage1__high_imbalance_seed3202__factory_delta__300s,4,1,branch_bounds_only,exact-incremental-delta,1416,42,2586,42,792,40,0,0,2,0.0119989,direct_gini_floor|gini_interval_bound|interval_tight_mccormick_G_bit|low_gini_centering_band|objective_lower_estimator_cutoff|penalty_deviation_upper_bound|penalty_final_inventory_domain|required_station_movement|sp_product_mccormick,722ac7d98bd19e2f,passed,
stage1__high_imbalance_seed3202__factory_delta__300s,2,0,deferred_first_relaxation_attach,exact-incremental-delta,1416,42,1417,42,792,42,0,624,0,0.0100459,direct_gini_floor|interval_tight_mccormick_G_bit|low_gini_centering_band|objective_lower_estimator_cutoff|penalty_deviation_upper_bound|required_station_movement|sp_product_mccormick,baa345b04137dbf8,passed,
stage1__high_imbalance_seed3202__factory_delta__300s,5,2,branch_bounds_only,exact-incremental-delta,1416,42,2041,42,247,41,0,0,1,0.014349799999999999,direct_gini_cap|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,7ee5702dc4941e16,passed,
stage1__high_imbalance_seed3202__factory_delta__300s,6,2,branch_bounds_only,exact-incremental-delta,1416,42,2041,42,792,40,0,0,2,0.0097464000000000005,direct_gini_floor|gini_interval_bound|interval_tight_mccormick_G_bit|low_gini_centering_band|objective_lower_estimator_cutoff|penalty_deviation_upper_bound|penalty_final_inventory_domain|required_station_movement|sp_product_mccormick,df15b32400bfb47e,passed,
stage1__high_imbalance_seed3202__factory_delta__300s,5,2,deferred_first_relaxation_attach,exact-incremental-delta,1416,42,2041,42,247,42,0,1169,0,0.014360400000000001,direct_gini_cap|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,7ee5702dc4941e16,passed,
stage1__high_imbalance_seed3202__factory_delta__300s,7,5,branch_bounds_only,exact-incremental-delta,1416,42,3210,42,247,41,0,0,1,0.0120339,direct_gini_cap|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,2b0cc37aed6454d9,passed,
