leaf_id,attempt,time_limit_seconds,solver_runtime_seconds,work,nodes,simplex_iterations,barrier_iterations,cumulative_runtime,cumulative_work,cumulative_nodes,cumulative_simplex_iterations,cumulative_barrier_iterations,optimize_return_code
L0,0,30,0.252231,0,0,0,0,0,0,0,0,0,0
L1,0,30,0.255617,0,0,0,0,0,0,0,0,0,0
L2,0,30,30.0745,0,2861,0,0,0,0,0,0,0,0
L3,0,30,0.455028,0,0,0,0,0,0,0,0,0,0
L2,1,60,46.3899,0,7054,0,0,0,0,0,0,0,0
