parent_id,parent_lp_bound,left_id,left_lp_bound,left_infeasible,right_id,right_lp_bound,right_infeasible,post_split_bound,tolerance,decision
L1,0.543491,L1.0,0.509917,0,L1.1,0.558389,0,0.509917,1e-07,"current_child_gain_not_strict"
L2,0.634598,L2.0,0.634598,0,L2.1,0,1,0.634598,1e-07,"current_complete_child_infeasibility"
L2.0,0.634598,L2.0.0,0.634598,0,L2.0.1,0.6765,0,0.634598,1e-07,"current_child_gain_not_strict"
