vehicle,used,nodes,vehicle_capacity,travel_time,operation_time,route_duration,route_time_limit,route_utilization,final_depot_unload
0,True,"[0,25,21,0]",30,925.8127580789653,840.0,1765.8127580789653,1800.0,0.9810070878216474,0
1,True,"[0,10,5,0]",30,720.6459138274221,960.0,1680.6459138274222,1800.0,0.9336921743485679,0
2,True,"[0,4,27,0]",30,1005.6877846357904,720.0,1725.6877846357904,1800.0,0.9587154359087725,0
3,True,"[0,7,3,1,0]",30,757.8758400867213,960.0,1717.8758400867214,1800.0,0.9543754667148452,0
