leaf,gamma_L,gamma_U,variant,budget_seconds,json_path,progress_path,lp_path,status,solver_status,certified,lower_bound,upper_bound,gap,gap_to_cutoff,runtime_seconds,compact_bc_best_bound_available,compact_bc_bound_valid,best_valid_lb_seen,best_valid_gap_seen,finalization_source,final_json_uses_best_checkpoint,checkpoint_valid_rows,checkpoint_improvements,checkpoint_best_bound,checkpoint_best_time,checkpoint_best_node_count,nodes,tailored_bc_callback_cut_profile,tailored_bc_local_centering_rows_added,tailored_bc_low_gini_l1_centering_rows_added,tailored_bc_variable_s_centering_rows_added,tailored_bc_gini_subset_envelope_rows_added,tailored_bc_transfer_cutset_rows_added,compact_bc_sp_product_estimator_rows_added,compact_bc_sp_product_paper_safe,s_range_refinement_enabled,s_range_certificate_valid,s_range_global_L,s_range_global_U,thread_fairness_class,compact_bc_solver_threads,diagnostic_only,command_hash,model_lp_exists,lp_hash,lp_rows_estimated,lp_binary_markers,lp_general_markers,lp_h_vars,lp_q_l1_vars,lp_local_centering_rows,row_id,bucket_name,bucket_S_L,bucket_S_U,cutoff,row_class,paper_certificate_role,formulation_name,formulation_exactness,bit_depth,model_export_path,log_path,model_rows,model_cols,binary_vars,integer_vars,continuous_vars,linearization_variables,linearization_rows
low_gini_1,0.0122881381662,0.0245762763324,plain_fixed_interval_mip,300,results\gf_tailored_bc_formulation_snapshot_round\raw\dominant_k4_low_gini_1_plain_fixed_interval_mip_300s.json,,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_plain_fixed_interval_mip_300s.lp,interval_unresolved_timeout,time limit exceeded,False,0.045204487708,0.0491525526647,0.0803226840248,0.003948064956699998,300.1390968,True,True,0.045204487708,0.0803226840248,solver_final_json,True,0,0,0.0,0.0,0,3946,full,0,0,0,0,0,0,False,True,True,0,66.9085786677,one_thread_fair,0,True,b38e5726b4abe7c7,True,e3ce2a560f7dcf24,5080,1,1,760,0,0,dominant_k4_low_gini_1_plain_fixed_interval_mip_300s,dominant_k4,16.59546103547,23.272821182835,0.0491525526647,benchmark_only_plain_fixed_interval_mip,benchmark_only,current_binary_expansion_compact_milp,tolerance_exact,implementation_defined_binary_expansion,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_plain_fixed_interval_mip_300s.lp,results\gf_tailored_bc_formulation_snapshot_round\logs\dominant_k4_low_gini_1_plain_fixed_interval_mip_300s.log.txt,5080,2125,1493,200,432,246,625
low_gini_1,0.0122881381662,0.0245762763324,plain_fixed_interval_mip_telemetry_only,300,results\gf_tailored_bc_formulation_snapshot_round\raw\dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_300s.json,results\gf_tailored_bc_formulation_snapshot_round\progress_traces\dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_300s.progress.csv,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0478292087088,0.0491525526647,0.0269231989836,0.0013233439558999957,330.1739191,True,True,0.0478292087088,0.0269231989836,cplex_time_limit_with_valid_best_bound,True,11,10,0.0478292087088,300.0779855,11820,11820,off,0,0,0,0,0,0,False,True,True,0,66.9085786677,one_thread_fair,0,False,6522c1e2491bd3dd,True,e3ce2a560f7dcf24,5080,1,1,760,0,0,dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_300s,dominant_k4,16.59546103547,23.272821182835,0.0491525526647,benchmark_only_plain_fixed_interval_mip,benchmark_only,current_binary_expansion_compact_milp,tolerance_exact,implementation_defined_binary_expansion,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_300s.lp,results\gf_tailored_bc_formulation_snapshot_round\logs\dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_300s.log.txt,5080,2125,1493,200,432,246,625
low_gini_1,0.0122881381662,0.0245762763324,static_tailored_compact_bc,300,results\gf_tailored_bc_formulation_snapshot_round\raw\dominant_k4_low_gini_1_static_tailored_compact_bc_300s.json,results\gf_tailored_bc_formulation_snapshot_round\progress_traces\dominant_k4_low_gini_1_static_tailored_compact_bc_300s.progress.csv,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_static_tailored_compact_bc_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.048388162834,0.0491525526647,0.0155513760578,0.0007643898306999991,300.6100898,True,True,0.048388162834,0.0155513760578,cplex_time_limit_with_valid_best_bound,True,10,9,0.048388162834,270.060905,12841,13471,full,40,41,0,2700,630,1,True,True,True,3.24074074074,29.9501813302,one_thread_fair,1,False,e7fafcaae98d225c,True,b43d84e79ed7fecd,16000,1,1,2470,80,0,dominant_k4_low_gini_1_static_tailored_compact_bc_300s,dominant_k4,16.59546103547,23.272821182835,0.0491525526647,paper_safe_fixed_interval_tailored_bc,fixed_interval_tailored_bc_subproblem,,,,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_static_tailored_compact_bc_300s.lp,results\gf_tailored_bc_formulation_snapshot_round\logs\dominant_k4_low_gini_1_static_tailored_compact_bc_300s.log.txt,16000,2148,1493,200,455,247,1077
low_gini_1,0.0122881381662,0.0245762763324,current_best_new_combined_paper_safe,300,results\gf_tailored_bc_formulation_snapshot_round\raw\dominant_k4_low_gini_1_current_best_new_combined_paper_safe_300s.json,results\gf_tailored_bc_formulation_snapshot_round\progress_traces\dominant_k4_low_gini_1_current_best_new_combined_paper_safe_300s.progress.csv,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_current_best_new_combined_paper_safe_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0472697631516,0.0491525526647,0.0383050200056,0.0018827895130999958,330.9782824,True,True,0.0472697631516,0.0383050200056,cplex_time_limit_with_valid_best_bound,True,11,10,0.0472697631516,300.0705358,10843,10843,full,40,41,0,2700,630,1,True,True,True,3.24074074074,29.9501813302,one_thread_fair,1,False,377754733cbec183,True,51fc0ea9a9e5f36c,21469,1,1,133760,100,0,dominant_k4_low_gini_1_current_best_new_combined_paper_safe_300s,dominant_k4,16.59546103547,23.272821182835,0.0491525526647,paper_safe_fixed_interval_tailored_bc,fixed_interval_tailored_bc_subproblem,,,,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_current_best_new_combined_paper_safe_300s.lp,results\gf_tailored_bc_formulation_snapshot_round\logs\dominant_k4_low_gini_1_current_best_new_combined_paper_safe_300s.log.txt,21469,2148,1493,200,455,247,1077
low_gini_1,0.0122881381662,0.0245762763324,plain_fixed_interval_mip,1200,results\gf_tailored_bc_formulation_snapshot_round\raw\dominant_k4_low_gini_1_plain_fixed_interval_mip_1200s.json,,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_plain_fixed_interval_mip_1200s.lp,interval_unresolved_timeout,time limit exceeded,False,0.048035857993,0.0491525526647,0.0227189558052,0.0011166946716999956,1200.1214013,True,True,0.048035857993,0.0227189558052,solver_final_json,True,0,0,0.0,0.0,0,28212,full,0,0,0,0,0,0,False,True,True,0,66.9085786677,one_thread_fair,0,True,78a02062448caf1c,True,e3ce2a560f7dcf24,5080,1,1,760,0,0,dominant_k4_low_gini_1_plain_fixed_interval_mip_1200s,dominant_k4,16.59546103547,23.272821182835,0.0491525526647,benchmark_only_plain_fixed_interval_mip,benchmark_only,current_binary_expansion_compact_milp,tolerance_exact,implementation_defined_binary_expansion,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_plain_fixed_interval_mip_1200s.lp,results\gf_tailored_bc_formulation_snapshot_round\logs\dominant_k4_low_gini_1_plain_fixed_interval_mip_1200s.log.txt,5080,2125,1493,200,432,246,625
low_gini_1,0.0122881381662,0.0245762763324,plain_fixed_interval_mip_telemetry_only,1200,results\gf_tailored_bc_formulation_snapshot_round\raw\dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_1200s.json,results\gf_tailored_bc_formulation_snapshot_round\progress_traces\dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_1200s.progress.csv,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_1200s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0483429120506,0.0491525526647,0.0164719952523,0.0008096406141000004,1200.5151995,True,True,0.0483429120506,0.0164719952523,cplex_time_limit_with_valid_best_bound,True,40,15,0.0483429120506,450.1039466,16248,68241,off,0,0,0,0,0,0,False,True,True,0,66.9085786677,one_thread_fair,0,False,075a52c278a0f6df,True,e3ce2a560f7dcf24,5080,1,1,760,0,0,dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_1200s,dominant_k4,16.59546103547,23.272821182835,0.0491525526647,benchmark_only_plain_fixed_interval_mip,benchmark_only,current_binary_expansion_compact_milp,tolerance_exact,implementation_defined_binary_expansion,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_1200s.lp,results\gf_tailored_bc_formulation_snapshot_round\logs\dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_1200s.log.txt,5080,2125,1493,200,432,246,625
low_gini_1,0.0122881381662,0.0245762763324,static_tailored_compact_bc,1200,results\gf_tailored_bc_formulation_snapshot_round\raw\dominant_k4_low_gini_1_static_tailored_compact_bc_1200s.json,results\gf_tailored_bc_formulation_snapshot_round\progress_traces\dominant_k4_low_gini_1_static_tailored_compact_bc_1200s.progress.csv,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_static_tailored_compact_bc_1200s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0487233640003,0.0491525526647,0.00873176755147,0.0004291886643999973,1200.8838669,True,True,0.0487233640003,0.00873176755147,cplex_time_limit_with_valid_best_bound,True,40,15,0.0487233640003,570.1854061,21324,37673,full,40,41,0,2700,630,1,True,True,True,3.24074074074,29.9501813302,one_thread_fair,1,False,0448196a3b985203,True,b43d84e79ed7fecd,16000,1,1,2470,80,0,dominant_k4_low_gini_1_static_tailored_compact_bc_1200s,dominant_k4,16.59546103547,23.272821182835,0.0491525526647,paper_safe_fixed_interval_tailored_bc,fixed_interval_tailored_bc_subproblem,,,,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_static_tailored_compact_bc_1200s.lp,results\gf_tailored_bc_formulation_snapshot_round\logs\dominant_k4_low_gini_1_static_tailored_compact_bc_1200s.log.txt,16000,2148,1493,200,455,247,1077
low_gini_1,0.0122881381662,0.0245762763324,current_best_new_combined_paper_safe,1200,results\gf_tailored_bc_formulation_snapshot_round\raw\dominant_k4_low_gini_1_current_best_new_combined_paper_safe_1200s.json,results\gf_tailored_bc_formulation_snapshot_round\progress_traces\dominant_k4_low_gini_1_current_best_new_combined_paper_safe_1200s.progress.csv,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_current_best_new_combined_paper_safe_1200s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0487233640003,0.0491525526647,0.00873176755137,0.0004291886643999973,1201.2528244,True,True,0.0487233640003,0.00873176755137,cplex_time_limit_with_valid_best_bound,True,40,27,0.0487233640003,1110.2981795,32581,38829,full,42,41,0,2700,630,1,True,True,True,3.24074074074,29.9501813302,one_thread_fair,1,False,bf8638ff89d974bd,True,51fc0ea9a9e5f36c,21469,1,1,133760,100,0,dominant_k4_low_gini_1_current_best_new_combined_paper_safe_1200s,dominant_k4,16.59546103547,23.272821182835,0.0491525526647,paper_safe_fixed_interval_tailored_bc,fixed_interval_tailored_bc_subproblem,,,,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_current_best_new_combined_paper_safe_1200s.lp,results\gf_tailored_bc_formulation_snapshot_round\logs\dominant_k4_low_gini_1_current_best_new_combined_paper_safe_1200s.log.txt,21469,2148,1493,200,455,247,1077
low_gini_1,0.0122881381662,0.0245762763324,plain_fixed_interval_mip,3600,results\gf_tailored_bc_formulation_snapshot_round\raw\dominant_k4_low_gini_1_plain_fixed_interval_mip_3600s.json,,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_plain_fixed_interval_mip_3600s.lp,interval_unresolved_timeout,time limit exceeded,False,0.048035857993,0.0491525526647,0.0227189558052,0.0011166946716999956,3600.1454321,True,True,0.048035857993,0.0227189558052,solver_final_json,True,0,0,0.0,0.0,0,141982,full,0,0,0,0,0,0,False,True,True,0,66.9085786677,one_thread_fair,0,True,6e9031ad5c4e54fe,True,e3ce2a560f7dcf24,5080,1,1,760,0,0,dominant_k4_low_gini_1_plain_fixed_interval_mip_3600s,dominant_k4,16.59546103547,23.272821182835,0.0491525526647,benchmark_only_plain_fixed_interval_mip,benchmark_only,current_binary_expansion_compact_milp,tolerance_exact,implementation_defined_binary_expansion,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_plain_fixed_interval_mip_3600s.lp,results\gf_tailored_bc_formulation_snapshot_round\logs\dominant_k4_low_gini_1_plain_fixed_interval_mip_3600s.log.txt,5080,2125,1493,200,432,246,625
low_gini_1,0.0122881381662,0.0245762763324,plain_fixed_interval_mip_telemetry_only,3600,results\gf_tailored_bc_formulation_snapshot_round\raw\dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_3600s.json,results\gf_tailored_bc_formulation_snapshot_round\progress_traces\dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_3600s.progress.csv,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_3600s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0483429120506,0.0491525526647,0.0164719952523,0.0008096406141000004,3601.8198328,True,True,0.0483429120506,0.0164719952523,cplex_time_limit_with_valid_best_bound,True,120,15,0.0483429120506,450.1423909,16089,208101,off,0,0,0,0,0,0,False,True,True,0,66.9085786677,one_thread_fair,0,False,7db43962b4757a04,True,e3ce2a560f7dcf24,5080,1,1,760,0,0,dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_3600s,dominant_k4,16.59546103547,23.272821182835,0.0491525526647,benchmark_only_plain_fixed_interval_mip,benchmark_only,current_binary_expansion_compact_milp,tolerance_exact,implementation_defined_binary_expansion,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_3600s.lp,results\gf_tailored_bc_formulation_snapshot_round\logs\dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_3600s.log.txt,5080,2125,1493,200,432,246,625
