file,method,algorithm_preset,status,certified_original_problem,verifier_passed,thread_fairness_class,audit_passed,failures
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_current_best_new_combined_paper_safe_1200s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_current_best_new_combined_paper_safe_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_current_best_new_combined_paper_safe_3600s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_plain_fixed_interval_mip_1200s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,one_thread_fair,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_plain_fixed_interval_mip_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,one_thread_fair,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_plain_fixed_interval_mip_3600s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,one_thread_fair,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_plain_fixed_interval_mip_telemetry_only_1200s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,one_thread_fair,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_plain_fixed_interval_mip_telemetry_only_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,one_thread_fair,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_plain_fixed_interval_mip_telemetry_only_3600s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,one_thread_fair,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_static_tailored_compact_bc_1200s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
