formulation_name,instance_or_leaf,LB,UB,gap,exactness_status,formulation_role
current_binary_expansion_compact_milp,v12_m1,,0.357200583208,,tolerance_exact,benchmark_only
exact_s_enumeration,v12_m1,,0.357200583208,,exact_but_too_large,benchmark_only
exact_s_selector,v12_m1,,0.357200583208,,exact_but_too_large,benchmark_only
exact_s_parametric_cutoff,v12_m1,,0.357200583208,,exact_but_too_large,benchmark_only
current_binary_expansion_compact_milp,v12_m2,,0.718504070755,,tolerance_exact,benchmark_only
exact_s_enumeration,v12_m2,,0.718504070755,,exact_but_too_large,benchmark_only
exact_s_selector,v12_m2,,0.718504070755,,exact_but_too_large,benchmark_only
exact_s_parametric_cutoff,v12_m2,,0.718504070755,,exact_but_too_large,benchmark_only
current_binary_expansion_compact_milp,moderate_low_gini_1_dominant_k4,,0.0491525526647,,tolerance_exact,benchmark_only
exact_s_enumeration,moderate_low_gini_1_dominant_k4,,0.0491525526647,,exact_but_too_large,benchmark_only
exact_s_selector,moderate_low_gini_1_dominant_k4,,0.0491525526647,,exact_but_too_large,benchmark_only
exact_s_parametric_cutoff,moderate_low_gini_1_dominant_k4,,0.0491525526647,,exact_but_too_large,benchmark_only
current_binary_expansion_compact_milp,moderate_low_gini_2,,0.0491525526647,,tolerance_exact,benchmark_only
exact_s_enumeration,moderate_low_gini_2,,0.0491525526647,,exact_but_too_large,benchmark_only
exact_s_selector,moderate_low_gini_2,,0.0491525526647,,exact_but_too_large,benchmark_only
exact_s_parametric_cutoff,moderate_low_gini_2,,0.0491525526647,,exact_but_too_large,benchmark_only
current_binary_expansion_compact_milp,high_imbalance_seed3201_hard,,2.44340319194,,tolerance_exact,benchmark_only
exact_s_enumeration,high_imbalance_seed3201_hard,,2.44340319194,,exact_but_too_large,benchmark_only
exact_s_selector,high_imbalance_seed3201_hard,,2.44340319194,,exact_but_too_large,benchmark_only
exact_s_parametric_cutoff,high_imbalance_seed3201_hard,,2.44340319194,,exact_but_too_large,benchmark_only
current_binary_expansion_compact_milp,tight_T_seed3102_hard,,0.600704436685,,tolerance_exact,benchmark_only
exact_s_enumeration,tight_T_seed3102_hard,,0.600704436685,,exact_but_too_large,benchmark_only
exact_s_selector,tight_T_seed3102_hard,,0.600704436685,,exact_but_too_large,benchmark_only
exact_s_parametric_cutoff,tight_T_seed3102_hard,,0.600704436685,,exact_but_too_large,benchmark_only
