file,method,algorithm_preset,status,certified_original_problem,tailored_bc_enabled,tailored_bc_mode,tailored_bc_callback_available,tailored_bc_source_class,tailored_bc_candidate_projection_checks,tailored_bc_candidate_projection_verified,tailored_bc_candidate_projection_rejections,tailored_bc_candidate_projection_unsupported_mismatches,tailored_bc_candidate_route_projection_checks,tailored_bc_candidate_route_projection_verified,tailored_bc_candidate_route_projection_rejections,tailored_bc_candidate_route_projection_unsupported_mismatches,audit_passed,failures
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_current_best_new_combined_paper_safe_1200s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_current_best_new_combined_paper_safe_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_current_best_new_combined_paper_safe_3600s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_plain_fixed_interval_mip_1200s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,off,False,off,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_plain_fixed_interval_mip_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,off,False,off,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_plain_fixed_interval_mip_3600s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,off,False,off,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_plain_fixed_interval_mip_telemetry_only_1200s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_plain_fixed_interval_mip_telemetry_only_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_plain_fixed_interval_mip_telemetry_only_3600s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_static_tailored_compact_bc_1200s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_static_tailored_compact_bc_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_static_tailored_compact_bc_3600s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\dominant_k4_low_gini_1_current_best_new_combined_paper_safe_1200s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\dominant_k4_low_gini_1_current_best_new_combined_paper_safe_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\dominant_k4_low_gini_1_current_best_new_combined_paper_safe_3600s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\dominant_k4_low_gini_1_plain_fixed_interval_mip_1200s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,off,False,off,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\dominant_k4_low_gini_1_plain_fixed_interval_mip_14400s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,off,False,off,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\dominant_k4_low_gini_1_plain_fixed_interval_mip_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,off,False,off,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\dominant_k4_low_gini_1_plain_fixed_interval_mip_3600s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,off,False,off,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_1200s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_3600s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\dominant_k4_low_gini_1_static_tailored_compact_bc_1200s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\dominant_k4_low_gini_1_static_tailored_compact_bc_14400s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_feasible_improving_ub,False,True,callback,True,tailored_bc_assisted_noncertified,1,1,0,0,1,1,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\dominant_k4_low_gini_1_static_tailored_compact_bc_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\dominant_k4_low_gini_1_static_tailored_compact_bc_3600s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
