row_id,bucket_name,leaf,variant,budget_seconds,LB,UB,gap,gap_to_cutoff,row_class,model_lp_exists,model_export_path,command_hash,thread_fairness_class,compact_bc_solver_threads,snapshot_source
dominant_k4_low_gini_1_plain_fixed_interval_mip_300s,dominant_k4,low_gini_1,plain_fixed_interval_mip,300,0.045204487708,0.0491525526647,0.0803226840248,0.003948064956699998,benchmark_only_plain_fixed_interval_mip,True,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_plain_fixed_interval_mip_300s.lp,b38e5726b4abe7c7,one_thread_fair,0,root_lp_relaxation_available_in_root_lp_solution_csv
dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_300s,dominant_k4,low_gini_1,plain_fixed_interval_mip_telemetry_only,300,0.0478292087088,0.0491525526647,0.0269231989836,0.0013233439558999957,benchmark_only_plain_fixed_interval_mip,True,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_300s.lp,6522c1e2491bd3dd,one_thread_fair,0,root_lp_relaxation_available_in_root_lp_solution_csv
dominant_k4_low_gini_1_static_tailored_compact_bc_300s,dominant_k4,low_gini_1,static_tailored_compact_bc,300,0.048388162834,0.0491525526647,0.0155513760578,0.0007643898306999991,paper_safe_fixed_interval_tailored_bc,True,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_static_tailored_compact_bc_300s.lp,e7fafcaae98d225c,one_thread_fair,1,root_lp_relaxation_available_in_root_lp_solution_csv
dominant_k4_low_gini_1_current_best_new_combined_paper_safe_300s,dominant_k4,low_gini_1,current_best_new_combined_paper_safe,300,0.0472697631516,0.0491525526647,0.0383050200056,0.0018827895130999958,paper_safe_fixed_interval_tailored_bc,True,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_current_best_new_combined_paper_safe_300s.lp,377754733cbec183,one_thread_fair,1,root_lp_relaxation_available_in_root_lp_solution_csv
dominant_k4_low_gini_1_plain_fixed_interval_mip_1200s,dominant_k4,low_gini_1,plain_fixed_interval_mip,1200,0.048035857993,0.0491525526647,0.0227189558052,0.0011166946716999956,benchmark_only_plain_fixed_interval_mip,True,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_plain_fixed_interval_mip_1200s.lp,78a02062448caf1c,one_thread_fair,0,root_lp_relaxation_available_in_root_lp_solution_csv
dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_1200s,dominant_k4,low_gini_1,plain_fixed_interval_mip_telemetry_only,1200,0.0483429120506,0.0491525526647,0.0164719952523,0.0008096406141000004,benchmark_only_plain_fixed_interval_mip,True,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_1200s.lp,075a52c278a0f6df,one_thread_fair,0,root_lp_relaxation_available_in_root_lp_solution_csv
dominant_k4_low_gini_1_static_tailored_compact_bc_1200s,dominant_k4,low_gini_1,static_tailored_compact_bc,1200,0.0487233640003,0.0491525526647,0.00873176755147,0.0004291886643999973,paper_safe_fixed_interval_tailored_bc,True,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_static_tailored_compact_bc_1200s.lp,0448196a3b985203,one_thread_fair,1,root_lp_relaxation_available_in_root_lp_solution_csv
dominant_k4_low_gini_1_current_best_new_combined_paper_safe_1200s,dominant_k4,low_gini_1,current_best_new_combined_paper_safe,1200,0.0487233640003,0.0491525526647,0.00873176755137,0.0004291886643999973,paper_safe_fixed_interval_tailored_bc,True,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_current_best_new_combined_paper_safe_1200s.lp,bf8638ff89d974bd,one_thread_fair,1,root_lp_relaxation_available_in_root_lp_solution_csv
dominant_k4_low_gini_1_plain_fixed_interval_mip_3600s,dominant_k4,low_gini_1,plain_fixed_interval_mip,3600,0.048035857993,0.0491525526647,0.0227189558052,0.0011166946716999956,benchmark_only_plain_fixed_interval_mip,True,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_plain_fixed_interval_mip_3600s.lp,6e9031ad5c4e54fe,one_thread_fair,0,root_lp_relaxation_available_in_root_lp_solution_csv
dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_3600s,dominant_k4,low_gini_1,plain_fixed_interval_mip_telemetry_only,3600,0.0483429120506,0.0491525526647,0.0164719952523,0.0008096406141000004,benchmark_only_plain_fixed_interval_mip,True,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_3600s.lp,7db43962b4757a04,one_thread_fair,0,root_lp_relaxation_available_in_root_lp_solution_csv
