bucket_name,variant,budget_seconds,elapsed_seconds,valid_bound_available,best_bound,incumbent_available,incumbent,gap_to_cutoff,node_count,node_delta_since_last_checkpoint,last_bound_improvement_time,number_of_improvements,worker_responsiveness,memory,progress_source
dominant_k4,current_best_new_combined_paper_safe,300,120.0314303,True,0.0459419944398,true,1e+75,0.0032105482249,4388,1172,120.0314303,5,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,300,150.0391454,True,0.0462202819717,true,1e+75,0.00293226069305,5340,952,150.0391454,6,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,300,180.0445216,True,0.0464877204627,true,1e+75,0.00266482220205,6558,1218,180.0445216,7,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,300,210.0524821,True,0.0467362730402,true,1e+75,0.00241626962453,7644,1086,210.0524821,8,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,300,240.0564002,True,0.0469049647444,true,1e+75,0.00224757792028,8647,1003,240.0564002,9,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,300,270.0566566,True,0.0470664064148,true,1e+75,0.00208613624994,9719,1072,270.0566566,10,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,300,300.0705358,True,0.0472697631516,true,1e+75,0.00188277951315,10843,1124,300.0705358,11,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,300,330.0790106,True,0.0472697631516,true,1e+75,0.00188277951315,10843,0,300.0705358,11,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip,1200,1200.1214013,True,0.048035857993,True,0.0491525526647,0.0011166946716999956,,,,0,no_progress_trace_final_json_only,,final_json_or_cplex_log_only
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,0.0002671,True,0.0,false,0,0,0,0,0.0002671,1,progress_trace_present,,heartbeat_activity_only
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,30.0036867,True,0.0451296434942,true,1e+75,0.00402289917048,2076,2076,30.0036867,2,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,60.0129011,True,0.0457244163987,true,1e+75,0.00342812626598,3456,1380,60.0129011,3,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,90.026017,True,0.0466792354347,true,1e+75,0.00247330723003,5786,2330,90.026017,4,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,120.0379127,True,0.0469566022785,true,1e+75,0.00219594038618,7155,1369,120.0379127,5,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,150.0405126,True,0.0471484674508,true,1e+75,0.00200407521394,8097,942,150.0405126,6,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,180.0528027,True,0.0472909955618,true,1e+75,0.00186154710293,8815,718,180.0528027,7,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,210.0552841,True,0.0474671771292,true,1e+75,0.0016853655355,9677,862,210.0552841,8,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,240.0573359,True,0.0476063334141,true,1e+75,0.0015462092506,10401,724,240.0573359,9,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,270.0671733,True,0.0477087768713,true,1e+75,0.00144376579344,11115,714,270.0671733,10,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,300.0725007,True,0.0478488012634,true,1e+75,0.00130374140133,11925,810,300.0725007,11,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,330.0784466,True,0.0479601408175,true,1e+75,0.00119240184721,12721,796,330.0784466,12,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,360.0805025,True,0.0480577414144,true,1e+75,0.00109480125026,13439,718,360.0805025,13,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,390.0815803,True,0.0481606401789,true,1e+75,0.000991902485792,14161,722,390.0815803,14,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,420.0936801,True,0.0482698274374,true,1e+75,0.000882715227301,14844,683,420.0936801,15,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,450.1039466,True,0.0483429120506,true,1e+75,0.00080963061413,16248,1404,450.1039466,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,480.1072429,True,0.0483429120506,true,1e+75,0.00080963061413,18106,1858,450.1039466,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,510.1114853,True,0.0483429120506,true,1e+75,0.00080963061413,19624,1518,450.1039466,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,540.1123367,True,0.0483429120506,true,1e+75,0.00080963061413,21349,1725,450.1039466,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,570.1125832,True,0.0483429120506,true,1e+75,0.00080963061413,23413,2064,450.1039466,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,600.1173976,True,0.0483429120506,true,1e+75,0.00080963061413,25407,1994,450.1039466,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,630.1188056,True,0.0483429120506,true,1e+75,0.00080963061413,27492,2085,450.1039466,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,660.134457,True,0.0483429120506,true,1e+75,0.00080963061413,29576,2084,450.1039466,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,690.1497411,True,0.0483429120506,true,1e+75,0.000809630614131,31999,2423,450.1039466,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,720.15307,True,0.0483429120506,true,1e+75,0.00080963061413,34424,2425,450.1039466,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,750.1675973,True,0.0483429120506,true,1e+75,0.00080963061413,36802,2378,450.1039466,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,780.1689745,True,0.0483429120506,true,1e+75,0.00080963061413,39078,2276,450.1039466,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,810.1836208,True,0.0483429120506,true,1e+75,0.00080963061413,40947,1869,450.1039466,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,840.1865056,True,0.0483429120506,true,1e+75,0.00080963061413,43015,2068,450.1039466,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,870.1875331,True,0.0483429120506,true,1e+75,0.00080963061413,45007,1992,450.1039466,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,900.2021672,True,0.0483429120506,true,1e+75,0.00080963061413,47239,2232,450.1039466,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,930.2079319,True,0.0483429120506,true,1e+75,0.00080963061413,49097,1858,450.1039466,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,960.2206538,True,0.0483429120506,true,1e+75,0.00080963061413,51143,2046,450.1039466,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,990.2282665,True,0.0483429120506,true,1e+75,0.00080963061413,53318,2175,450.1039466,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,1020.229729,True,0.0483429120506,true,1e+75,0.00080963061413,55649,2331,450.1039466,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,1050.2421993,True,0.0483429120506,true,1e+75,0.00080963061413,57663,2014,450.1039466,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,1080.2451848,True,0.0483429120506,true,1e+75,0.00080963061413,59478,1815,450.1039466,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,1110.2557821,True,0.0483429120506,true,1e+75,0.00080963061413,61474,1996,450.1039466,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,1140.2654493,True,0.0483429120506,true,1e+75,0.00080963061413,63939,2465,450.1039466,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,1170.278184,True,0.0483429120506,true,1e+75,0.00080963061413,65899,1960,450.1039466,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,1200.285088,True,0.0483429120506,true,1e+75,0.00080963061413,68241,2342,450.1039466,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,0.0002945,True,0.0,false,0,0,0,0,0.0002945,1,progress_trace_present,,heartbeat_activity_only
dominant_k4,static_tailored_compact_bc,1200,30.0159281,True,0.0460041957269,true,1e+75,0.00314834693778,2330,2330,30.0159281,2,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,60.0305618,True,0.046905221559,true,1e+75,0.00224732110569,4340,2010,60.0305618,3,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,90.0386387,True,0.0472381550671,true,1e+75,0.00191438759763,5841,1501,90.0386387,4,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,120.0506854,True,0.0475450932198,true,1e+75,0.00160744944492,7292,1451,120.0506854,5,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,150.0572113,True,0.0477178923598,true,1e+75,0.00143465030489,8481,1189,150.0572113,6,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,180.0626674,True,0.0479061600849,true,1e+75,0.00124638257983,9805,1324,180.0626674,7,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,210.0769593,True,0.0480872489851,true,1e+75,0.00106529367959,10816,1011,210.0769593,8,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,240.0882799,True,0.0482898454668,true,1e+75,0.000862697197914,11972,1156,240.0882799,9,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,270.102267,True,0.048388162834,true,1e+75,0.000764379830689,12856,884,270.102267,10,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,300.1026086,True,0.048388162834,true,1e+75,0.000764379830688,13499,643,270.102267,10,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,330.1143991,True,0.048388162834,true,1e+75,0.000764379830687,14503,1004,270.102267,10,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,360.1245853,True,0.048388162834,true,1e+75,0.000764379830687,16868,2365,270.102267,10,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,390.1257316,True,0.048388162834,true,1e+75,0.000764379830689,17454,586,270.102267,10,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,420.140882,True,0.0484008530007,true,1e+75,0.000751689663969,18587,1133,420.140882,11,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,450.150664,True,0.0484647791489,true,1e+75,0.000687763515826,19072,485,450.150664,12,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,480.155085,True,0.0485109694289,true,1e+75,0.000641573235796,19418,346,480.155085,13,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,510.1635414,True,0.0485843735121,true,1e+75,0.000568169152645,19978,560,510.1635414,14,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,540.1783356,True,0.0486797097207,true,1e+75,0.000472832943986,20713,735,540.1783356,15,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,570.1854061,True,0.0487233640003,true,1e+75,0.000429178664445,21324,611,570.1854061,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,600.1952156,True,0.0487233640003,true,1e+75,0.000429178664445,22401,1077,570.1854061,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,630.1953519,True,0.0487233640003,true,1e+75,0.000429178664445,23017,616,570.1854061,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,660.1957389,True,0.0487233640003,true,1e+75,0.000429178664445,23565,548,570.1854061,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,690.2008102,True,0.0487233640003,true,1e+75,0.000429178664445,24228,663,570.1854061,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,720.2020358,True,0.0487233640003,true,1e+75,0.000429178664429,24903,675,570.1854061,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,750.2157501,True,0.0487233640003,true,1e+75,0.000429178664429,25420,517,570.1854061,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,780.2202481,True,0.0487233640003,true,1e+75,0.000429178664429,26245,825,570.1854061,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,810.2323157,True,0.0487233640003,true,1e+75,0.000429178664429,26693,448,570.1854061,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,840.2421231,True,0.0487233640003,true,1e+75,0.000429178664429,27180,487,570.1854061,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,870.2500026,True,0.0487233640003,true,1e+75,0.000429178664429,27775,595,570.1854061,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,900.2612326,True,0.0487233640003,true,1e+75,0.000429178664429,28697,922,570.1854061,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,930.2666963,True,0.0487233640003,true,1e+75,0.000429178664429,29390,693,570.1854061,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,960.2793083,True,0.0487233640003,true,1e+75,0.000429178664429,29993,603,570.1854061,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,990.2888346,True,0.0487233640003,true,1e+75,0.000429178664429,32710,2717,570.1854061,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,1020.2931012,True,0.0487233640003,true,1e+75,0.000429178664429,33703,993,570.1854061,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,1050.3073035,True,0.0487233640003,true,1e+75,0.000429178664429,34364,661,570.1854061,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,1080.313508,True,0.0487233640003,true,1e+75,0.000429178664429,35261,897,570.1854061,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,1110.3222061,True,0.0487233640003,true,1e+75,0.000429178664429,35869,608,570.1854061,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,1140.3248593,True,0.0487233640003,true,1e+75,0.000429178664429,36701,832,570.1854061,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,1170.3373972,True,0.0487233640003,true,1e+75,0.000429178664429,37149,448,570.1854061,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,static_tailored_compact_bc,1200,1200.3508538,True,0.0487233640003,true,1e+75,0.000429178664429,37673,524,570.1854061,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,0.0002736,True,0.0,false,0,0,0,0,0.0002736,1,progress_trace_present,,heartbeat_activity_only
dominant_k4,current_best_new_combined_paper_safe,1200,30.0143381,True,0.0442189022238,true,1e+75,0.00493364044092,793,793,30.0143381,2,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,60.0278691,True,0.0449501566762,true,1e+75,0.00420238598851,1866,1073,60.0278691,3,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,90.0327536,True,0.0455780467015,true,1e+75,0.00357449596318,3266,1400,90.0327536,4,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,120.0394594,True,0.0459467098988,true,1e+75,0.00320583276593,4451,1185,120.0394594,5,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,150.0545529,True,0.0462354367847,true,1e+75,0.00291710588002,5412,961,150.0545529,6,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,180.0600228,True,0.0465216248007,true,1e+75,0.00263091786396,6639,1227,180.0600228,7,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,210.0656452,True,0.0467605060727,true,1e+75,0.00239203659196,7722,1083,210.0656452,8,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,240.0801575,True,0.0469158961291,true,1e+75,0.00223664653564,8730,1008,240.0801575,9,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,270.0904535,True,0.0470814743192,true,1e+75,0.00207106834555,9809,1079,270.0904535,10,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,300.1032769,True,0.0472969631789,true,1e+75,0.00185557948582,10998,1189,300.1032769,11,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,330.1051719,True,0.0475061661384,true,1e+75,0.00164637652627,12167,1169,330.1051719,12,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,360.1064415,True,0.0476467079113,true,1e+75,0.00150583475345,13108,941,360.1064415,13,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,390.1153544,True,0.0477788082592,true,1e+75,0.00137373440549,14044,936,390.1153544,14,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,420.1294264,True,0.0478883919277,true,1e+75,0.00126415073702,14985,941,420.1294264,15,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,450.1328745,True,0.0479721179242,true,1e+75,0.00118042474052,15653,668,450.1328745,16,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,480.1462203,True,0.0480876448178,true,1e+75,0.00106489784688,16654,1001,480.1462203,17,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,510.1535513,True,0.0481863341069,true,1e+75,0.000966208557793,17509,855,510.1535513,18,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,540.155505,True,0.0482704947703,true,1e+75,0.000882047894372,18258,749,540.155505,19,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,570.1594897,True,0.0483482013941,true,1e+75,0.00080434127058,19028,770,570.1594897,20,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,600.1598932,True,0.048388162834,true,1e+75,0.000764379830683,19693,665,600.1598932,21,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,630.1726039,True,0.048388162834,true,1e+75,0.000764379830683,20209,516,600.1598932,21,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,660.1784752,True,0.048388162834,true,1e+75,0.000764379830683,20723,514,600.1598932,21,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,690.1923698,True,0.048388162834,true,1e+75,0.000764379830683,21453,730,600.1598932,21,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,720.203569,True,0.048388162834,true,1e+75,0.000764379830683,22013,560,600.1598932,21,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,750.206167,True,0.048388162834,true,1e+75,0.000764379830683,23171,1158,600.1598932,21,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,780.2119039,True,0.048388162834,true,1e+75,0.000764379830683,23705,534,600.1598932,21,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,810.2125913,True,0.048388162834,true,1e+75,0.000764379830683,24627,922,600.1598932,21,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,840.2136141,True,0.048388162834,true,1e+75,0.000764379830683,25449,822,600.1598932,21,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,870.2222297,True,0.048388162834,true,1e+75,0.000764379830683,26532,1083,600.1598932,21,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,900.2325043,True,0.048388162834,true,1e+75,0.000764379830683,29054,2522,600.1598932,21,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,930.2422124,True,0.048413684449,true,1e+75,0.000738858215701,29561,507,930.2422124,22,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,960.2500766,True,0.0484648496259,true,1e+75,0.000687693038835,29970,409,960.2500766,23,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,990.2545681,True,0.0485116243382,true,1e+75,0.000640918326499,30345,375,990.2545681,24,progress_trace_present,,cplex_native_callback_info
dominant_k4,current_best_new_combined_paper_safe,1200,1020.2650527,True,0.0485661635373,true,1e+75,0.000586379127444,30870,525,1020.2650527,25,progress_trace_present,,cplex_native_callback_info
