file,method,instance_name,finalization_source,lower_bound,best_valid_lb_seen,gap,best_valid_gap_seen,audit_passed,failures
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_current_best_new_combined_paper_safe_1200s.json,interval-cutoff-oracle,moderate_seed3301.txt,cplex_time_limit_with_valid_best_bound,0.048388162834,0.048388162834,0.0155513760571,0.0155513760571,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_current_best_new_combined_paper_safe_300s.json,interval-cutoff-oracle,moderate_seed3301.txt,cplex_time_limit_with_valid_best_bound,0.048388162834,0.048388162834,0.0155513760571,0.0155513760571,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_current_best_new_combined_paper_safe_3600s.json,interval-cutoff-oracle,moderate_seed3301.txt,cplex_time_limit_with_valid_best_bound,0.0487233640003,0.0487233640003,0.00873176755078,0.00873176755078,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_plain_fixed_interval_mip_1200s.json,interval-cutoff-oracle,moderate_seed3301.txt,solver_final_json,0.047188370735,0.047188370735,0.0399609343405,0.0399609343405,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_plain_fixed_interval_mip_300s.json,interval-cutoff-oracle,moderate_seed3301.txt,solver_final_json,0.044978068667,0.044978068667,0.0849291394117,0.0849291394117,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_plain_fixed_interval_mip_3600s.json,interval-cutoff-oracle,moderate_seed3301.txt,solver_final_json,0.048147514854,0.048147514854,0.0204473166949,0.0204473166949,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_plain_fixed_interval_mip_telemetry_only_1200s.json,interval-cutoff-oracle,moderate_seed3301.txt,cplex_time_limit_with_valid_best_bound,0.0466177429899,0.0466177429899,0.051570255,0.051570255,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_plain_fixed_interval_mip_telemetry_only_300s.json,interval-cutoff-oracle,moderate_seed3301.txt,cplex_time_limit_with_valid_best_bound,0.0447292099423,0.0447292099423,0.0899921261999,0.0899921261999,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_plain_fixed_interval_mip_telemetry_only_3600s.json,interval-cutoff-oracle,moderate_seed3301.txt,cplex_time_limit_with_valid_best_bound,0.0482074579894,0.0482074579894,0.0192277841959,0.0192277841959,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_formulation_snapshot_round\raw\adaptive_child_low_gini_1_static_tailored_compact_bc_1200s.json,interval-cutoff-oracle,moderate_seed3301.txt,cplex_time_limit_with_valid_best_bound,0.048388162834,0.048388162834,0.0155513760578,0.0155513760578,True,
