event,source,generation,source_elapsed_seconds,content_sha256,duplicate,verifier_passed,published,objective,verification_seconds,reason
0,hga_initial_population_best,0,0.0042886000000000001,8552e659dd22ca17145c311e1f0ad620009f30fe0c0966e130825d0d5e259c37,0,1,1,1.0578143304083907,4.0999999999999997e-06,published_monotone_verified_upper_bound
1,hga_initial_population_best,0,0.0043252000000000004,8bbd8f8438b6be7d794a88f73aadafd861e3fe658e172cc92269aed25a751991,0,1,1,1.0368093052984237,2.5000000000000002e-06,published_monotone_verified_upper_bound
2,hga_initial_population_best,0,0.0043369999999999997,09c55455223dbd8509e4f3467800d005d24e336d524ff0590c97b22b55879e45,0,1,1,0.99844897047668524,1.9e-06,published_monotone_verified_upper_bound
3,hga_strict_improvement,1,0.0077156999999999998,ac243c510d2ac329ebeaba7e343e1cb9fa8971a16168b5e24f59ddc52ef31a11,0,1,1,0.96178287469514068,3.4000000000000001e-06,published_monotone_verified_upper_bound
4,hga_strict_improvement,2,0.0111346,e6490a24181f553308c2940804e91303aead481b5752aaae65076191eb9c99ba,0,1,1,0.95779732228303083,2.3e-06,published_monotone_verified_upper_bound
5,hga_strict_improvement,3,0.013916,c970a6700ec1b0c84b15809ed880044df135087b3dbdefaec1a9dcf6e4d92681,0,1,1,0.86851156604736179,1.7999999999999999e-06,published_monotone_verified_upper_bound
6,hga_strict_improvement,7,0.025856400000000002,e8b361900e54f1ecd9de29ecebad38807b16d7f323125c91262aadc83cf89a7a,0,1,1,0.86452366781888312,1.9e-06,published_monotone_verified_upper_bound
7,hga_strict_improvement,8,0.027874099999999999,1e4cc2efaa0ead08ccc998c7c38c2e92fc076ce4cb96c50fdc8d6b5cf588043b,0,1,1,0.86297422062921092,1.5e-06,published_monotone_verified_upper_bound
8,hga_strict_improvement,10,0.031287000000000002,2707b8d3a59e344c1886da7c171d36dee22254f8114488a003231c653fc0ab0c,0,1,1,0.83225503834239478,1.3999999999999999e-06,published_monotone_verified_upper_bound
9,hga_strict_improvement,11,0.033180800000000003,52ff10272aa2bdab39c92ec04b9ea90dac0ab000ab7adb227e7f0035823bfd04,0,1,1,0.81954384383894407,1.3e-06,published_monotone_verified_upper_bound
10,hga_strict_improvement,44,0.098952999999999999,abac6c509c826cbc3d61da589a7f1fc823f2707b143c4282ba51665350b42517,0,1,1,0.80668982793192234,2.7999999999999999e-06,published_monotone_verified_upper_bound
11,hga_strict_improvement,45,0.1024668,67f6bd6de2feee84ec3fad94eca9c252e7ae7e2b363c7e53101c3f1376717bb1,0,1,1,0.8056586974676998,1.5e-06,published_monotone_verified_upper_bound
12,hga_strict_improvement,51,0.116149,6172a2e81bdab3e52b8c6e7a1310a4cb3ab11c3209c8173aa941dffa5a2fc332,0,1,1,0.80248625444913102,1.7999999999999999e-06,published_monotone_verified_upper_bound
13,hga_strict_improvement,58,0.13199710000000001,f87d15fe4f8ef39f6380f3797ab0a352704f2c8381b278721f907a70a38a9a6d,0,1,1,0.80164996145713596,2.0999999999999998e-06,published_monotone_verified_upper_bound
