round_id,stage,run_id,instance_id,instance_path,instance_sha256,V,M,Q,scenario,arm,startup_variant,repetition,process_cap_seconds,status,strict_certificate,certificate_time_seconds,valid_final_lb,verified_ub,common_verified_ub,common_ub_gap,total_work,nodes,end_to_end_process_seconds,threads,source_commit,executable_sha256,historical_source_round,historical_run_id,historical_executable_sha256,comparison_compatibility,trace_event_count,trace_first_process_seconds,trace_last_process_seconds,observed_proof_gap_auc_seconds,normalized_observed_proof_gap_auc,time_to_final_verified_optimum_ub,auc_convention,time_to_gap_le_0.5,time_to_gap_le_0.25,time_to_gap_le_0.1,time_to_gap_le_0.05,time_to_gap_le_0.02,time_to_gap_le_0.01,time_to_gap_le_0.005,time_to_gap_le_0.001
35,v50_3600,v50_3600__high_imbalance_seed6202__c6_simple_start__3600s,high_imbalance_seed6202,reference/heldout_round26/V50_M3/high_imbalance_seed6202.txt,dc638980e691c1e5a0db8863194d2c961c9548923de05ea66613c11a7b8542ba,50,3,30,high_imbalance,C6-SIMPLE-START,simple-start,0,3600,round31_c6_external_gini_tree_time_limit,False,,7.820469192436284,9.729486272278969,9.729486272278969,0.19620944276182525,8758.426311888774,5644.0,3585.1204592,1,613e285aefe66bb3f66b71a43fba30925f9f782c,a5b8fd4e2aa9eb75e9bd133e03ddecc9aad54aef9ed592f25a68e842c1f342a3,,,,round35_new_row,607,0.0208301,3585.1204592,727.3669637640877,0.2028861228458204,3585.1059208,left_continuous_no_interpolation_no_post_last_extension,29.7373806,29.7373806,nan,nan,nan,nan,nan,nan
35,v50_3600,v50_3600__moderate_seed6301__c6_simple_start__3600s,moderate_seed6301,reference/heldout_round26/V50_M3/moderate_seed6301.txt,d07c4fc1d6f4c54b1964d7d1c925dd12b780f1973f5b61f1e02c1cfa35404ae3,50,3,30,moderate,C6-SIMPLE-START,simple-start,0,3600,round31_c6_external_gini_tree_time_limit,False,,0.5155109078263094,0.5804785297747187,0.5804785297747187,0.11192080088409642,10056.868788325915,1481.0,3585.1661332,1,613e285aefe66bb3f66b71a43fba30925f9f782c,a5b8fd4e2aa9eb75e9bd133e03ddecc9aad54aef9ed592f25a68e842c1f342a3,,,,round35_new_row,217,0.0265895,3585.1661332,415.1503482979843,0.11579754239343593,3585.1398777,left_continuous_no_interpolation_no_post_last_extension,8.229668,28.2722943,nan,nan,nan,nan,nan,nan
35,v50_3600,v50_3600__tight_T_seed6102__c6_simple_start__3600s,tight_T_seed6102,reference/heldout_round26/V50_M3/tight_T_seed6102.txt,62ed13533967116ca5cb0f3d3e8c4b984900b8aa11306aa6bb20a1aa6584e16c,50,3,30,tight_T,C6-SIMPLE-START,simple-start,0,3600,round31_c6_external_gini_tree_time_limit,False,,0.6143208925554493,0.6704145308677993,0.6704145308677993,0.0836700813148265,10410.718501864429,1619.0,3585.1701061,1,613e285aefe66bb3f66b71a43fba30925f9f782c,a5b8fd4e2aa9eb75e9bd133e03ddecc9aad54aef9ed592f25a68e842c1f342a3,,,,round35_new_row,120,0.0743631,3585.1701061,376.0161303675498,0.10488314882572713,3585.1137327,left_continuous_no_interpolation_no_post_last_extension,36.1230597,40.4127591,1439.0365525,nan,nan,nan,nan,nan
35,v50_3600,v50_3600__round31_sealed_high_imbalance_V50_seed802548647__c6_simple_start__3600s,round31_sealed_high_imbalance_V50_seed802548647,reference/heldout_round31/V50_M3/round31_sealed_high_imbalance_V50_seed802548647.txt,7eb428a88b804a79aa77582d1f8a3fdcba14b493386fd6eab400e5b3ee91b0e7,50,3,30,high_imbalance,C6-SIMPLE-START,simple-start,0,3600,optimal,True,1580.3954962,8.771979091147193,8.771979091147195,8.771979091147195,2.0250354235260032e-16,3899.0616374173305,5141.0,1580.3954962,1,613e285aefe66bb3f66b71a43fba30925f9f782c,a5b8fd4e2aa9eb75e9bd133e03ddecc9aad54aef9ed592f25a68e842c1f342a3,,,,round35_new_row,842,0.0223957,1580.3954962,108.63633128886619,0.06874093924687513,1503.7287788,left_continuous_no_interpolation_no_post_last_extension,27.2565343,27.2565343,27.2565343,1513.8642096,1518.2656512,1532.9804384000001,1575.9765048,1580.0963908
35,v50_3600,v50_3600__round31_sealed_moderate_V50_seed1112848618__c6_simple_start__3600s,round31_sealed_moderate_V50_seed1112848618,reference/heldout_round31/V50_M3/round31_sealed_moderate_V50_seed1112848618.txt,14645ca5ea5fd88739a4d6632fdd986b574baeb1fc2706a261e36cf8bf61ce9b,50,3,30,moderate,C6-SIMPLE-START,simple-start,0,3600,round31_c6_external_gini_tree_time_limit,False,,0.5360052362487707,0.6616459775575555,0.6242124096685997,0.1413095479256156,11208.690194871902,813.0,3585.1405419,1,613e285aefe66bb3f66b71a43fba30925f9f782c,a5b8fd4e2aa9eb75e9bd133e03ddecc9aad54aef9ed592f25a68e842c1f342a3,,,,round35_new_row,125,0.0246837,3585.1405419,523.1272782113755,0.14591642192395562,nan,left_continuous_no_interpolation_no_post_last_extension,8.6513768,35.526043900000005,nan,nan,nan,nan,nan,nan
35,v50_3600,v50_3600__round31_sealed_tight_T_V50_seed1973327304__c6_simple_start__3600s,round31_sealed_tight_T_V50_seed1973327304,reference/heldout_round31/V50_M3/round31_sealed_tight_T_V50_seed1973327304.txt,deea51d98a6185a90e6febd66fcae995841c1ee2624a8e372010afb578d39c34,50,3,30,tight_T,C6-SIMPLE-START,simple-start,0,3600,round31_c6_external_gini_tree_time_limit,False,,0.6364864116876978,0.8327916409630631,0.8327916409630631,0.23571950007609652,9903.010533512354,5059.0,3585.1390907,1,613e285aefe66bb3f66b71a43fba30925f9f782c,a5b8fd4e2aa9eb75e9bd133e03ddecc9aad54aef9ed592f25a68e842c1f342a3,,,,round35_new_row,263,0.0212338,3585.1390907,855.9507403616385,0.23875107444913035,3585.1143597,left_continuous_no_interpolation_no_post_last_extension,6.9236343,73.1255733,nan,nan,nan,nan,nan,nan
35,v50_3600,v50_3600__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6_simple_start__3600s,round32_multi_m_high_imbalance_V50_M2_seed910922492,reference/qualification_round32/V50_M2/round32_multi_m_high_imbalance_V50_M2_seed910922492.txt,2f0770edc8a8aa122256be1091df5d8a6dc4eefd8e407502b2aa266ff184a23d,50,2,30,high_imbalance,C6-SIMPLE-START,simple-start,0,3600,optimal,True,359.2884077,4.889944045091299,4.8899440450913,4.8899440450913,1.8163365705415592e-16,909.1289319204307,2964.0,359.2884077,1,613e285aefe66bb3f66b71a43fba30925f9f782c,a5b8fd4e2aa9eb75e9bd133e03ddecc9aad54aef9ed592f25a68e842c1f342a3,,,,round35_new_row,1016,0.0161463,359.2884077,25.539282695360285,0.07108615231200893,325.7281512,left_continuous_no_interpolation_no_post_last_extension,19.4157,19.4157,25.208221700000003,34.6947419,75.3565984,335.6987176,339.3404572,359.2786418
35,v50_3600,v50_3600__round32_multi_m_high_imbalance_V50_M4_seed163456187__c6_simple_start__3600s,round32_multi_m_high_imbalance_V50_M4_seed163456187,reference/qualification_round32/V50_M4/round32_multi_m_high_imbalance_V50_M4_seed163456187.txt,341488984031d90ccf81b358bc67a65cf9a3d77099305668b887d5ade73a07ad,50,4,30,high_imbalance,C6-SIMPLE-START,simple-start,0,3600,round31_c6_external_gini_tree_time_limit,False,,7.0156896784720235,7.255830940545673,7.255830940545673,0.033096314404424315,9726.315998354758,2880.0,3585.1342564,1,613e285aefe66bb3f66b71a43fba30925f9f782c,a5b8fd4e2aa9eb75e9bd133e03ddecc9aad54aef9ed592f25a68e842c1f342a3,,,,round35_new_row,326,0.0213747,3585.1342564,145.2966669331992,0.04052778021993605,3585.1203811,left_continuous_no_interpolation_no_post_last_extension,27.0000142,27.0000142,27.0000142,50.074059899999995,nan,nan,nan,nan
35,v50_3600,v50_3600__round32_multi_m_moderate_V50_M2_seed254020866__c6_simple_start__3600s,round32_multi_m_moderate_V50_M2_seed254020866,reference/qualification_round32/V50_M2/round32_multi_m_moderate_V50_M2_seed254020866.txt,c6db687e5626187035907510b05a1a11f7353c83691a5290147bcf7215f1cb2a,50,2,30,moderate,C6-SIMPLE-START,simple-start,0,3600,round31_c6_external_gini_tree_time_limit,False,,0.8200410383554302,0.8492232749999897,0.8492232749999897,0.03436344422444133,9967.72833320653,4193.0,3585.1437015,1,613e285aefe66bb3f66b71a43fba30925f9f782c,a5b8fd4e2aa9eb75e9bd133e03ddecc9aad54aef9ed592f25a68e842c1f342a3,,,,round35_new_row,196,0.020411,3585.1437015,175.36183570434468,0.04891375316687862,3585.1298365,left_continuous_no_interpolation_no_post_last_extension,6.3063324,19.7714246,38.2718801,798.5442104,nan,nan,nan,nan
35,v50_3600,v50_3600__round32_multi_m_moderate_V50_M4_seed721910669__c6_simple_start__3600s,round32_multi_m_moderate_V50_M4_seed721910669,reference/qualification_round32/V50_M4/round32_multi_m_moderate_V50_M4_seed721910669.txt,8eec8b89c4c4f3ca6a36c0777b1403912bcfa0509870afaccddda5c7ffcfae0e,50,4,30,moderate,C6-SIMPLE-START,simple-start,0,3600,round31_c6_external_gini_tree_time_limit,False,,0.31696267645303844,0.4013966618426952,0.4013966618426952,0.21035049220899074,11106.527433184845,553.0,3585.1401123,1,613e285aefe66bb3f66b71a43fba30925f9f782c,a5b8fd4e2aa9eb75e9bd133e03ddecc9aad54aef9ed592f25a68e842c1f342a3,,,,round35_new_row,128,0.0293203,3585.1401123,791.042266655133,0.22064653299426762,3585.1121054,left_continuous_no_interpolation_no_post_last_extension,13.2788591,209.2210062,nan,nan,nan,nan,nan,nan
