round_id,stage,instance_id,V,M,Q,scenario,comparator,simple_arm,historical_source_round,historical_run_id,historical_source_commit,historical_executable_sha256,comparison_compatibility,common_verified_ub,comparator_valid_final_lb,simple_valid_final_lb,comparator_common_ub_gap,simple_common_ub_gap,simple_minus_comparator_gap,gap_outcome,comparator_strict_certificate,simple_strict_certificate,certificate_outcome,comparator_certificate_time_seconds,simple_certificate_time_seconds,comparator_work,simple_work,comparator_nodes,simple_nodes,comparator_process_seconds,simple_process_seconds,auc_status,auc_convention,common_window_start_seconds,common_window_end_seconds,common_window_seconds,comparator_normalized_proof_auc,simple_normalized_proof_auc,simple_minus_comparator_proof_auc,comparator_normalized_gap_auc,simple_normalized_gap_auc
35,matrix1800,V12_M1,12,1,30,v12,C6-HGA-FULL,C6-SIMPLE-START,32,stage1__V12_M1__c6_frozen__1800s,0927d055710f43836053ecca055c0780b955a845,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,0.3572005832084155,0.3572005832084145,0.3572005832084129,2.797309884512809e-15,7.304086920672336e-15,4.506777036159526e-15,tie,True,True,both,29.0741841,21.863196,35.46318543974309,32.11395731184975,5867.0,2861.0,29.0741841,21.863196,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,6.0486724,21.863196,15.814523599999998,0.9066111434243119,0.9081970060508437,0.0015858626265318249,0.0933888565756877,0.09180299394915774
35,matrix1800,V12_M2,12,2,30,v12,C6-HGA-FULL,C6-SIMPLE-START,32,stage1__V12_M2__c6_frozen__1800s,0927d055710f43836053ecca055c0780b955a845,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,0.7185040707549709,0.7185040707549673,0.7185040707549679,5.099116526108658e-15,4.172004430452538e-15,-9.271120956561199e-16,tie,True,True,both,121.4852449,82.3188105,219.71345731112058,170.13552292276773,2107.0,3334.0,121.4852449,82.3188105,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,6.7570488,82.3188105,75.5617617,0.9086837125979731,0.9621052394367902,0.053421526838817054,0.09131628740202671,0.037894760563209534
35,matrix1800,high_imbalance_seed3202,20,3,30,high_imbalance,C6-HGA-FULL,C6-SIMPLE-START,32,stage1__high_imbalance_seed3202__c6_frozen__1800s,0927d055710f43836053ecca055c0780b955a845,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,1.7493134520506337,1.7493134520506324,1.7493134514123088,7.615945718524238e-16,3.64900268563079e-10,3.648995069685071e-10,tie,True,True,both,229.5991811,252.8522625,408.74551643281535,482.5561472279338,3605.0,4866.0,229.5991811,252.8522625,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,15.6320804,229.5991811,213.9671007,0.9655467274493298,0.9755112610727034,0.009964533623373578,0.034453272550668476,0.024488738927295205
35,matrix1800,high_imbalance_seed4201,20,3,30,high_imbalance,C6-HGA-FULL,C6-SIMPLE-START,32,stage1__high_imbalance_seed4201__c6_frozen__1800s,0927d055710f43836053ecca055c0780b955a845,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,2.7832961908951837,2.783296190895183,2.783296190895182,1.59555138724647e-16,6.38220554898588e-16,4.78665416173941e-16,tie,True,True,both,414.3345597,235.1470486,764.2233625870874,446.72951646066537,31384.0,12135.0,414.3345597,235.1470486,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,16.4148715,235.1470486,218.7321771,0.9777508485361454,0.9827847958141728,0.00503394727802746,0.022249151463856535,0.01721520418582661
35,matrix1800,high_imbalance_seed5202,20,3,30,high_imbalance,C6-HGA-FULL,C6-SIMPLE-START,32,stage1__high_imbalance_seed5202__c6_frozen__1800s,0927d055710f43836053ecca055c0780b955a845,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,1.149509246006453,1.0977694370846747,1.0954008682234888,0.04501034602507927,0.047070850426774676,0.002060504401695404,comparator_win,False,False,neither,,,3675.5224380080276,3737.147198065825,24637.0,12755.0,1785.0559241,1785.0430707,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,13.6454216,1785.0430707,1771.3976491,0.934671036324023,0.9451043917033352,0.010433355379312162,0.06532896367597679,0.054895608296665614
35,matrix1800,high_imbalance_seed5203,20,3,30,high_imbalance,C6-HGA-FULL,C6-SIMPLE-START,32,stage1__high_imbalance_seed5203__c6_frozen__1800s,0927d055710f43836053ecca055c0780b955a845,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,2.3524097575828193,2.3524097575828056,2.3524097575828167,5.852197076200602e-15,1.1326833050710842e-15,-4.719513771129518e-15,tie,True,True,both,155.9769071,101.0490818,247.00505883848243,181.3416786953202,2785.0,1819.0,155.9769071,101.0490818,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,14.2209189,101.0490818,86.8281629,0.9461679700318094,0.9406618824494027,-0.0055060875824066765,0.053832029968190545,0.05933811755059698
35,matrix1800,high_imbalance_seed6202,50,3,30,high_imbalance,C6-HGA-FULL,C6-SIMPLE-START,32,stage1__high_imbalance_seed6202__c6_frozen__1800s,0927d055710f43836053ecca055c0780b955a845,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,9.729609677413569,8.191699928419316,7.820469192436284,0.15806489674137436,0.19621963760881242,0.03815474086743806,comparator_win,False,False,neither,,,4404.894942339171,4448.669991276748,2062.0,2002.0,1785.134685,1785.1329544,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,21.3426246,1785.1329544,1763.7903298,0.8304136750782093,0.7998762701785173,-0.030537404899692075,0.16958632492179104,0.20012372982148313
35,matrix1800,moderate_seed3302,20,3,30,moderate,C6-HGA-FULL,C6-SIMPLE-START,32,stage1__moderate_seed3302__c6_frozen__1800s,0927d055710f43836053ecca055c0780b955a845,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,0.19563620654901237,0.14946819954967203,0.15427612932871687,0.23598907284973325,0.21141320387406734,-0.02457586897566591,simple_win,False,False,neither,,,3631.32219237859,3896.964099076159,14556.0,10202.0,1785.0487769,1785.046087,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,19.887577,1785.046087,1765.15851,0.7631527888922189,0.7711983206750046,0.00804553178278566,0.23684721110777976,0.22880167932499684
35,matrix1800,moderate_seed4302,20,3,30,moderate,C6-HGA-FULL,C6-SIMPLE-START,32,stage1__moderate_seed4302__c6_frozen__1800s,0927d055710f43836053ecca055c0780b955a845,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,0.0298198766247978,0.029819876624797785,0.02981987662479814,4.653871638179039e-16,0.0,-4.653871638179039e-16,tie,True,True,both,788.9466355,755.9906679,1513.520355936238,1569.4603988454921,36772.0,17588.0,788.9466355,755.9906679,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,19.0314718,755.9906679,736.9591961,0.6717410755525998,0.5972647219199171,-0.07447635363268269,0.3282589244474002,0.4027352780800825
35,matrix1800,moderate_seed5301,20,3,30,moderate,C6-HGA-FULL,C6-SIMPLE-START,32,stage1__moderate_seed5301__c6_frozen__1800s,0927d055710f43836053ecca055c0780b955a845,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,0.16885733659692667,0.0860139104573489,0.13609955598728404,0.4906119438406776,0.19399678610256396,-0.29661515773811364,simple_win,False,False,neither,,,3773.6342300216784,3878.874354754441,9405.0,11596.0,1785.0423977,1785.0424104,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,20.6819569,1785.0423977,1764.3604408,0.5090387170546269,0.6938190414575572,0.18478032440293035,0.49096128294537317,0.3061809585424439
