stage,instance_id,V,M,scenario,comparison,arm,common_verified_ub,gap_threshold,reached,first_observed_process_seconds,no_interpolation,no_post_last_extension
matrix1800,moderate_seed4302,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.0298198766247978,0.5,True,111.1771687,True,True
matrix1800,moderate_seed4302,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.0298198766247978,0.25,True,630.0872988,True,True
matrix1800,moderate_seed4302,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.0298198766247978,0.2,True,648.3316037,True,True
matrix1800,moderate_seed4302,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.0298198766247978,0.1,True,743.8896064,True,True
matrix1800,moderate_seed4302,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.0298198766247978,0.05,True,752.393039,True,True
matrix1800,moderate_seed4302,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.0298198766247978,0.02,True,755.1598111999999,True,True
matrix1800,moderate_seed4302,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.0298198766247978,0.01,True,755.5457944,True,True
matrix1800,moderate_seed4302,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.0298198766247978,0.005,True,755.8619676000001,True,True
matrix1800,moderate_seed4302,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.0298198766247978,0.001,True,755.9401814,True,True
matrix1800,moderate_seed5301,20,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.16885733659692667,0.5,False,,True,True
matrix1800,moderate_seed5301,20,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.16885733659692667,0.25,False,,True,True
matrix1800,moderate_seed5301,20,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.16885733659692667,0.2,False,,True,True
matrix1800,moderate_seed5301,20,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.16885733659692667,0.1,False,,True,True
matrix1800,moderate_seed5301,20,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.16885733659692667,0.05,False,,True,True
matrix1800,moderate_seed5301,20,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.16885733659692667,0.02,False,,True,True
matrix1800,moderate_seed5301,20,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.16885733659692667,0.01,False,,True,True
matrix1800,moderate_seed5301,20,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.16885733659692667,0.005,False,,True,True
matrix1800,moderate_seed5301,20,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.16885733659692667,0.001,False,,True,True
matrix1800,moderate_seed5301,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.16885733659692667,0.5,True,7.8144849999999995,True,True
matrix1800,moderate_seed5301,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.16885733659692667,0.25,True,1106.1798899,True,True
matrix1800,moderate_seed5301,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.16885733659692667,0.2,True,1671.9682513,True,True
matrix1800,moderate_seed5301,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.16885733659692667,0.1,False,,True,True
matrix1800,moderate_seed5301,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.16885733659692667,0.05,False,,True,True
matrix1800,moderate_seed5301,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.16885733659692667,0.02,False,,True,True
matrix1800,moderate_seed5301,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.16885733659692667,0.01,False,,True,True
matrix1800,moderate_seed5301,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.16885733659692667,0.005,False,,True,True
matrix1800,moderate_seed5301,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.16885733659692667,0.001,False,,True,True
matrix1800,moderate_seed5302,20,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.10524336655802605,0.5,False,,True,True
matrix1800,moderate_seed5302,20,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.10524336655802605,0.25,False,,True,True
matrix1800,moderate_seed5302,20,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.10524336655802605,0.2,False,,True,True
matrix1800,moderate_seed5302,20,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.10524336655802605,0.1,False,,True,True
matrix1800,moderate_seed5302,20,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.10524336655802605,0.05,False,,True,True
matrix1800,moderate_seed5302,20,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.10524336655802605,0.02,False,,True,True
matrix1800,moderate_seed5302,20,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.10524336655802605,0.01,False,,True,True
matrix1800,moderate_seed5302,20,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.10524336655802605,0.005,False,,True,True
matrix1800,moderate_seed5302,20,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.10524336655802605,0.001,False,,True,True
matrix1800,moderate_seed5302,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.10524336655802605,0.5,True,3.9138247,True,True
matrix1800,moderate_seed5302,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.10524336655802605,0.25,False,,True,True
matrix1800,moderate_seed5302,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.10524336655802605,0.2,False,,True,True
matrix1800,moderate_seed5302,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.10524336655802605,0.1,False,,True,True
matrix1800,moderate_seed5302,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.10524336655802605,0.05,False,,True,True
matrix1800,moderate_seed5302,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.10524336655802605,0.02,False,,True,True
matrix1800,moderate_seed5302,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.10524336655802605,0.01,False,,True,True
matrix1800,moderate_seed5302,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.10524336655802605,0.005,False,,True,True
matrix1800,moderate_seed5302,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.10524336655802605,0.001,False,,True,True
matrix1800,moderate_seed6301,50,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.5804785297747187,0.5,True,1.0802627,True,True
matrix1800,moderate_seed6301,50,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.5804785297747187,0.25,True,991.6558385000001,True,True
matrix1800,moderate_seed6301,50,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.5804785297747187,0.2,False,,True,True
matrix1800,moderate_seed6301,50,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.5804785297747187,0.1,False,,True,True
matrix1800,moderate_seed6301,50,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.5804785297747187,0.05,False,,True,True
matrix1800,moderate_seed6301,50,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.5804785297747187,0.02,False,,True,True
matrix1800,moderate_seed6301,50,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.5804785297747187,0.01,False,,True,True
matrix1800,moderate_seed6301,50,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.5804785297747187,0.005,False,,True,True
matrix1800,moderate_seed6301,50,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.5804785297747187,0.001,False,,True,True
matrix1800,moderate_seed6301,50,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.5804785297747187,0.5,True,8.2405696,True,True
matrix1800,moderate_seed6301,50,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.5804785297747187,0.25,True,28.160350100000002,True,True
matrix1800,moderate_seed6301,50,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.5804785297747187,0.2,True,37.6900539,True,True
matrix1800,moderate_seed6301,50,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.5804785297747187,0.1,False,,True,True
matrix1800,moderate_seed6301,50,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.5804785297747187,0.05,False,,True,True
matrix1800,moderate_seed6301,50,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.5804785297747187,0.02,False,,True,True
matrix1800,moderate_seed6301,50,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.5804785297747187,0.01,False,,True,True
matrix1800,moderate_seed6301,50,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.5804785297747187,0.005,False,,True,True
matrix1800,moderate_seed6301,50,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.5804785297747187,0.001,False,,True,True
matrix1800,round31_sealed_high_imbalance_V20_seed1968399862,20,3,high_imbalance,SIMPLE_vs_P-GRB,P-GRB,2.0874707775727215,0.5,True,4.1710042000000005,True,True
matrix1800,round31_sealed_high_imbalance_V20_seed1968399862,20,3,high_imbalance,SIMPLE_vs_P-GRB,P-GRB,2.0874707775727215,0.25,False,,True,True
matrix1800,round31_sealed_high_imbalance_V20_seed1968399862,20,3,high_imbalance,SIMPLE_vs_P-GRB,P-GRB,2.0874707775727215,0.2,False,,True,True
matrix1800,round31_sealed_high_imbalance_V20_seed1968399862,20,3,high_imbalance,SIMPLE_vs_P-GRB,P-GRB,2.0874707775727215,0.1,False,,True,True
matrix1800,round31_sealed_high_imbalance_V20_seed1968399862,20,3,high_imbalance,SIMPLE_vs_P-GRB,P-GRB,2.0874707775727215,0.05,False,,True,True
matrix1800,round31_sealed_high_imbalance_V20_seed1968399862,20,3,high_imbalance,SIMPLE_vs_P-GRB,P-GRB,2.0874707775727215,0.02,False,,True,True
matrix1800,round31_sealed_high_imbalance_V20_seed1968399862,20,3,high_imbalance,SIMPLE_vs_P-GRB,P-GRB,2.0874707775727215,0.01,False,,True,True
matrix1800,round31_sealed_high_imbalance_V20_seed1968399862,20,3,high_imbalance,SIMPLE_vs_P-GRB,P-GRB,2.0874707775727215,0.005,False,,True,True
matrix1800,round31_sealed_high_imbalance_V20_seed1968399862,20,3,high_imbalance,SIMPLE_vs_P-GRB,P-GRB,2.0874707775727215,0.001,False,,True,True
matrix1800,round31_sealed_high_imbalance_V20_seed1968399862,20,3,high_imbalance,SIMPLE_vs_P-GRB,C6-SIMPLE-START,2.0874707775727215,0.5,True,1.3066859,True,True
matrix1800,round31_sealed_high_imbalance_V20_seed1968399862,20,3,high_imbalance,SIMPLE_vs_P-GRB,C6-SIMPLE-START,2.0874707775727215,0.25,True,1.3066859,True,True
matrix1800,round31_sealed_high_imbalance_V20_seed1968399862,20,3,high_imbalance,SIMPLE_vs_P-GRB,C6-SIMPLE-START,2.0874707775727215,0.2,True,1.3066859,True,True
matrix1800,round31_sealed_high_imbalance_V20_seed1968399862,20,3,high_imbalance,SIMPLE_vs_P-GRB,C6-SIMPLE-START,2.0874707775727215,0.1,True,1.3066859,True,True
matrix1800,round31_sealed_high_imbalance_V20_seed1968399862,20,3,high_imbalance,SIMPLE_vs_P-GRB,C6-SIMPLE-START,2.0874707775727215,0.05,True,3.7158575,True,True
matrix1800,round31_sealed_high_imbalance_V20_seed1968399862,20,3,high_imbalance,SIMPLE_vs_P-GRB,C6-SIMPLE-START,2.0874707775727215,0.02,True,23.0995912,True,True
matrix1800,round31_sealed_high_imbalance_V20_seed1968399862,20,3,high_imbalance,SIMPLE_vs_P-GRB,C6-SIMPLE-START,2.0874707775727215,0.01,True,68.6779735,True,True
matrix1800,round31_sealed_high_imbalance_V20_seed1968399862,20,3,high_imbalance,SIMPLE_vs_P-GRB,C6-SIMPLE-START,2.0874707775727215,0.005,True,74.0812492,True,True
matrix1800,round31_sealed_high_imbalance_V20_seed1968399862,20,3,high_imbalance,SIMPLE_vs_P-GRB,C6-SIMPLE-START,2.0874707775727215,0.001,True,77.6130029,True,True
matrix1800,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_P-GRB,P-GRB,8.771979091147195,0.5,True,0.9425152,True,True
matrix1800,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_P-GRB,P-GRB,8.771979091147195,0.25,True,0.9425152,True,True
matrix1800,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_P-GRB,P-GRB,8.771979091147195,0.2,True,0.9425152,True,True
matrix1800,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_P-GRB,P-GRB,8.771979091147195,0.1,True,1.7880931,True,True
matrix1800,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_P-GRB,P-GRB,8.771979091147195,0.05,False,,True,True
matrix1800,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_P-GRB,P-GRB,8.771979091147195,0.02,False,,True,True
matrix1800,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_P-GRB,P-GRB,8.771979091147195,0.01,False,,True,True
matrix1800,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_P-GRB,P-GRB,8.771979091147195,0.005,False,,True,True
matrix1800,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_P-GRB,P-GRB,8.771979091147195,0.001,False,,True,True
matrix1800,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_P-GRB,C6-SIMPLE-START,8.771979091147195,0.5,True,27.1743187,True,True
matrix1800,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_P-GRB,C6-SIMPLE-START,8.771979091147195,0.25,True,27.1743187,True,True
matrix1800,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_P-GRB,C6-SIMPLE-START,8.771979091147195,0.2,True,27.1743187,True,True
matrix1800,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_P-GRB,C6-SIMPLE-START,8.771979091147195,0.1,True,27.1743187,True,True
matrix1800,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_P-GRB,C6-SIMPLE-START,8.771979091147195,0.05,True,1514.3501174,True,True
matrix1800,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_P-GRB,C6-SIMPLE-START,8.771979091147195,0.02,True,1518.7694867999999,True,True
matrix1800,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_P-GRB,C6-SIMPLE-START,8.771979091147195,0.01,True,1533.5230906,True,True
matrix1800,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_P-GRB,C6-SIMPLE-START,8.771979091147195,0.005,True,1576.366468,True,True
matrix1800,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_P-GRB,C6-SIMPLE-START,8.771979091147195,0.001,True,1580.4542678,True,True
matrix1800,round31_sealed_moderate_V20_seed311185674,20,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.08376681238398306,0.5,True,1.8044477,True,True
matrix1800,round31_sealed_moderate_V20_seed311185674,20,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.08376681238398306,0.25,False,,True,True
matrix1800,round31_sealed_moderate_V20_seed311185674,20,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.08376681238398306,0.2,False,,True,True
matrix1800,round31_sealed_moderate_V20_seed311185674,20,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.08376681238398306,0.1,False,,True,True
matrix1800,round31_sealed_moderate_V20_seed311185674,20,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.08376681238398306,0.05,False,,True,True
matrix1800,round31_sealed_moderate_V20_seed311185674,20,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.08376681238398306,0.02,False,,True,True
matrix1800,round31_sealed_moderate_V20_seed311185674,20,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.08376681238398306,0.01,False,,True,True
matrix1800,round31_sealed_moderate_V20_seed311185674,20,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.08376681238398306,0.005,False,,True,True
matrix1800,round31_sealed_moderate_V20_seed311185674,20,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.08376681238398306,0.001,False,,True,True
matrix1800,round31_sealed_moderate_V20_seed311185674,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.08376681238398306,0.5,True,0.586679,True,True
matrix1800,round31_sealed_moderate_V20_seed311185674,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.08376681238398306,0.25,True,6.6097997,True,True
matrix1800,round31_sealed_moderate_V20_seed311185674,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.08376681238398306,0.2,False,,True,True
matrix1800,round31_sealed_moderate_V20_seed311185674,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.08376681238398306,0.1,False,,True,True
matrix1800,round31_sealed_moderate_V20_seed311185674,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.08376681238398306,0.05,False,,True,True
matrix1800,round31_sealed_moderate_V20_seed311185674,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.08376681238398306,0.02,False,,True,True
matrix1800,round31_sealed_moderate_V20_seed311185674,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.08376681238398306,0.01,False,,True,True
matrix1800,round31_sealed_moderate_V20_seed311185674,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.08376681238398306,0.005,False,,True,True
matrix1800,round31_sealed_moderate_V20_seed311185674,20,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.08376681238398306,0.001,False,,True,True
matrix1800,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.6618393814171221,0.5,True,0.926115,True,True
matrix1800,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.6618393814171221,0.25,False,,True,True
matrix1800,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.6618393814171221,0.2,False,,True,True
matrix1800,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.6618393814171221,0.1,False,,True,True
matrix1800,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.6618393814171221,0.05,False,,True,True
matrix1800,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.6618393814171221,0.02,False,,True,True
matrix1800,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.6618393814171221,0.01,False,,True,True
matrix1800,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.6618393814171221,0.005,False,,True,True
matrix1800,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_P-GRB,P-GRB,0.6618393814171221,0.001,False,,True,True
matrix1800,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.6618393814171221,0.5,True,8.6317978,True,True
matrix1800,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.6618393814171221,0.25,True,54.5042725,True,True
matrix1800,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.6618393814171221,0.2,True,161.2105882,True,True
matrix1800,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.6618393814171221,0.1,False,,True,True
matrix1800,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.6618393814171221,0.05,False,,True,True
matrix1800,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.6618393814171221,0.02,False,,True,True
matrix1800,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.6618393814171221,0.01,False,,True,True
matrix1800,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.6618393814171221,0.005,False,,True,True
matrix1800,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.6618393814171221,0.001,False,,True,True
matrix1800,round31_sealed_tight_T_V20_seed2113109204,20,3,tight_T,SIMPLE_vs_P-GRB,P-GRB,0.40807397411130053,0.5,False,,True,True
matrix1800,round31_sealed_tight_T_V20_seed2113109204,20,3,tight_T,SIMPLE_vs_P-GRB,P-GRB,0.40807397411130053,0.25,False,,True,True
matrix1800,round31_sealed_tight_T_V20_seed2113109204,20,3,tight_T,SIMPLE_vs_P-GRB,P-GRB,0.40807397411130053,0.2,False,,True,True
matrix1800,round31_sealed_tight_T_V20_seed2113109204,20,3,tight_T,SIMPLE_vs_P-GRB,P-GRB,0.40807397411130053,0.1,False,,True,True
matrix1800,round31_sealed_tight_T_V20_seed2113109204,20,3,tight_T,SIMPLE_vs_P-GRB,P-GRB,0.40807397411130053,0.05,False,,True,True
matrix1800,round31_sealed_tight_T_V20_seed2113109204,20,3,tight_T,SIMPLE_vs_P-GRB,P-GRB,0.40807397411130053,0.02,False,,True,True
matrix1800,round31_sealed_tight_T_V20_seed2113109204,20,3,tight_T,SIMPLE_vs_P-GRB,P-GRB,0.40807397411130053,0.01,False,,True,True
matrix1800,round31_sealed_tight_T_V20_seed2113109204,20,3,tight_T,SIMPLE_vs_P-GRB,P-GRB,0.40807397411130053,0.005,False,,True,True
matrix1800,round31_sealed_tight_T_V20_seed2113109204,20,3,tight_T,SIMPLE_vs_P-GRB,P-GRB,0.40807397411130053,0.001,False,,True,True
matrix1800,round31_sealed_tight_T_V20_seed2113109204,20,3,tight_T,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.40807397411130053,0.5,True,1.6275101,True,True
matrix1800,round31_sealed_tight_T_V20_seed2113109204,20,3,tight_T,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.40807397411130053,0.25,True,231.321584,True,True
matrix1800,round31_sealed_tight_T_V20_seed2113109204,20,3,tight_T,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.40807397411130053,0.2,True,337.5820318,True,True
matrix1800,round31_sealed_tight_T_V20_seed2113109204,20,3,tight_T,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.40807397411130053,0.1,False,,True,True
matrix1800,round31_sealed_tight_T_V20_seed2113109204,20,3,tight_T,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.40807397411130053,0.05,False,,True,True
matrix1800,round31_sealed_tight_T_V20_seed2113109204,20,3,tight_T,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.40807397411130053,0.02,False,,True,True
matrix1800,round31_sealed_tight_T_V20_seed2113109204,20,3,tight_T,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.40807397411130053,0.01,False,,True,True
matrix1800,round31_sealed_tight_T_V20_seed2113109204,20,3,tight_T,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.40807397411130053,0.005,False,,True,True
matrix1800,round31_sealed_tight_T_V20_seed2113109204,20,3,tight_T,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.40807397411130053,0.001,False,,True,True
matrix1800,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_P-GRB,P-GRB,0.8327916409630631,0.5,True,0.9625758,True,True
matrix1800,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_P-GRB,P-GRB,0.8327916409630631,0.25,False,,True,True
matrix1800,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_P-GRB,P-GRB,0.8327916409630631,0.2,False,,True,True
matrix1800,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_P-GRB,P-GRB,0.8327916409630631,0.1,False,,True,True
matrix1800,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_P-GRB,P-GRB,0.8327916409630631,0.05,False,,True,True
matrix1800,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_P-GRB,P-GRB,0.8327916409630631,0.02,False,,True,True
matrix1800,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_P-GRB,P-GRB,0.8327916409630631,0.01,False,,True,True
matrix1800,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_P-GRB,P-GRB,0.8327916409630631,0.005,False,,True,True
matrix1800,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_P-GRB,P-GRB,0.8327916409630631,0.001,False,,True,True
matrix1800,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.8327916409630631,0.5,True,6.7183071,True,True
matrix1800,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.8327916409630631,0.25,True,72.8880793,True,True
matrix1800,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.8327916409630631,0.2,False,,True,True
matrix1800,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.8327916409630631,0.1,False,,True,True
matrix1800,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.8327916409630631,0.05,False,,True,True
matrix1800,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.8327916409630631,0.02,False,,True,True
matrix1800,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.8327916409630631,0.01,False,,True,True
matrix1800,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.8327916409630631,0.005,False,,True,True
matrix1800,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_P-GRB,C6-SIMPLE-START,0.8327916409630631,0.001,False,,True,True
matrix1800,round32_multi_m_high_imbalance_V20_M2_seed1052706459,20,2,high_imbalance,SIMPLE_vs_P-GRB,P-GRB,4.356924112605589,0.5,True,0.11940239999999999,True,True
matrix1800,round32_multi_m_high_imbalance_V20_M2_seed1052706459,20,2,high_imbalance,SIMPLE_vs_P-GRB,P-GRB,4.356924112605589,0.25,True,0.2851269,True,True
matrix1800,round32_multi_m_high_imbalance_V20_M2_seed1052706459,20,2,high_imbalance,SIMPLE_vs_P-GRB,P-GRB,4.356924112605589,0.2,True,0.48095109999999996,True,True
matrix1800,round32_multi_m_high_imbalance_V20_M2_seed1052706459,20,2,high_imbalance,SIMPLE_vs_P-GRB,P-GRB,4.356924112605589,0.1,True,112.2242675,True,True
