path,starting_status,final_status,starting_exists,final_exists,starting_bytes,final_bytes,preservation_audit_passed,audit_scope
build_round31/ALL_BUILD.vcxproj.filters,??,??,True,True,273,273,True,status_existence_and_byte_count
build_round31/CTestTestfile.cmake,??,??,True,True,20437,20437,True,status_existence_and_byte_count
build_round31/ConnectivityFlowTests.vcxproj,??,??,True,True,77280,77280,True,status_existence_and_byte_count
build_round31/ConnectivityFlowTests.vcxproj.filters,??,??,True,True,574,574,True,status_existence_and_byte_count
build_round31/ControllingLeafSchedulerTests.vcxproj,??,??,True,True,77425,77425,True,status_existence_and_byte_count
build_round31/ControllingLeafSchedulerTests.vcxproj.filters,??,??,True,True,583,583,True,status_existence_and_byte_count
build_round31/DenseProgressTests.vcxproj,??,??,True,True,77226,77226,True,status_existence_and_byte_count
build_round31/DenseProgressTests.vcxproj.filters,??,??,True,True,571,571,True,status_existence_and_byte_count
build_round31/DispersionChildBoundTests.vcxproj,??,??,True,True,77353,77353,True,status_existence_and_byte_count
build_round31/DispersionChildBoundTests.vcxproj.filters,??,??,True,True,579,579,True,status_existence_and_byte_count
build_round31/ExactEBRP.sln,??,??,True,True,20746,20746,True,status_existence_and_byte_count
build_round31/ExactEBRP.vcxproj,??,??,True,True,77055,77055,True,status_existence_and_byte_count
build_round31/ExactEBRP.vcxproj.filters,??,??,True,True,553,553,True,status_existence_and_byte_count
build_round31/ExactEBRPCompare.vcxproj,??,??,True,True,77182,77182,True,status_existence_and_byte_count
build_round31/ExactEBRPCompare.vcxproj.filters,??,??,True,True,561,561,True,status_existence_and_byte_count
build_round31/GlobalGiniTreeTests.vcxproj,??,??,True,True,77245,77245,True,status_existence_and_byte_count
build_round31/GlobalGiniTreeTests.vcxproj.filters,??,??,True,True,573,573,True,status_existence_and_byte_count
build_round31/ModelCorrectnessTests.vcxproj,??,??,True,True,77280,77280,True,status_existence_and_byte_count
build_round31/ModelCorrectnessTests.vcxproj.filters,??,??,True,True,574,574,True,status_existence_and_byte_count
build_round31/RUN_TESTS.vcxproj,??,??,True,True,10353,10353,True,status_existence_and_byte_count
build_round31/RUN_TESTS.vcxproj.filters,??,??,True,True,525,525,True,status_existence_and_byte_count
build_round31/Round24BackendTests.vcxproj,??,??,True,True,77244,77244,True,status_existence_and_byte_count
build_round31/Round24BackendTests.vcxproj.filters,??,??,True,True,572,572,True,status_existence_and_byte_count
build_round31/Round27PaperSchedulingTests.vcxproj,??,??,True,True,77389,77389,True,status_existence_and_byte_count
build_round31/Round27PaperSchedulingTests.vcxproj.filters,??,??,True,True,581,581,True,status_existence_and_byte_count
build_round31/Round28ReplicaTests.vcxproj,??,??,True,True,77244,77244,True,status_existence_and_byte_count
build_round31/Round28ReplicaTests.vcxproj.filters,??,??,True,True,572,572,True,status_existence_and_byte_count
build_round31/Round29PerformanceRecoveryTests.vcxproj,??,??,True,True,77461,77461,True,status_existence_and_byte_count
build_round31/Round29PerformanceRecoveryTests.vcxproj.filters,??,??,True,True,585,585,True,status_existence_and_byte_count
build_round31/Round30C5Tests.vcxproj,??,??,True,True,77154,77154,True,status_existence_and_byte_count
build_round31/Round30C5Tests.vcxproj.filters,??,??,True,True,567,567,True,status_existence_and_byte_count
build_round31/StrictCertificateTests.vcxproj,??,??,True,True,77298,77298,True,status_existence_and_byte_count
build_round31/StrictCertificateTests.vcxproj.filters,??,??,True,True,575,575,True,status_existence_and_byte_count
build_round31/StrictSerializationTests.vcxproj,??,??,True,True,77334,77334,True,status_existence_and_byte_count
build_round31/StrictSerializationTests.vcxproj.filters,??,??,True,True,577,577,True,status_existence_and_byte_count
build_round31/ZERO_CHECK.vcxproj,??,??,True,True,65253,65253,True,status_existence_and_byte_count
build_round31/ZERO_CHECK.vcxproj.filters,??,??,True,True,524,524,True,status_existence_and_byte_count
build_round31/dev_gurobi/CTestTestfile.cmake,??,??,True,True,4211,4211,True,status_existence_and_byte_count
build_round31/dev_gurobi/Makefile,??,??,True,True,73173,73173,True,status_existence_and_byte_count
build_round31/dev_gurobi/Testing/Temporary/CTestCostData.txt,??,??,True,True,498,498,True,status_existence_and_byte_count
build_round31/dev_gurobi/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round31/dev_gurobi/libexact_ebrp_core.a,??,??,True,True,6440996,6440996,True,status_existence_and_byte_count
build_round31/exact_ebrp_core.dir/Release/exact_ebrp_core.tlog/CustomBuild.command.1.tlog,??,??,True,True,480,480,True,status_existence_and_byte_count
build_round31/exact_ebrp_core.dir/Release/exact_ebrp_core.tlog/CustomBuild.read.1.tlog,??,??,True,True,13662,13662,True,status_existence_and_byte_count
build_round31/exact_ebrp_core.dir/Release/exact_ebrp_core.tlog/CustomBuild.write.1.tlog,??,??,True,True,96,96,True,status_existence_and_byte_count
build_round31/exact_ebrp_core.dir/Release/exact_ebrp_core.tlog/exact_ebrp_core.lastbuildstate,??,??,True,True,164,164,True,status_existence_and_byte_count
build_round31/exact_ebrp_core.dir/Release/exact_ebrp_core.tlog/unsuccessfulbuild,??,??,True,True,0,0,True,status_existence_and_byte_count
build_round31/exact_ebrp_core.vcxproj,??,??,True,True,75296,75296,True,status_existence_and_byte_count
build_round31/exact_ebrp_core.vcxproj.filters,??,??,True,True,5025,5025,True,status_existence_and_byte_count
build_round31/official/cplex_r1/CTestTestfile.cmake,??,??,True,True,4316,4316,True,status_existence_and_byte_count
build_round31/official/cplex_r1/Makefile,??,??,True,True,73285,73285,True,status_existence_and_byte_count
build_round31/official/cplex_r1/Testing/Temporary/CTestCostData.txt,??,??,True,True,498,498,True,status_existence_and_byte_count
build_round31/official/cplex_r1/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round31/official/cplex_r1/libexact_ebrp_core.a,??,??,True,True,6226090,6226090,True,status_existence_and_byte_count
build_round31/official/gurobi_r1/CTestTestfile.cmake,??,??,True,True,4331,4331,True,status_existence_and_byte_count
build_round31/official/gurobi_r1/Makefile,??,??,True,True,73205,73205,True,status_existence_and_byte_count
build_round31/official/gurobi_r1/Testing/Temporary/CTestCostData.txt,??,??,True,True,498,498,True,status_existence_and_byte_count
build_round31/official/gurobi_r1/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round31/official/gurobi_r1/libexact_ebrp_core.a,??,??,True,True,6440996,6440996,True,status_existence_and_byte_count
build_round31/official_short_process.json,??,??,True,True,108,108,True,status_existence_and_byte_count
build_round31/pgrb_hga_smoke/hga.csv,??,??,True,True,28948,28948,True,status_existence_and_byte_count
build_round31/pgrb_hga_smoke/phases.csv,??,??,True,True,2279,2279,True,status_existence_and_byte_count
build_round31/pgrb_hga_smoke/progress.csv,??,??,True,True,345,345,True,status_existence_and_byte_count
build_round31/pgrb_hga_smoke/result.json,??,??,True,True,74682,74682,True,status_existence_and_byte_count
build_round31/pgrb_hga_smoke_r2/hga.csv,??,??,True,True,28948,28948,True,status_existence_and_byte_count
build_round31/pgrb_hga_smoke_r2/phases.csv,??,??,True,True,2253,2253,True,status_existence_and_byte_count
build_round31/pgrb_hga_smoke_r2/progress.csv,??,??,True,True,266,266,True,status_existence_and_byte_count
build_round31/pgrb_hga_smoke_r2/result.json,??,??,True,True,74704,74704,True,status_existence_and_byte_count
build_round31/stage0_runtime_process.json,??,??,True,True,79,79,True,status_existence_and_byte_count
build_round31/starting_dirty_file_manifest.csv,??,??,True,True,59731,59731,True,status_existence_and_byte_count
build_round31/user_preservation_backup/results/gf_compact_bc_round/handling_convention_test/handling_convention.json,??,??,True,True,53767,53767,True,status_existence_and_byte_count
build_round31/user_preservation_backup/results/gf_compact_bc_timeprofile_round/progress_traces/exact_moderate_seed3301_1200s_static300.progress.csv,??,??,True,True,6792,6792,True,status_existence_and_byte_count
build_round31/user_preservation_backup/results/gf_compact_bc_timeprofile_round/raw/exact_moderate_seed3301_1200s_static300.json,??,??,True,True,73034,73034,True,status_existence_and_byte_count
build_round31/x64/Release/ZERO_CHECK/ZERO_CHECK.recipe,??,??,True,True,298,298,True,status_existence_and_byte_count
build_round31/x64/Release/ZERO_CHECK/ZERO_CHECK.tlog/CustomBuild.command.1.tlog,??,??,True,True,581,581,True,status_existence_and_byte_count
build_round31/x64/Release/ZERO_CHECK/ZERO_CHECK.tlog/CustomBuild.read.1.tlog,??,??,True,True,13760,13760,True,status_existence_and_byte_count
build_round31/x64/Release/ZERO_CHECK/ZERO_CHECK.tlog/CustomBuild.write.1.tlog,??,??,True,True,159,159,True,status_existence_and_byte_count
build_round31/x64/Release/ZERO_CHECK/ZERO_CHECK.tlog/ZERO_CHECK.lastbuildstate,??,??,True,True,164,164,True,status_existence_and_byte_count
build_round32/invalidated_source_35374740_official_pretraceparser/cplex/CTestTestfile.cmake,??,??,True,True,4271,4271,True,status_existence_and_byte_count
build_round32/invalidated_source_35374740_official_pretraceparser/cplex/Makefile,??,??,True,True,73273,73273,True,status_existence_and_byte_count
build_round32/invalidated_source_35374740_official_pretraceparser/cplex/Testing/Temporary/CTestCostData.txt,??,??,True,True,503,503,True,status_existence_and_byte_count
build_round32/invalidated_source_35374740_official_pretraceparser/cplex/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round32/invalidated_source_35374740_official_pretraceparser/cplex/libexact_ebrp_core.a,??,??,True,True,6226064,6226064,True,status_existence_and_byte_count
build_round32/invalidated_source_35374740_official_pretraceparser/gurobi/CTestTestfile.cmake,??,??,True,True,4286,4286,True,status_existence_and_byte_count
build_round32/invalidated_source_35374740_official_pretraceparser/gurobi/Makefile,??,??,True,True,73193,73193,True,status_existence_and_byte_count
build_round32/invalidated_source_35374740_official_pretraceparser/gurobi/Testing/Temporary/CTestCostData.txt,??,??,True,True,501,501,True,status_existence_and_byte_count
build_round32/invalidated_source_35374740_official_pretraceparser/gurobi/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round32/invalidated_source_35374740_official_pretraceparser/gurobi/libexact_ebrp_core.a,??,??,True,True,6440970,6440970,True,status_existence_and_byte_count
build_round32/invalidated_source_35374740_partial_controller1/cplex/CTestTestfile.cmake,??,??,True,True,4271,4271,True,status_existence_and_byte_count
build_round32/invalidated_source_35374740_partial_controller1/cplex/Makefile,??,??,True,True,73273,73273,True,status_existence_and_byte_count
build_round32/invalidated_source_35374740_partial_controller1/cplex/Testing/Temporary/CTestCostData.txt,??,??,True,True,501,501,True,status_existence_and_byte_count
build_round32/invalidated_source_35374740_partial_controller1/cplex/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round32/invalidated_source_35374740_partial_controller1/cplex/libexact_ebrp_core.a,??,??,True,True,6226064,6226064,True,status_existence_and_byte_count
build_round32/invalidated_source_3aeedec1_official/cplex/CTestTestfile.cmake,??,??,True,True,4271,4271,True,status_existence_and_byte_count
build_round32/invalidated_source_3aeedec1_official/cplex/Makefile,??,??,True,True,73273,73273,True,status_existence_and_byte_count
build_round32/invalidated_source_3aeedec1_official/cplex/Testing/Temporary/CTestCostData.txt,??,??,True,True,512,512,True,status_existence_and_byte_count
build_round32/invalidated_source_3aeedec1_official/cplex/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round32/invalidated_source_3aeedec1_official/cplex/libexact_ebrp_core.a,??,??,True,True,6226064,6226064,True,status_existence_and_byte_count
build_round32/invalidated_source_3aeedec1_official/gurobi/CTestTestfile.cmake,??,??,True,True,4286,4286,True,status_existence_and_byte_count
build_round32/invalidated_source_3aeedec1_official/gurobi/Makefile,??,??,True,True,73193,73193,True,status_existence_and_byte_count
build_round32/invalidated_source_3aeedec1_official/gurobi/Testing/Temporary/CTestCostData.txt,??,??,True,True,497,497,True,status_existence_and_byte_count
build_round32/invalidated_source_3aeedec1_official/gurobi/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round32/invalidated_source_3aeedec1_official/gurobi/libexact_ebrp_core.a,??,??,True,True,6440970,6440970,True,status_existence_and_byte_count
build_round32/invalidated_source_40c06de9_postclocktrace/cplex/CTestTestfile.cmake,??,??,True,True,4271,4271,True,status_existence_and_byte_count
build_round32/invalidated_source_40c06de9_postclocktrace/cplex/Makefile,??,??,True,True,73273,73273,True,status_existence_and_byte_count
build_round32/invalidated_source_40c06de9_postclocktrace/cplex/Testing/Temporary/CTestCostData.txt,??,??,True,True,504,504,True,status_existence_and_byte_count
build_round32/invalidated_source_40c06de9_postclocktrace/cplex/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round32/invalidated_source_40c06de9_postclocktrace/cplex/libexact_ebrp_core.a,??,??,True,True,6226064,6226064,True,status_existence_and_byte_count
build_round32/invalidated_source_40c06de9_postclocktrace/gurobi/CTestTestfile.cmake,??,??,True,True,4286,4286,True,status_existence_and_byte_count
build_round32/invalidated_source_40c06de9_postclocktrace/gurobi/Makefile,??,??,True,True,73193,73193,True,status_existence_and_byte_count
build_round32/invalidated_source_40c06de9_postclocktrace/gurobi/Testing/Temporary/CTestCostData.txt,??,??,True,True,503,503,True,status_existence_and_byte_count
build_round32/invalidated_source_40c06de9_postclocktrace/gurobi/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round32/invalidated_source_40c06de9_postclocktrace/gurobi/libexact_ebrp_core.a,??,??,True,True,6440970,6440970,True,status_existence_and_byte_count
build_round32/invalidated_source_71bfa89b_preofficial_analyzer/cplex/CTestTestfile.cmake,??,??,True,True,4271,4271,True,status_existence_and_byte_count
build_round32/invalidated_source_71bfa89b_preofficial_analyzer/cplex/Makefile,??,??,True,True,73273,73273,True,status_existence_and_byte_count
build_round32/invalidated_source_71bfa89b_preofficial_analyzer/cplex/Testing/Temporary/CTestCostData.txt,??,??,True,True,503,503,True,status_existence_and_byte_count
build_round32/invalidated_source_71bfa89b_preofficial_analyzer/cplex/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round32/invalidated_source_71bfa89b_preofficial_analyzer/cplex/libexact_ebrp_core.a,??,??,True,True,6226064,6226064,True,status_existence_and_byte_count
build_round32/invalidated_source_71bfa89b_preofficial_analyzer/gurobi/CTestTestfile.cmake,??,??,True,True,4286,4286,True,status_existence_and_byte_count
build_round32/invalidated_source_71bfa89b_preofficial_analyzer/gurobi/Makefile,??,??,True,True,73193,73193,True,status_existence_and_byte_count
build_round32/invalidated_source_71bfa89b_preofficial_analyzer/gurobi/Testing/Temporary/CTestCostData.txt,??,??,True,True,501,501,True,status_existence_and_byte_count
build_round32/invalidated_source_71bfa89b_preofficial_analyzer/gurobi/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round32/invalidated_source_71bfa89b_preofficial_analyzer/gurobi/libexact_ebrp_core.a,??,??,True,True,6440970,6440970,True,status_existence_and_byte_count
build_round32/official/cplex/CTestTestfile.cmake,??,??,True,True,4271,4271,True,status_existence_and_byte_count
build_round32/official/cplex/Makefile,??,??,True,True,73273,73273,True,status_existence_and_byte_count
build_round32/official/cplex/Testing/Temporary/CTestCostData.txt,??,??,True,True,500,500,True,status_existence_and_byte_count
build_round32/official/cplex/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round32/official/cplex/libexact_ebrp_core.a,??,??,True,True,6226064,6226064,True,status_existence_and_byte_count
build_round32/official/gurobi/CTestTestfile.cmake,??,??,True,True,4286,4286,True,status_existence_and_byte_count
build_round32/official/gurobi/Makefile,??,??,True,True,73193,73193,True,status_existence_and_byte_count
build_round32/official/gurobi/Testing/Temporary/CTestCostData.txt,??,??,True,True,497,497,True,status_existence_and_byte_count
build_round32/official/gurobi/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round32/official/gurobi/libexact_ebrp_core.a,??,??,True,True,6440414,6440414,True,status_existence_and_byte_count
build_round33/official/gurobi/CTestTestfile.cmake,??,??,True,True,4286,4286,True,status_existence_and_byte_count
build_round33/official/gurobi/Makefile,??,??,True,True,73193,73193,True,status_existence_and_byte_count
build_round33/official/gurobi/Testing/Temporary/CTestCostData.txt,??,??,True,True,494,494,True,status_existence_and_byte_count
build_round33/official/gurobi/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round33/official/gurobi/libexact_ebrp_core.a,??,??,True,True,6440414,6440414,True,status_existence_and_byte_count
build_round33/run_official.ps1,??,??,True,True,531,531,True,status_existence_and_byte_count
build_round34/official/gurobi/CTestTestfile.cmake,??,??,True,True,4286,4286,True,status_existence_and_byte_count
build_round34/official/gurobi/Makefile,??,??,True,True,73193,73193,True,status_existence_and_byte_count
build_round34/official/gurobi/Testing/Temporary/CTestCostData.txt,??,??,True,True,503,503,True,status_existence_and_byte_count
build_round34/official/gurobi/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round34/official/gurobi/libexact_ebrp_core.a,??,??,True,True,6448394,6448394,True,status_existence_and_byte_count
results/gf_compact_bc_timeprofile_round/raw/exact_moderate_seed3301_1200s_static300.auto_oracle.csv,??,??,True,True,10923,10923,True,status_existence_and_byte_count
results/gf_compact_bc_timeprofile_round/raw/exact_moderate_seed3301_1200s_static300.intervals.csv,??,??,True,True,7704,7704,True,status_existence_and_byte_count
results/gf_compact_bc_timeprofile_round/raw/exact_moderate_seed3301_1200s_static300.merged.intervals.csv,??,??,True,True,10610,10610,True,status_existence_and_byte_count
results/gf_compact_bc_timeprofile_round/raw/exact_moderate_seed3301_1200s_static300.oracle_partition_tree.csv,??,??,True,True,1393,1393,True,status_existence_and_byte_count
results/gf_compact_bc_timeprofile_round/raw/exact_moderate_seed3301_1200s_static300.trace.json,??,??,True,True,15371,15371,True,status_existence_and_byte_count
results/gf_compact_bc_timeprofile_round/raw/exact_moderate_seed3301_1200s_static300_auto_oracle/interval_1.json,??,??,True,True,40959,40959,True,status_existence_and_byte_count
results/gf_compact_bc_timeprofile_round/raw/exact_moderate_seed3301_1200s_static300_auto_oracle/interval_11.json,??,??,True,True,40704,40704,True,status_existence_and_byte_count
results/gf_compact_bc_timeprofile_round/raw/exact_moderate_seed3301_1200s_static300_auto_oracle/interval_16.json,??,??,True,True,40703,40703,True,status_existence_and_byte_count
results/gf_compact_bc_timeprofile_round/raw/exact_moderate_seed3301_1200s_static300_auto_oracle/interval_17.json,??,??,True,True,40704,40704,True,status_existence_and_byte_count
results/gf_compact_bc_timeprofile_round/raw/exact_moderate_seed3301_1200s_static300_auto_oracle/interval_18.json,??,??,True,True,40704,40704,True,status_existence_and_byte_count
results/gf_compact_bc_timeprofile_round/raw/exact_moderate_seed3301_1200s_static300_auto_oracle/interval_19.json,??,??,True,True,40704,40704,True,status_existence_and_byte_count
results/gf_compact_bc_timeprofile_round/raw/exact_moderate_seed3301_1200s_static300_auto_oracle/interval_2.json,??,??,True,True,40963,40963,True,status_existence_and_byte_count
results/gf_compact_bc_timeprofile_round/raw/exact_moderate_seed3301_1200s_static300_auto_oracle/interval_3.json,??,??,True,True,40707,40707,True,status_existence_and_byte_count
results/gf_compact_bc_timeprofile_round/raw/exact_moderate_seed3301_1200s_static300_auto_oracle/interval_7.json,??,??,True,True,40702,40702,True,status_existence_and_byte_count
results/gf_tailored_bc_callback_round/progress_traces/regression_v12_m1_tailored_static_300s.progress.csv,??,??,True,True,3389,3389,True,status_existence_and_byte_count
results/gf_tailored_bc_callback_round/progress_traces/regression_v12_m2_tailored_static_300s.progress.csv,??,??,True,True,2272,2272,True,status_existence_and_byte_count
results/manual/progress_v12_m2.csv,??,??,True,True,3174,3174,True,status_existence_and_byte_count
results/manual/v12_m2_twotrack.json,??,??,True,True,72898,72898,True,status_existence_and_byte_count
results/optimization_update_round10/raw/resume_state_test_state.json,??,??,True,True,757,757,True,status_existence_and_byte_count
results/optimization_update_round3/raw/ablation__.json,??,??,True,True,14534,14534,True,status_existence_and_byte_count
results/optimization_update_round3/raw/incumbent__greedy.json,??,??,True,True,12057,12057,True,status_existence_and_byte_count
results/optimization_update_round3/raw/incumbent__local.json,??,??,True,True,13683,13683,True,status_existence_and_byte_count
results/optimization_update_round3/raw/incumbent__pool.json,??,??,True,True,13332,13332,True,status_existence_and_byte_count
results/optimization_update_round3/raw/incumbent__strong.json,??,??,True,True,13818,13818,True,status_existence_and_byte_count
scripts/__pycache__/aggregate_bpc_repair_round.cpython-312.pyc,??,??,True,True,3732,3732,True,status_existence_and_byte_count
scripts/__pycache__/analyze_round23_official_results.cpython-312.pyc,??,??,True,True,25220,25220,True,status_existence_and_byte_count
scripts/__pycache__/analyze_round23_retained_evidence.cpython-312.pyc,??,??,True,True,25975,25975,True,status_existence_and_byte_count
scripts/__pycache__/analyze_round26_forensics.cpython-312.pyc,??,??,True,True,20436,20436,True,status_existence_and_byte_count
scripts/__pycache__/analyze_round26_results.cpython-312.pyc,??,??,True,True,93672,93672,True,status_existence_and_byte_count
scripts/__pycache__/analyze_round27_results.cpython-312.pyc,??,??,True,True,46885,46885,True,status_existence_and_byte_count
scripts/__pycache__/analyze_round28_results.cpython-312.pyc,??,??,True,True,81147,81147,True,status_existence_and_byte_count
scripts/__pycache__/analyze_round29_development.cpython-312.pyc,??,??,True,True,10533,10533,True,status_existence_and_byte_count
scripts/__pycache__/analyze_round29_phase_a.cpython-312.pyc,??,??,True,True,28568,28568,True,status_existence_and_byte_count
scripts/__pycache__/analyze_round29_results.cpython-312.pyc,??,??,True,True,100467,100467,True,status_existence_and_byte_count
scripts/__pycache__/analyze_round30_c0_forensics.cpython-312.pyc,??,??,True,True,32118,32118,True,status_existence_and_byte_count
scripts/__pycache__/analyze_round30_development.cpython-312.pyc,??,??,True,True,8374,8374,True,status_existence_and_byte_count
scripts/__pycache__/analyze_round30_results.cpython-312.pyc,??,??,True,True,45329,45329,True,status_existence_and_byte_count
scripts/__pycache__/analyze_round31_development.cpython-312.pyc,??,??,True,True,10788,10788,True,status_existence_and_byte_count
scripts/__pycache__/analyze_round31_phase_a.cpython-312.pyc,??,??,True,True,58101,58101,True,status_existence_and_byte_count
scripts/__pycache__/analyze_round31_results.cpython-312.pyc,??,??,True,True,43481,43481,True,status_existence_and_byte_count
scripts/__pycache__/analyze_round32.cpython-312.pyc,??,??,True,True,78996,78996,True,status_existence_and_byte_count
scripts/__pycache__/analyze_round34.cpython-312.pyc,??,??,True,True,84913,84913,True,status_existence_and_byte_count
scripts/__pycache__/audit_alternative_gini_formulations.cpython-312.pyc,??,??,True,True,7279,7279,True,status_existence_and_byte_count
scripts/__pycache__/audit_bpc_certificate.cpython-312.pyc,??,??,True,True,31571,31571,True,status_existence_and_byte_count
scripts/__pycache__/audit_bpc_leaf_data.cpython-312.pyc,??,??,True,True,9542,9542,True,status_existence_and_byte_count
scripts/__pycache__/audit_bucket_integer_inventory_domain.cpython-312.pyc,??,??,True,True,7720,7720,True,status_existence_and_byte_count
scripts/__pycache__/audit_bucket_ratio_domain_tightening.cpython-312.pyc,??,??,True,True,8257,8257,True,status_existence_and_byte_count
scripts/__pycache__/audit_bucket_required_movement.cpython-312.pyc,??,??,True,True,7292,7292,True,status_existence_and_byte_count
scripts/__pycache__/audit_callback_relaxation_vector_export.cpython-312.pyc,??,??,True,True,8447,8447,True,status_existence_and_byte_count
scripts/__pycache__/audit_callback_vector_family_parser.cpython-312.pyc,??,??,True,True,5799,5799,True,status_existence_and_byte_count
scripts/__pycache__/audit_certificate_sources.cpython-312.pyc,??,??,True,True,10063,10063,True,status_existence_and_byte_count
scripts/__pycache__/audit_compact_bc_effectiveness.cpython-312.pyc,??,??,True,True,5181,5181,True,status_existence_and_byte_count
scripts/__pycache__/audit_disaggregated_sp_estimator.cpython-312.pyc,??,??,True,True,5119,5119,True,status_existence_and_byte_count
scripts/__pycache__/audit_gf_compact_bc_summary.cpython-312.pyc,??,??,True,True,10428,10428,True,status_existence_and_byte_count
scripts/__pycache__/audit_gs_h_product_coupling.cpython-312.pyc,??,??,True,True,5249,5249,True,status_existence_and_byte_count
scripts/__pycache__/audit_hardware_fairness.cpython-312.pyc,??,??,True,True,12289,12289,True,status_existence_and_byte_count
scripts/__pycache__/audit_low_gini_cut_validity.cpython-312.pyc,??,??,True,True,6035,6035,True,status_existence_and_byte_count
scripts/__pycache__/audit_lp_snapshot_integrity.cpython-312.pyc,??,??,True,True,6586,6586,True,status_existence_and_byte_count
scripts/__pycache__/audit_model_identity.cpython-312.pyc,??,??,True,True,4854,4854,True,status_existence_and_byte_count
scripts/__pycache__/audit_no_cross_round_result_mixing.cpython-312.pyc,??,??,True,True,7195,7195,True,status_existence_and_byte_count
scripts/__pycache__/audit_no_instance_special_cases.cpython-312.pyc,??,??,True,True,5038,5038,True,status_existence_and_byte_count
scripts/__pycache__/audit_no_v_threshold_paper_core.cpython-312.pyc,??,??,True,True,6058,6058,True,status_existence_and_byte_count
scripts/__pycache__/audit_objective_convention.cpython-312.pyc,??,??,True,True,6839,6839,True,status_existence_and_byte_count
scripts/__pycache__/audit_paper_strict_algorithm.cpython-312.pyc,??,??,True,True,11942,11942,True,status_existence_and_byte_count
scripts/__pycache__/audit_plateau_bound_trace.cpython-312.pyc,??,??,True,True,5073,5073,True,status_existence_and_byte_count
scripts/__pycache__/audit_proof_coverage.cpython-312.pyc,??,??,True,True,6845,6845,True,status_existence_and_byte_count
scripts/__pycache__/audit_round27_evidence.cpython-312.pyc,??,??,True,True,11088,11088,True,status_existence_and_byte_count
scripts/__pycache__/audit_round27_paper_compatibility.cpython-312.pyc,??,??,True,True,11319,11319,True,status_existence_and_byte_count
scripts/__pycache__/audit_round28_c3.cpython-312.pyc,??,??,True,True,9553,9553,True,status_existence_and_byte_count
scripts/__pycache__/audit_s_bucket_coverage.cpython-312.pyc,??,??,True,True,10766,10766,True,status_existence_and_byte_count
scripts/__pycache__/audit_s_bucket_ledger_merge.cpython-312.pyc,??,??,True,True,6612,6612,True,status_existence_and_byte_count
scripts/__pycache__/audit_tailored_bc_callback_round.cpython-312.pyc,??,??,True,True,10559,10559,True,status_existence_and_byte_count
scripts/__pycache__/audit_thread_fairness.cpython-312.pyc,??,??,True,True,5600,5600,True,status_existence_and_byte_count
scripts/__pycache__/audit_timeprofile_finalization.cpython-312.pyc,??,??,True,True,6607,6607,True,status_existence_and_byte_count
scripts/__pycache__/audit_transfer_cut_validity.cpython-312.pyc,??,??,True,True,6632,6632,True,status_existence_and_byte_count
scripts/__pycache__/audit_vector_route_cuts.cpython-312.pyc,??,??,True,True,6150,6150,True,status_existence_and_byte_count
scripts/__pycache__/audit_vector_structural_summary.cpython-312.pyc,??,??,True,True,5363,5363,True,status_existence_and_byte_count
scripts/__pycache__/build_round22_release.cpython-312.pyc,??,??,True,True,6370,6370,True,status_existence_and_byte_count
scripts/__pycache__/build_round23_release.cpython-312.pyc,??,??,True,True,6475,6475,True,status_existence_and_byte_count
scripts/__pycache__/build_round24_release.cpython-312.pyc,??,??,True,True,8960,8960,True,status_existence_and_byte_count
scripts/__pycache__/compress_round26_evidence.cpython-312.pyc,??,??,True,True,5899,5899,True,status_existence_and_byte_count
scripts/__pycache__/convert_hga_incumbent.cpython-312.pyc,??,??,True,True,7264,7264,True,status_existence_and_byte_count
scripts/__pycache__/finalize_round26_candidate.cpython-312.pyc,??,??,True,True,17657,17657,True,status_existence_and_byte_count
scripts/__pycache__/freeze_round29.cpython-312.pyc,??,??,True,True,12363,12363,True,status_existence_and_byte_count
