stage,instance_id,V,M,scenario,pattern,full_startup_verified_ub,full_startup_seconds,full_improving_gini_L,full_improving_gini_U,full_improving_gini_width,full_initial_interval_endpoints,full_interval_local_domain_ranges,full_cutoff_derived_rows,full_parent_lp_bound_count,full_parent_lp_bounds,full_initial_global_lb,full_first_controlling_leaf,full_controlling_leaf_sequence,full_native_target_sequence,full_target_rows,full_targets_attained,full_requeues,full_child_lookahead_count,full_normalized_split_gains,full_actual_split_sequence,full_actual_splits,full_max_interval_depth,full_terminal_mip_calls,full_terminal_work,full_closure_sequence,full_native_incumbents_during_exact,full_first_native_incumbent_seconds,full_proof_auc,full_final_strict,full_final_gap,full_target_sequence_sha256,full_split_sequence_sha256,full_closure_sequence_sha256,simple_startup_verified_ub,simple_startup_seconds,simple_improving_gini_L,simple_improving_gini_U,simple_improving_gini_width,simple_initial_interval_endpoints,simple_interval_local_domain_ranges,simple_cutoff_derived_rows,simple_parent_lp_bound_count,simple_parent_lp_bounds,simple_initial_global_lb,simple_first_controlling_leaf,simple_controlling_leaf_sequence,simple_native_target_sequence,simple_target_rows,simple_targets_attained,simple_requeues,simple_child_lookahead_count,simple_normalized_split_gains,simple_actual_split_sequence,simple_actual_splits,simple_max_interval_depth,simple_terminal_mip_calls,simple_terminal_work,simple_closure_sequence,simple_native_incumbents_during_exact,simple_first_native_incumbent_seconds,simple_proof_auc,simple_final_strict,simple_final_gap,simple_target_sequence_sha256,simple_split_sequence_sha256,simple_closure_sequence_sha256,structural_sequence_hashes_changed,causality_claimed
matrix1800,V12_M1,12,1,v12,3_simple_ub_weaker_exact_phase_faster,0.3572005832084155,6.0390367,0.0,0.3572005832084155,0.3572005832084155,L0|0|0.089300145802103881;L1|0.089300145802103881|0.17860029160420776;L2|0.17860029160420776|0.26790043740631164;L3|0.26790043740631164|0.35720058320841552,L0|0|0.089300145802103881|0;L1|0.089300145802103881|0.17860029160420776|0.089300145802103881;L2|0.17860029160420776|0.26790043740631164|0.17860029160420776;L3|0.26790043740631164|0.35720058320841552|0.26790043740631164,0,1,L2|0.35404|0.295729,0.0,L0,parent_lp_completion|L0|0;infeasible_closure|L0|0.089300145802103881;parent_lp_completion|L1|0.17860029160420776;parent_lp_requeue|L1|0.17860029160420776;parent_lp_completion|L2|0.26790043740631164;parent_lp_requeue|L2|0.26790043740631164;parent_lp_completion|L3|0.27726096936095629;parent_lp_requeue|L3|0.27726096936095629;native_root_processing_bound|L1|0.27726096936095629;infeasible_closure|L1|0.29424322429778327;native_root_processing_bound|L2|0.29424322429778327;native_root_processing_bound|L2|0.31012928077790769;...(556_more),L1|next_leaf|0.294243|exact_closure;L2|next_leaf|0.354035|target_reached_requeue;L3|next_leaf|0.35404|exact_closure,3,1,1,1,L2|0|current_child_gain_not_strict,,0,0,1,1.5805,terminal_mip_complete|L2|OPTIMAL,0,-1.0,0.07235720791569157,True,2.797309884512809e-15,c943e037d40a4ebb28dee1baf8b8eed454ed186267d5cd2ca36e876b72176ea5,b4c4479a19265482d2b22042ff7e87830f825161ce8e461bcfba38119fe28940,e4da30f6ae1148b1d7a5dcc69e6bc0e292f5c86eb57b8cc6dd4c278a52e2bdcf,0.3930800180051011,0.0031689,0.0,0.3930800180051011,0.3930800180051011,L0|0|0.098270004501275279;L1|0.098270004501275279|0.19654000900255056;L2|0.19654000900255056|0.29481001350382585;L3|0.29481001350382585|0.39308001800510112,L0|0|0.098270004501275279|0;L1|0.098270004501275279|0.19654000900255056|0.098270004501275279;L2|0.19654000900255056|0.29481001350382585|0.19654000900255056;L3|0.29481001350382585|0.39308001800510112|0.29481001350382585,0,4,L1|0.307191|0.283828;L2|0.318247|0.305685;L1.1|0.322488|0.295135;L1.1.1|0.322488|0.298538,0.0,L0,parent_lp_completion|L0|0;infeasible_closure|L0|0.098270004501275279;parent_lp_completion|L1|0.19654000900255056;parent_lp_requeue|L1|0.19654000900255056;parent_lp_completion|L2|0.26178195424102507;parent_lp_requeue|L2|0.26178195424102507;native_root_processing_bound|L1|0.26178195424102507;next_leaf_native_bound_target|L1|0.29481001350382585;next_leaf_native_bound_target|L1|0.29481001350382585;parent_lp_completion|L3|0.30568549443371984;parent_lp_requeue|L3|0.30568549443371984;native_root_processing_bound|L2|0.30568549443371984;...(471_more),L1|next_leaf|0.29481|target_reached_requeue;L2|next_leaf|0.307191|target_reached_requeue;L1.1|next_leaf|0.318247|target_reached_requeue,3,3,3,4,L1||current_complete_child_infeasibility;L2|0|current_child_gain_not_strict;L1.1||current_complete_child_infeasibility;L1.1.1|0|current_child_gain_not_strict,L1||current_complete_child_infeasibility;L1.1||current_complete_child_infeasibility,2,2,2,28.215510000000002,terminal_mip_complete|L2|OPTIMAL;terminal_mip_complete|L1.1.1|INFEASIBLE,1,-1.0,0.1122546766023113,True,7.304086920672336e-15,aa82066f412714671701dcac5151a82a177e35364d33df5fb68c074236da05f6,52a5d6056d5a8d42b6698d42a25c0e24717ae2c5d428060399ab7979c6098cdb,5164e2362e8d855adf106d72b691454cb0a3a3c0ed84148b2ce50a83d730a890,3,False
matrix1800,V12_M2,12,2,v12,3_simple_ub_weaker_exact_phase_faster,0.7185040707549709,6.7484937,0.0,0.7185040707549709,0.7185040707549709,L0|0|0.17962601768874273;L1|0.17962601768874273|0.35925203537748546;L2|0.35925203537748546|0.53887805306622816;L3|0.53887805306622816|0.71850407075497091,L0|0|0.17962601768874273|0;L1|0.17962601768874273|0.35925203537748546|0.17962601768874273;L2|0.35925203537748546|0.53887805306622816|0.35925203537748546;L3|0.53887805306622816|0.71850407075497091|0.53887805306622816,0,4,L2|0.589563|0.595217;L2.0|0.657214|0.625983;L2.1|0.660352|0.657203;L2.0.1|0.660548|0.633823,0.0,L0,parent_lp_completion|L0|0;infeasible_closure|L0|0.17962601768874273;parent_lp_completion|L1|0.17962601768874273;infeasible_closure|L1|0.35925203537748546;parent_lp_completion|L2|0.53887805306622816;parent_lp_requeue|L2|0.53887805306622816;parent_lp_completion|L3|0.53887805306622816;infeasible_closure|L3|0.58956333674838779;child_lp_completion|L2.0|0.58956333674838779;child_lp_completion|L2.1|0.58956333674838779;split|L2|0.59521651627960104;native_root_processing_bound|L2.0|0.59521651627960104;...(397_more),L2.0|next_leaf|0.657203|target_reached_requeue;L2.1|next_leaf|0.657214|target_reached_requeue;L2.0.1|next_leaf|0.660352|target_reached_requeue,3,3,3,4,L2|0.0438432|current_normalized_child_gain_reaches_rho;L2.0||current_complete_child_infeasibility;L2.1|0|current_child_gain_not_strict;L2.0.1|0|current_child_gain_not_strict,L2|0.0438432|current_normalized_child_gain_reaches_rho;L2.0||current_complete_child_infeasibility,2,2,2,207.0923,terminal_mip_complete|L2.1|OPTIMAL;terminal_mip_complete|L2.0.1|INFEASIBLE,0,-1.0,0.08565663865763347,True,5.099116526108658e-15,cdc528a60a3ff0bed1f40900eff9848f24ecd689ecc501584dc490a2c01511f0,2fee1e134abe1f163fea9d14d0bd84d9cf4d3c2d65bc6dbefde53a1ea5ec925c,f00d34414a9f05e80d3d1e920bfecb1edb65aa81b9dca856650719992436a21b,0.7893423968012562,0.0034708,0.0,0.7893423968012562,0.7893423968012562,L0|0|0.19733559920031404;L1|0.19733559920031404|0.39467119840062809;L2|0.39467119840062809|0.5920067976009421;L3|0.5920067976009421|0.78934239680125617,L0|0|0.19733559920031404|0;L1|0.19733559920031404|0.39467119840062809|0.19733559920031404;L2|0.39467119840062809|0.5920067976009421|0.39467119840062809;L3|0.5920067976009421|0.78934239680125617|0.5920067976009421,0,3,L2|0.612788|0.617112;L2.0|0.697139|0.620246;L2.1|0.698388|0.697135,0.0,L0,parent_lp_completion|L0|0;infeasible_closure|L0|0.19733559920031404;parent_lp_completion|L1|0.19733559920031404;infeasible_closure|L1|0.39467119840062809;parent_lp_completion|L2|0.5920067976009421;parent_lp_requeue|L2|0.5920067976009421;parent_lp_completion|L3|0.5920067976009421;infeasible_closure|L3|0.61278795053352653;child_lp_completion|L2.0|0.61278795053352653;child_lp_completion|L2.1|0.61278795053352653;split|L2|0.61711159004466221;native_root_processing_bound|L2.0|0.61711159004466221;...(450_more),L2.0|next_leaf|0.697135|target_reached_requeue;L2.1|next_leaf|0.697139|target_reached_requeue,2,2,2,3,L2|0.024489|current_normalized_child_gain_reaches_rho;L2.0|0|current_child_gain_not_strict;L2.1|0|current_child_gain_not_strict,L2|0.024489|current_normalized_child_gain_reaches_rho,1,1,2,97.5384,terminal_mip_complete|L2.0|OPTIMAL;terminal_mip_complete|L2.1|OPTIMAL,2,-1.0,0.05093910303786602,True,4.172004430452538e-15,e4c3e83f5385842f28f2fd86d5881a3ff3ae1c2782d176309b337b07ea2c07ba,fdbf632376272ce02abe26d5d26600276ba501cd98d49f6f3eb8f8cfd288eb26,9bcb698b9b66a9b6a5b4684dbd751da245cc8055a1bfb3a4b91da8e85dd84809,3,False
matrix1800,high_imbalance_seed3202,20,3,high_imbalance,4_simple_ub_weaker_exact_phase_slower,1.7493134520506337,15.6222029,0.0,0.95,0.95,L0|0|0.23749999999999999;L1|0.23749999999999999|0.47499999999999998;L2|0.47499999999999998|0.71249999999999991;L3|0.71249999999999991|0.94999999999999996,L0|0|0.23749999999999999|0;L1|0.23749999999999999|0.47499999999999998|0.23749999999999999;L2|0.47499999999999998|0.71249999999999991|0.47499999999999998;L3|0.71249999999999991|0.94999999999999996|0.71249999999999991,0,1,L2|1.6576|1.58278,0.0,L0,parent_lp_completion|L0|0;infeasible_closure|L0|0.23749999999999999;parent_lp_completion|L1|0.47499999999999998;parent_lp_requeue|L1|0.47499999999999998;parent_lp_completion|L2|0.71249999999999991;parent_lp_requeue|L2|0.71249999999999991;parent_lp_completion|L3|0.71249999999999991;infeasible_closure|L3|1.5823276849906989;native_root_processing_bound|L2|1.5823276849906989;native_root_processing_bound|L2|1.5910838001797489;native_root_processing_bound|L2|1.6274741338789303;next_leaf_native_bound_target|L2|1.6362929161051682;...(644_more),L2|next_leaf|1.63629|target_reached_requeue;L1|next_leaf|1.6576|exact_closure,2,1,1,1,L2|0|current_child_gain_not_strict,,0,0,1,401.455,terminal_mip_complete|L2|OPTIMAL,0,-1.0,0.034453272550668476,True,7.615945718524238e-16,f243a4c5e70d1697cac958c79bf41841358b6efdc474cc91c7a494d8abf06efa,b4c4479a19265482d2b22042ff7e87830f825161ce8e461bcfba38119fe28940,e4da30f6ae1148b1d7a5dcc69e6bc0e292f5c86eb57b8cc6dd4c278a52e2bdcf,1.7576833851330294,0.0039473,0.0,0.95,0.95,L0|0|0.23749999999999999;L1|0.23749999999999999|0.47499999999999998;L2|0.47499999999999998|0.71249999999999991;L3|0.71249999999999991|0.94999999999999996,L0|0|0.23749999999999999|0;L1|0.23749999999999999|0.47499999999999998|0.23749999999999999;L2|0.47499999999999998|0.71249999999999991|0.47499999999999998;L3|0.71249999999999991|0.94999999999999996|0.71249999999999991,0,1,L2|1.65934|1.58278,0.0,L0,parent_lp_completion|L0|0;infeasible_closure|L0|0.23749999999999999;parent_lp_completion|L1|0.47499999999999998;parent_lp_requeue|L1|0.47499999999999998;parent_lp_completion|L2|0.71249999999999991;parent_lp_requeue|L2|0.71249999999999991;parent_lp_completion|L3|0.71249999999999991;infeasible_closure|L3|1.5823276849906986;native_root_processing_bound|L2|1.5823276849906986;native_root_processing_bound|L2|1.5910832428427297;native_root_processing_bound|L2|1.6274728583017612;next_leaf_native_bound_target|L2|1.6362929161051667;...(843_more),L2|next_leaf|1.63629|target_reached_requeue;L1|next_leaf|1.65934|exact_closure,2,1,1,1,L2|0|current_child_gain_not_strict,,0,0,1,475.093,terminal_mip_complete|L2|OPTIMAL,1,-1.0,0.027467879016707778,True,3.64900268563079e-10,fc49563a655e59ec40c6876819279e424fa249de43174c7bd8eaffe7e568f181,b4c4479a19265482d2b22042ff7e87830f825161ce8e461bcfba38119fe28940,e4da30f6ae1148b1d7a5dcc69e6bc0e292f5c86eb57b8cc6dd4c278a52e2bdcf,1,False
matrix1800,moderate_seed3302,20,3,moderate,3_simple_ub_weaker_exact_phase_faster,0.19563620654901237,19.8798191,0.0,0.19563620654901237,0.19563620654901237,L0|0|0.048909051637253093;L1|0.048909051637253093|0.097818103274506185;L2|0.097818103274506185|0.14672715491175928;L3|0.14672715491175928|0.19563620654901237,L0|0|0.048909051637253093|0;L1|0.048909051637253093|0.097818103274506185|0.048909051637253093;L2|0.097818103274506185|0.14672715491175928|0.097818103274506185;L3|0.14672715491175928|0.19563620654901237|0.14672715491175928,0,1,L0|0.148255|0.127181,0.0,L0,parent_lp_completion|L0|0.048909051637253093;parent_lp_requeue|L0|0.048909051637253093;parent_lp_completion|L1|0.097818103274506185;parent_lp_requeue|L1|0.097818103274506185;parent_lp_completion|L2|0.11390810778313859;parent_lp_requeue|L2|0.11390810778313859;native_root_processing_bound|L0|0.11390810778313859;native_root_processing_bound|L0|0.12235607814330042;native_root_processing_bound|L0|0.12314233405970348;native_root_processing_bound|L0|0.13461111288725816;native_root_processing_bound|L0|0.13569848032056978;next_leaf_native_bound_target|L0|0.13602141227306505;...(1112_more),L0|next_leaf|0.136021|target_reached_requeue;L1|next_leaf|0.146727|target_reached_requeue,2,2,2,1,L0|0|current_child_gain_not_strict,,0,0,1,3610.28,,0,-1.0,0.23684720980007712,False,0.23598907284973325,a5e176d36ed9c1f30f16f584bbabad371725229cc59cfb3da7f1ccbc4aef8334,80708df59064475cb6af3f48eda2fb4a1902a37ad30b5c89b20e77cfd691a321,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0.3354560658983803,0.005415,0.0,0.3354560658983803,0.3354560658983803,L0|0|0.083864016474595071;L1|0.083864016474595071|0.16772803294919014;L2|0.16772803294919014|0.25159204942378521;L3|0.25159204942378521|0.33545606589838028,L0|0|0.083864016474595071|0;L1|0.083864016474595071|0.16772803294919014|0.083864016474595071;L2|0.16772803294919014|0.25159204942378521|0.16772803294919014;L3|0.25159204942378521|0.33545606589838028|0.25159204942378521,0,0,,0.0,L0,parent_lp_completion|L0|0.083864016474595071;parent_lp_requeue|L0|0.083864016474595071;parent_lp_completion|L1|0.10528305524920452;parent_lp_requeue|L1|0.10528305524920452;native_root_processing_bound|L0|0.10528305524920452;native_root_processing_bound|L0|0.11754131160683016;native_root_processing_bound|L0|0.11952358595095705;native_root_processing_bound|L0|0.13786013663795577;native_root_processing_bound|L0|0.13855431087844808;native_root_processing_bound|L0|0.14048824212835406;native_root_processing_bound|L0|0.14089095910571475;native_root_processing_bound|L0|0.14292084654715587;...(270_more),L0|next_leaf|0.157929|deadline_open,1,0,0,0,,,0,0,0,0,,1,-1.0,0.22970158773214278,False,0.21141320387406734,4f89f59a47d3e28c95768feb77c10bcf1d70bb8c97c085746b53f871dde2be80,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2,False
matrix1800,tight_T_seed3101,20,3,tight_T,5_simple_certification_or_final_gap_regression,0.10725273413394144,14.7711586,0.0,0.10725273413394144,0.10725273413394144,L0|0|0.026813183533485361;L1|0.026813183533485361|0.053626367066970722;L2|0.053626367066970722|0.080439550600456086;L3|0.080439550600456086|0.10725273413394144,L0|0|0.026813183533485361|0;L1|0.026813183533485361|0.053626367066970722|0.026813183533485361;L2|0.053626367066970722|0.080439550600456086|0.053626367066970722;L3|0.080439550600456086|0.10725273413394144|0.080439550600456086,0,1,L1|0.0536498|0.027935,0.0,L0,parent_lp_completion|L0|0.0016925727951540379;native_root_processing_bound|L0|0.0016925727951540379;native_root_processing_bound|L0|0.0080489703939171809;native_root_processing_bound|L0|0.024756449863874066;infeasible_closure|L0|0.026813183533485361;parent_lp_completion|L1|0.027935013151329742;native_root_processing_bound|L1|0.027935013151329742;native_root_processing_bound|L1|0.028351317986752451;native_root_processing_bound|L1|0.031533595160132974;native_root_processing_bound|L1|0.039537035415195612;native_root_processing_bound|L1|0.039550996895320573;native_root_processing_bound|L1|0.041092764417109788;...(2664_more),L0|next_leaf|0.0268132|exact_closure;L1|next_leaf|0.0536264|target_reached_requeue;L2|next_leaf|0.0804396|deadline_open,3,1,1,1,L1|0|current_child_gain_not_strict,,0,0,1,1525.55,terminal_mip_complete|L1|INFEASIBLE,0,-1.0,0.4181120051511039,False,0.2605273735301651,8f5bbf809780a67c9af1b269e29491c97c7ed2093b1c9ddf550eae577b87ae00,151c1b419a8e1bddfb63cfd940e6b5b6b0f0b6c3b5dd6be7994d4443a1e04dce,3f5e680510a91cde2b376c9d31e4a47fac1e12ad0b514227df408ed96094ffb3,1.008059604232259,0.0052274,0.0,0.95,0.95,L0|0|0.23749999999999999;L1|0.23749999999999999|0.47499999999999998;L2|0.47499999999999998|0.71249999999999991;L3|0.71249999999999991|0.94999999999999996,L0|0|0.23749999999999999|0;L1|0.23749999999999999|0.47499999999999998|0.23749999999999999;L2|0.47499999999999998|0.71249999999999991|0.47499999999999998;L3|0.71249999999999991|0.94999999999999996|0.71249999999999991,0,0,,0.0,L0,parent_lp_completion|L0|0.0016923772850397437;native_root_processing_bound|L0|0.0016923772850397437;native_root_processing_bound|L0|0.0029890094675899021;native_root_processing_bound|L0|0.0067099364567334424;native_root_processing_bound|L0|0.028738174703321503;native_root_processing_bound|L0|0.030549942692944639;native_root_processing_bound|L0|0.034596588234944374;native_root_processing_bound|L0|0.036488572088152038;native_root_processing_bound|L0|0.038581020404034966;native_root_processing_bound|L0|0.03879130775680395;native_root_processing_bound|L0|0.039399943583206351;native_root_processing_bound|L0|0.039522055041888042;...(534_more),L0|next_leaf|0.2375|deadline_open,1,0,0,0,,,0,0,0,0,,1,-1.0,0.4001278995963833,False,0.32363778723335945,e43587551b2708a8ef7a43b16cf2ec97df0d447e12c0ccc48c8a7afebd108c1c,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,3,False
matrix1800,high_imbalance_seed4201,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,2.784107571242904,16.404855,0.0,0.95,0.95,L0|0|0.23749999999999999;L1|0.23749999999999999|0.47499999999999998;L2|0.47499999999999998|0.71249999999999991;L3|0.71249999999999991|0.94999999999999996,L0|0|0.23749999999999999|0;L1|0.23749999999999999|0.47499999999999998|0.23749999999999999;L2|0.47499999999999998|0.71249999999999991|0.47499999999999998;L3|0.71249999999999991|0.94999999999999996|0.71249999999999991,0,6,L1|2.73494|2.69379;L2|2.73507|2.66373;L1.1|2.73528|2.71286;L1.1.1|2.73528|2.72236;L1.1.1.1|2.73528|2.72711;L1.1.1.1.1|2.73528|2.72948,0.0,L0,parent_lp_completion|L0|0;infeasible_closure|L0|0.23749999999999999;parent_lp_completion|L1|0.47499999999999998;parent_lp_requeue|L1|0.47499999999999998;parent_lp_completion|L2|0.71249999999999991;parent_lp_requeue|L2|0.71249999999999991;parent_lp_completion|L3|0.71249999999999991;infeasible_closure|L3|2.6553649149201735;native_root_processing_bound|L1|2.6553649149201735;next_leaf_native_bound_target|L1|2.6622174573541013;next_leaf_native_bound_target|L1|2.6622174573541013;native_root_processing_bound|L2|2.6622174573541013;...(5920_more),L1|next_leaf|2.66222|target_reached_requeue;L2|next_leaf|2.73494|target_reached_requeue;L1.1|next_leaf|2.73507|target_reached_requeue,3,3,3,6,L1||current_complete_child_infeasibility;L2|0|current_child_gain_not_strict;L1.1||current_complete_child_infeasibility;L1.1.1||current_complete_child_infeasibility;L1.1.1.1||current_complete_child_infeasibility;L1.1.1.1.1|0|current_child_gain_not_strict,L1||current_complete_child_infeasibility;L1.1||current_complete_child_infeasibility;L1.1.1||current_complete_child_infeasibility;L1.1.1.1||current_complete_child_infeasibility,4,4,2,736.93891,terminal_mip_complete|L2|OPTIMAL;terminal_mip_complete|L1.1.1.1.1|INFEASIBLE,1,-1.0,0.01999783226115205,True,1.59555138724647e-16,c870c0c8bbe4458a5f86a830ff71726ed8f21680065f19b8ac3abdf13ebd4dbb,1e542c9afa1c7f688435bcd2bf16aa2afbcfc2a79f33290bb0fe271a8b98a2d4,0e02dea6766b8371149243a5b43dee36716d12f0e58ed16b38754cd93fc11ae1,2.79863409613361,0.0055794,0.0,0.95,0.95,L0|0|0.23749999999999999;L1|0.23749999999999999|0.47499999999999998;L2|0.47499999999999998|0.71249999999999991;L3|0.71249999999999991|0.94999999999999996,L0|0|0.23749999999999999|0;L1|0.23749999999999999|0.47499999999999998|0.23749999999999999;L2|0.47499999999999998|0.71249999999999991|0.47499999999999998;L3|0.71249999999999991|0.94999999999999996|0.71249999999999991,0,6,L1|2.73494|2.69379;L2|2.73498|2.66373;L1.1|2.73528|2.71286;L1.1.1|2.73528|2.72236;L1.1.1.1|2.73528|2.72711;L1.1.1.1.1|2.73528|2.72948,0.0,L0,parent_lp_completion|L0|0;infeasible_closure|L0|0.23749999999999999;parent_lp_completion|L1|0.47499999999999998;parent_lp_requeue|L1|0.47499999999999998;parent_lp_completion|L2|0.71249999999999991;parent_lp_requeue|L2|0.71249999999999991;parent_lp_completion|L3|0.71249999999999991;infeasible_closure|L3|2.6553649149201757;native_root_processing_bound|L1|2.6553649149201757;next_leaf_native_bound_target|L1|2.6622174573541013;next_leaf_native_bound_target|L1|2.6622174573541013;native_root_processing_bound|L2|2.6622174573541013;...(2523_more),L1|next_leaf|2.66222|target_reached_requeue;L2|next_leaf|2.73494|target_reached_requeue;L1.1|next_leaf|2.73498|target_reached_requeue,3,3,3,6,L1||current_complete_child_infeasibility;L2|0|current_child_gain_not_strict;L1.1||current_complete_child_infeasibility;L1.1.1||current_complete_child_infeasibility;L1.1.1.1||current_complete_child_infeasibility;L1.1.1.1.1|0|current_child_gain_not_strict,L1||current_complete_child_infeasibility;L1.1||current_complete_child_infeasibility;L1.1.1||current_complete_child_infeasibility;L1.1.1.1||current_complete_child_infeasibility,4,4,2,422.70138,terminal_mip_complete|L2|OPTIMAL;terminal_mip_complete|L1.1.1.1.1|INFEASIBLE,1,-1.0,0.021973766257646677,True,6.38220554898588e-16,b60fa54863116081c7a334ca9688e9f58fba0f7f89e4fa31774e46f2063b5356,1e542c9afa1c7f688435bcd2bf16aa2afbcfc2a79f33290bb0fe271a8b98a2d4,0e02dea6766b8371149243a5b43dee36716d12f0e58ed16b38754cd93fc11ae1,1,False
matrix1800,moderate_seed4302,20,3,moderate,2_simple_ub_weaker_exact_phase_similar,0.04854285887126694,19.0213968,0.0,0.04854285887126694,0.04854285887126694,L0|0|0.012135714717816735;L1|0.012135714717816735|0.024271429435633471;L2|0.024271429435633471|0.036407144153450206;L3|0.036407144153450206|0.048542858871266942,L0|0|0.012135714717816735|0;L1|0.012135714717816735|0.024271429435633471|0.012135714717816735;L2|0.024271429435633471|0.036407144153450206|0.024271429435633471;L3|0.036407144153450206|0.048542858871266942|0.036407144153450206,0,3,L0|0.0125207|0;L1|0.0127139|0.0121357;L2|0.0242714|0.0242714,0.0,L0,parent_lp_completion|L0|0;native_root_processing_bound|L0|0;partial_native_mip_bound_improvement|L0|0.00028569917474911962;partial_native_mip_bound_improvement|L0|0.00028894206757679701;partial_native_mip_bound_improvement|L0|0.0026612472754520191;partial_native_mip_bound_improvement|L0|0.0035608672615650514;partial_native_mip_bound_improvement|L0|0.0070885128948284248;partial_native_mip_bound_improvement|L0|0.0071694762507435216;partial_native_mip_bound_improvement|L0|0.0075002661533704129;partial_native_mip_bound_improvement|L0|0.0075767628579708271;partial_native_mip_bound_improvement|L0|0.0081572162004865927;partial_native_mip_bound_improvement|L0|0.0087300340698637097;...(4175_more),L0|next_leaf|0.0121357|target_reached_requeue;L1|next_leaf|0.0125207|target_reached_requeue,2,2,2,3,L0|0|current_child_gain_not_strict;L1|0|current_child_gain_not_strict;L2|0|current_child_gain_not_strict,,0,0,3,1236.89756,terminal_mip_complete|L0|INFEASIBLE;terminal_mip_complete|L1|OPTIMAL;terminal_mip_complete|L2|OPTIMAL,1,-1.0,0.3142079081945048,True,4.653871638179039e-16,3e021f8344a0c978c8fb90479c4fd91f5c156235d4de1a812fed3edddf734a1c,8c2c0217b543c7e9ef4be3543e6e6e99ca185b9b309921044e1ed947f9bcb26b,e209cadb63117572a27990c7fa5e93ac0475549037ca4c35081ac54f41645d66,0.06607699113576627,0.0039717,0.0,0.06607699113576627,0.06607699113576627,L0|0|0.016519247783941569;L1|0.016519247783941569|0.033038495567883137;L2|0.033038495567883137|0.04955774335182471;L3|0.04955774335182471|0.066076991135766275,L0|0|0.016519247783941569|0;L1|0.016519247783941569|0.033038495567883137|0.016519247783941569;L2|0.033038495567883137|0.04955774335182471|0.033038495567883137;L3|0.04955774335182471|0.066076991135766275|0.04955774335182471,0,2,L0|0.0167464|0;L1|0.0167489|0.0165192,0.0,L0,parent_lp_completion|L0|0;native_root_processing_bound|L0|0;partial_native_mip_bound_improvement|L0|5.883396967132213e-05;partial_native_mip_bound_improvement|L0|0.00018306029520713844;partial_native_mip_bound_improvement|L0|0.00031774561630083114;partial_native_mip_bound_improvement|L0|0.00034322939962114105;partial_native_mip_bound_improvement|L0|0.00039350675846633505;partial_native_mip_bound_improvement|L0|0.0009764165437529085;partial_native_mip_bound_improvement|L0|0.0012917081203250881;partial_native_mip_bound_improvement|L0|0.0013490762403862891;partial_native_mip_bound_improvement|L0|0.0014212854742721391;partial_native_mip_bound_improvement|L0|0.0014609255003246945;...(2104_more),L0|next_leaf|0.0165192|target_reached_requeue;L1|next_leaf|0.0167464|target_reached_requeue,2,2,2,2,L0|0|current_child_gain_not_strict;L1|0|current_child_gain_not_strict,,0,0,2,1130.4101,terminal_mip_complete|L0|INFEASIBLE;terminal_mip_complete|L1|OPTIMAL,1,-1.0,0.4177559681042505,True,0.0,02308253a34feb64afe716363de00af07e0b0f866da043942325241b63a13941,89841bb33dee610ae0362f74b1418d0eae3fb662cc57c15afa0a9117b7cd28b5,96f5df736424d12f67ec6447c72c9de828d065bfa0c8d595a8c4fb5355587226,3,False
