instance_id,V,M,scenario,process_cap_seconds,primary_run_id,repeat_run_id,primary_startup_ub,repeat_startup_ub,startup_ub_equal,primary_final_lb,repeat_final_lb,primary_final_ub,repeat_final_ub,final_objective_equal,primary_strict_certificate,repeat_strict_certificate,certificate_equal,primary_exact_work,repeat_exact_work,exact_work_equal_within_tolerance,controlling_leaf_sequence_equal,native_target_sequence_equal,split_sequence_equal,closure_sequence_equal,deterministic_sequence_gate_passed,timing_compared_for_determinism
round32_multi_m_high_imbalance_V20_M2_seed1052706459,20,2,high_imbalance,1800,matrix1800__round32_multi_m_high_imbalance_V20_M2_seed1052706459__c6_simple_start__1800s,repeat__round32_multi_m_high_imbalance_V20_M2_seed1052706459__c6_simple_start__repeat1__1800s,4.356924112605589,4.356924112605589,True,4.356924112605589,4.356924112605589,4.356924112605589,4.356924112605589,True,True,True,True,4.85301819199449,4.85301819199449,True,True,True,True,True,True,False
tight_T_seed4101,20,3,tight_T,1800,matrix1800__tight_T_seed4101__c6_simple_start__1800s,repeat__tight_T_seed4101__c6_simple_start__repeat1__1800s,0.7333212708333403,0.7333212708333403,True,0.562981400559008,0.562981400559008,0.562981400559009,0.562981400559009,True,True,True,True,679.4842652711704,679.4842652711704,True,True,True,True,True,True,False
round32_multi_m_high_imbalance_V50_M2_seed910922492,50,2,high_imbalance,3600,v50_3600__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6_simple_start__3600s,repeat__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6_simple_start__repeat1__3600s,4.8975868030757725,4.8975868030757725,True,4.889944045091299,4.889944045091299,4.8899440450913,4.8899440450913,True,True,True,True,909.1289319204307,909.1289319204307,True,True,True,True,True,True,False
round31_sealed_moderate_V50_seed1112848618,50,3,moderate,3600,v50_3600__round31_sealed_moderate_V50_seed1112848618__c6_simple_start__3600s,repeat__round31_sealed_moderate_V50_seed1112848618__c6_simple_start__repeat1__3600s,0.7588125173791058,0.7588125173791058,True,0.5360052362487707,0.5360052362487707,0.6616459775575555,0.6616459775575555,True,False,False,True,11208.690194871902,11193.222182139205,False,True,True,True,True,True,False
round32_multi_m_tight_T_V50_M4_seed1562257203,50,4,tight_T,3600,v50_3600__round32_multi_m_tight_T_V50_M4_seed1562257203__c6_simple_start__3600s,repeat__round32_multi_m_tight_T_V50_M4_seed1562257203__c6_simple_start__repeat1__3600s,6.183808117000585,6.183808117000585,True,5.437203116479591,5.437203116479591,5.485350829690545,5.485350829690545,True,False,False,True,9970.132780367016,9956.125137508488,False,True,True,True,True,True,False
